timestamp,open,high,low,close,volume
2020-07-24,20.4700,20.5150,20.0360,20.4200,1118540
2020-07-23,20.5100,20.9284,20.4100,20.4700,954460
2020-07-22,20.1500,20.6000,20.1500,20.5600,901234
2020-07-21,20.2900,20.5900,20.2500,20.3500,820809
2020-07-20,20.2000,20.3400,19.9500,20.1100,863576
2020-07-17,20.4100,20.6300,20.2900,20.3700,762300
2020-07-16,20.4600,20.7200,20.2700,20.3800,1274200
2020-07-15,20.7500,20.9400,20.1500,20.6300,1167300
2020-07-14,19.5100,20.4100,19.4900,20.3800,1132600
2020-07-13,20.2400,20.4000,19.5400,19.5800,1163300
2020-07-10,19.3100,19.9900,19.2300,19.9400,782300
2020-07-09,19.4800,19.5800,19.0400,19.1600,877000
2020-07-08,19.7800,19.9900,19.2500,19.4700,924200
2020-07-07,19.8500,20.1800,19.6400,19.7800,889600
2020-07-06,20.4600,20.4900,19.6700,20.1100,945600
2020-07-02,20.2500,20.5200,19.7300,19.8300,894400
2020-07-01,20.5500,20.5700,19.7800,19.8700,1217900
2020-06-30,20.0100,20.5400,19.9800,20.4000,919000
2020-06-29,19.9500,20.3300,19.7400,20.1600,1242300
2020-06-26,19.8300,19.9400,19.3900,19.5600,1509900
2020-06-25,19.4200,20.2000,19.3900,20.1800,1278300
2020-06-24,20.1500,20.3600,19.4700,19.6400,1523400
2020-06-23,21.1600,21.1900,20.5400,20.5500,1644600
2020-06-22,20.3300,20.6700,20.1300,20.5800,1663500
2020-06-19,20.8200,21.1000,20.1000,20.3000,2495300
2020-06-18,19.4400,21.1000,19.3000,20.5100,2732200
2020-06-17,19.5900,19.7600,19.1900,19.4300,1607800
2020-06-16,19.3800,19.9100,19.1300,19.6800,2072200
2020-06-15,17.5000,18.6400,17.4300,18.3300,1071600
2020-06-12,18.4500,18.6400,17.8600,18.2800,1492400
2020-06-11,18.2700,18.7100,17.4600,17.5200,2184900
2020-06-10,19.1700,19.7500,18.7100,19.3000,2018700
2020-06-09,19.1500,19.3600,18.9300,19.1800,1218800
2020-06-08,20.0000,20.2200,19.4000,19.6800,1576600
2020-06-05,20.1600,20.6300,19.9300,20.0000,1348900
2020-06-04,18.9800,19.2200,18.5900,19.2100,1049000
2020-06-03,18.4400,19.0900,18.1300,19.0500,1573100
2020-06-02,17.6700,18.0400,17.5500,17.9000,1268500
2020-06-01,17.3400,17.5800,17.0900,17.4600,1075000
2020-05-29,17.1900,17.4600,16.9200,17.1600,931200
2020-05-28,18.0400,18.1800,17.4100,17.4600,1407900
2020-05-27,17.6500,17.9100,17.1000,17.8200,1823900
2020-05-26,17.0000,17.3000,16.6400,17.1400,1457200
2020-05-22,16.2300,16.3100,15.9000,16.2000,1081500
2020-05-21,16.4700,16.6400,16.1800,16.2500,1183900
2020-05-20,16.4600,16.9300,16.3700,16.4100,1392200
2020-05-19,16.0000,16.5800,16.0000,16.1300,1331900
2020-05-18,15.7700,16.4200,15.6800,16.2200,2246400
2020-05-15,14.5500,14.8400,14.3500,14.8100,893500
2020-05-14,13.9800,14.6300,13.7200,14.6100,910900
2020-05-13,14.4200,14.6000,13.9600,14.3500,1405900
2020-05-12,16.0800,16.1400,14.5700,14.5800,2104000
2020-05-11,16.3300,16.6000,15.7900,16.0400,1106900
2020-05-08,16.4600,16.9100,16.3800,16.8900,706800
2020-05-07,15.9800,16.1900,15.8000,16.1100,809800
2020-05-06,15.9500,16.0300,15.5200,15.5900,704000
2020-05-05,16.2500,16.8400,15.7800,15.8300,951000
2020-05-04,15.6100,16.3000,15.6000,15.9400,1125300
2020-05-01,15.4200,16.2000,15.3600,15.9700,1458500
2020-04-30,16.9200,16.9900,15.9100,15.9400,2476900
2020-04-29,16.7400,17.8900,16.7400,17.5600,1179700
2020-04-28,16.8000,16.8300,15.7400,16.1600,1337500
2020-04-27,15.4500,16.4500,15.3000,16.2800,1785900
2020-04-24,15.8400,15.9400,15.0700,15.3700,988200
2020-04-23,15.2600,16.0300,15.2500,15.4300,1090200
2020-04-22,15.6300,15.6300,14.9100,15.1200,1002900
2020-04-21,14.8100,15.3200,14.7000,15.1300,948800
2020-04-20,15.4000,15.9100,15.2200,15.4300,789400
2020-04-17,16.1400,16.4300,15.8300,16.0300,858400
2020-04-16,15.0700,15.4200,14.6700,15.4200,1249600
2020-04-15,15.4600,15.8600,14.6900,15.0900,1030500
2020-04-14,16.5800,16.9800,16.1800,16.3900,907000
2020-04-13,16.7700,17.0900,15.9900,16.0900,1295900
2020-04-09,16.8900,17.6600,16.7100,16.9000,2216300
2020-04-08,16.1200,16.6100,15.6800,16.3100,1011900
2020-04-07,16.3900,16.8100,15.7200,15.9400,1229400
2020-04-06,15.3300,15.8600,15.3000,15.7100,1084400
2020-04-03,15.3400,15.6900,14.2900,14.6300,1601000
2020-04-02,15.4600,16.4000,15.1200,15.7200,1624600
2020-04-01,15.1900,16.3000,14.9400,15.4900,2671100
2020-03-31,14.8300,16.2900,14.6700,15.7900,2757000
2020-03-30,13.4800,14.8000,13.0500,14.6900,1760100
2020-03-27,13.9700,14.3900,13.3900,13.4800,1833500
2020-03-26,13.8700,14.8300,13.3900,14.6900,2406500
2020-03-25,14.1400,14.5900,13.1000,13.5900,2063900
2020-03-24,14.3100,14.8100,13.7000,14.2300,2349300
2020-03-23,13.2200,14.2200,13.1000,13.3500,2681200
2020-03-20,12.7600,13.9400,12.3000,13.1100,4040600
2020-03-19,11.5000,13.0700,10.7600,12.4900,2887500
2020-03-18,12.4000,12.9700,10.8500,11.4900,2421800
2020-03-17,13.2300,13.6700,12.5500,13.2900,2976900
2020-03-16,13.2500,14.5100,12.5900,12.7900,1945900
2020-03-13,14.6500,15.1500,13.4100,15.1500,2054100
2020-03-12,13.6900,15.1000,13.1200,13.5100,2391700
2020-03-11,14.8800,15.2100,14.4800,14.9800,2531600
2020-03-10,15.1800,15.5900,14.3200,15.5800,1466900
2020-03-09,15.5500,16.1900,14.2900,14.4200,2033400
2020-03-06,17.2300,17.6900,17.0500,17.4500,1874300
2020-03-05,18.4200,18.7000,17.7800,18.0400,1417300
2020-03-04,18.9400,19.3500,18.5300,19.3000,1041100
