,ix_bitrate,youtube_viewchange,youtube_views,steam_users,steam_ingame,twitch_views,twitch_channels,twitch_viewtime,twitch_streams,ps_users,stock_med,stock_bank,stock_energy,stock_oil,stock_steel,stock_automotive,stock_telecom,stock_tech,corona_deaths,corona_confirmed,corona_recovered,corona_active,new_confirmed,corona_new_recovered,Date
38,,,,,,-1.3940762,-1.3657078,-1.7325183,-1.4023225,0.2072374,-1.6917722,-0.34342042,-1.2949007,-1.1167222,-0.19660373,-0.52065736,-2.342105,-1.9169432,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-08
39,,,,,,-1.4049976,-1.3683432,-1.7668831,-1.3979249,0.02852141,-1.6281897,-0.3011771,-1.1255425,-0.94873077,-0.15035485,-0.49194252,-2.0304494,-1.9254863,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-09
40,,,,,,-1.415557,-1.371074,-1.8003217,-1.3936056,-0.13488741,-1.5270916,-0.061757978,-1.1294374,-0.7115777,-0.10396134,-0.3282184,-1.9813696,-1.931071,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-10
41,,,,,,-1.4257246,-1.3738983,-1.832719,-1.3893903,-0.19909793,-1.4842696,-0.044096913,-1.1097969,-0.67693627,-0.08193556,-0.29608002,-1.9990146,-1.9022076,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-11
42,,,,,,-1.4354702,-1.376814,-1.8639597,-1.3853048,-0.12723383,-1.4414475,-0.02643585,-1.0901562,-0.6422948,-0.059909787,-0.26394162,-2.0166595,-1.8733442,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-12
43,,,,,,-1.4447637,-1.3798194,-1.8939289,-1.3813748,0.021663008,-1.3986254,-0.008774787,-1.0705156,-0.6076534,-0.037884012,-0.23180322,-2.0343044,-1.8444806,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-13
44,,,,,,-1.453575,-1.3829126,-1.9225113,-1.3776262,0.124539,-1.3400654,0.078505464,-0.9228427,-0.6498502,0.008595541,0.021220144,-2.2766163,-1.8259448,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-14
45,,,,,,-1.4618741,-1.3860917,-1.949592,-1.3740844,0.0835874,-1.3079084,0.41662484,-1.1488403,-0.60714066,-0.035266824,0.054463457,-2.2939262,-1.8074737,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-15
46,,,,,,-1.4696307,-1.3893548,-1.9750558,-1.3707753,-0.07872806,-1.1110642,0.5998461,-1.0778522,-0.56475246,-0.030675387,-0.044954322,-2.2575011,-1.7282798,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-16
47,,,,,,-1.476815,-1.3927001,-1.9987874,-1.3677247,-0.2207665,-1.0378261,0.44947058,-0.9874752,-0.7292253,-0.02364968,-0.2274646,-2.3142555,-1.7524142,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-17
48,,,,,,-1.4833966,-1.3961256,-2.0206718,-1.3649583,-0.25436273,-0.989886,0.476292,-0.9769232,-0.6607174,-0.006658065,-0.19335024,-2.236078,-1.7449207,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-18
49,,,,,,-1.4893457,-1.3996294,-2.040594,-1.3625017,-0.15466744,-0.94194597,0.50311345,-0.96637124,-0.59220964,0.010333548,-0.1592359,-2.1579006,-1.7374272,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-19
50,,,,,,-1.494632,-1.4032097,-2.0584388,-1.3603808,0.01788592,-0.8940059,0.5299349,-0.95581925,-0.5237018,0.02732516,-0.12512153,-2.0797231,-1.7299337,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-20
51,,,,,,-1.4992255,-1.4068646,-2.074091,-1.3586212,0.15018345,-0.8460659,0.5567563,-0.9452672,-0.45519397,0.044316776,-0.09100719,-2.0015457,-1.7224404,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-21
52,,,,,,-1.503096,-1.4105922,-2.0874355,-1.3572488,0.13984616,-0.61953247,0.50189275,-0.8268011,-0.5117196,0.08551437,0.11501259,-1.8361678,-1.6689268,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-22
53,,,,,,-1.5062135,-1.4143907,-2.0983572,-1.3562891,0.016891949,-0.54216444,0.4752868,-0.72547024,-0.37679562,0.0472199,0.026358906,-1.6816547,-1.6256096,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-23
54,,,,,,-1.5085479,-1.4182581,-2.106741,-1.3557681,-0.10357733,-0.57327455,0.22033517,-0.6545803,-0.6398246,-0.0056214198,-0.13384722,-1.6450301,-1.7031603,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-24
55,,,,,,-1.5100691,-1.4221926,-2.1124718,-1.3557113,-0.13111033,-0.5565627,0.21642141,-0.65389526,-0.61666113,0.011235276,-0.15655103,-1.6286528,-1.7036045,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-25
56,,,,,,-1.5107471,-1.4261923,-2.1154344,-1.3561445,-0.027737347,-0.53985083,0.21250765,-0.65321016,-0.5934976,0.028091973,-0.17925486,-1.6122756,-1.7040486,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-26
57,,,,,,-1.5105517,-1.4302552,-2.1155138,-1.3570936,0.13030404,-0.523139,0.2085939,-0.6525251,-0.5703341,0.044948667,-0.20195867,-1.5958983,-1.7044928,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-27
58,,,,,,-1.5094528,-1.4343796,-2.1125948,-1.358584,0.25713474,-0.5097346,0.2288724,-0.48325148,-0.48292592,0.010784019,-0.31830457,-1.7240103,-1.7116343,0.0,0.0,0.0,0.0,0.0,0.0,2017-02-28
59,,,,,,-1.5074203,-1.4385635,-2.1065624,-1.3606417,0.2442131,-0.40447235,0.58888596,-0.47259545,-0.14649521,0.030815164,-0.22631653,-1.6696285,-1.6848904,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-01
60,,,,,,-1.5044409,-1.4428036,-2.0973525,-1.3632823,0.10227405,-0.29253685,0.39313182,-0.28956085,-0.004412635,0.007408651,-0.14208618,-1.6897917,-1.6263729,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-02
61,,,,,,-1.5005682,-1.4470915,-2.0851066,-1.3664807,-0.026445184,-0.31662825,0.27887,-0.09541322,-0.1788604,-0.03841524,-0.24146588,-1.4490219,-1.6817689,0.0,0.0,0.0,0.0,0.0,0.0,2017-03-03
