timestamp,open,high,low,close,volume
2020-07-24,22.9800,23.2650,22.9100,22.9300,10917859
2020-07-23,23.1100,23.3150,23.0200,23.2200,9070486
2020-07-22,23.6200,23.6500,23.2500,23.4500,8184492
2020-07-21,23.4100,24.4800,23.3500,24.0900,13611821
2020-07-20,23.2300,23.4200,22.9300,22.9400,7635483
2020-07-17,23.6800,23.7000,23.2100,23.2500,9034300
2020-07-16,23.7400,24.0000,23.6000,23.7200,8322800
2020-07-15,23.6900,23.8600,23.5200,23.8100,10732000
2020-07-14,22.5100,23.3100,22.4200,23.2800,9359900
2020-07-13,22.6500,22.8800,22.4000,22.4600,10335200
2020-07-10,22.0600,22.4800,22.0300,22.4600,12825400
2020-07-09,22.9000,22.9600,22.0300,22.0500,12842600
2020-07-08,23.0200,23.3700,22.9000,23.1600,6931400
2020-07-07,23.4400,23.4900,23.0100,23.0200,6374800
2020-07-06,23.6700,23.9300,23.4400,23.6400,7295100
2020-07-02,23.6400,23.8600,23.2800,23.4100,6501900
2020-07-01,23.3300,23.6400,23.1800,23.2100,7637000
2020-06-30,22.9700,23.4100,22.7200,23.3200,10274300
2020-06-29,23.3200,23.6500,23.1400,23.4800,10663100
2020-06-26,23.3800,23.4150,22.6620,22.7600,9161204
2020-06-25,22.9800,23.5000,22.8700,23.5000,7762760
2020-06-24,23.7600,23.7600,23.0100,23.1400,9382428
2020-06-23,24.4300,24.4700,24.1100,24.1700,9036375
2020-06-22,23.7000,24.0000,23.5800,23.8700,8940169
2020-06-19,24.2100,24.2600,23.5600,23.6700,10182868
2020-06-18,23.4400,23.8300,23.2726,23.6900,8820800
2020-06-17,24.4000,24.4700,23.7000,23.7000,12126835
2020-06-16,24.9600,25.2050,24.2100,24.5500,14336705
2020-06-15,23.4700,24.5900,23.2300,24.3600,12731573
2020-06-12,25.0000,25.2450,24.2100,24.7500,11715337
2020-06-11,25.0800,25.3900,24.0300,24.0700,14729796
2020-06-10,26.8900,26.9850,26.2800,26.3800,9705158
2020-06-09,27.5400,27.6000,27.0350,27.3400,11889710
2020-06-08,28.4500,28.5700,27.8600,28.3800,13482858
2020-06-05,27.2500,27.9400,27.2500,27.7100,18376904
2020-06-04,25.6300,25.8400,25.2500,25.6900,8644708
2020-06-03,25.6700,26.0000,25.5500,25.9000,12310700
2020-06-02,24.7200,24.9900,24.6100,24.9500,13078211
2020-06-01,23.1500,23.9100,23.0100,23.8400,10749711
2020-05-29,22.8600,23.2350,22.7200,23.1400,10202431
2020-05-28,23.8000,23.8200,23.2100,23.2600,8673884
2020-05-27,24.1000,24.1800,23.4800,23.9300,9537986
2020-05-26,23.3500,23.4400,23.1500,23.2600,10079956
2020-05-22,22.9800,23.0250,22.5550,22.9800,7941052
2020-05-21,23.7300,23.9200,23.1100,23.3800,10634735
2020-05-20,23.5500,23.7100,23.3400,23.6200,10494728
2020-05-19,23.7000,23.7000,22.9100,22.9100,14218956
2020-05-18,23.3100,23.8800,23.2900,23.5100,16729346
2020-05-15,21.7900,22.2600,21.6200,21.8200,11149777
2020-05-14,21.7500,22.2900,21.1950,22.1400,10733615
2020-05-13,23.0900,23.1600,22.1200,22.2300,10586051
2020-05-12,23.7300,23.8300,23.0600,23.0600,10143582
2020-05-11,23.5700,23.7200,23.3850,23.5000,6956395
2020-05-08,24.0300,24.0600,23.7100,24.0300,8204738
2020-05-07,24.3500,24.5850,23.9500,24.0600,10116565
2020-05-06,24.1500,24.2100,23.5200,23.5800,11103110
2020-05-05,24.4200,24.7300,23.8000,23.8700,13550090
2020-05-04,22.6800,23.3600,22.5300,23.2500,14192487
2020-05-01,22.9200,23.2100,22.6300,22.8300,13468944
