timestamp,open,high,low,close,volume
2020-07-24,194.9100,199.0850,193.7600,198.8300,1683878
2020-07-23,194.7600,197.8900,194.3800,195.1600,980517
2020-07-22,192.0000,195.5600,191.8600,194.8700,1286348
2020-07-21,191.7300,195.7200,191.3100,192.5100,904721
2020-07-20,192.4600,193.8300,190.0700,190.6800,1456511
2020-07-17,187.9700,193.6800,186.7600,193.0500,2183600
2020-07-16,187.2700,187.2700,184.5800,186.5900,1253300
2020-07-15,187.7000,189.4500,186.4600,188.6200,1521300
2020-07-14,177.2400,182.9500,176.5600,182.7100,1103100
2020-07-13,179.0800,181.4100,177.1400,177.8600,1949300
2020-07-10,177.9000,179.1400,176.2000,177.8900,1133400
2020-07-09,181.2400,181.7300,176.0700,177.7700,1304500
2020-07-08,180.8200,182.6000,178.9200,181.7700,1038600
2020-07-07,182.0000,185.3300,180.2500,180.3400,1262700
2020-07-06,186.3800,187.6100,182.6500,183.9000,1068000
2020-07-02,185.6700,187.6100,183.6300,183.9400,1084000
2020-07-01,180.9900,184.3200,180.5200,183.8400,1611000
2020-06-30,176.8600,181.5100,175.4100,180.1900,1442900
2020-06-29,174.3400,177.6200,172.3500,177.5200,2223900
2020-06-26,175.3800,177.2700,172.5000,173.7600,5415300
2020-06-25,175.4800,177.2000,171.7500,175.6100,2447200
2020-06-24,184.9600,184.9600,174.5600,176.3000,2179100
2020-06-23,187.1700,189.5100,186.4200,186.8000,1441000
2020-06-22,186.4400,187.0000,183.4600,185.0900,1446200
2020-06-19,193.5900,194.0000,187.0600,187.1100,2121500
2020-06-18,188.4400,191.0500,187.2800,190.0200,1053400
2020-06-17,192.1500,192.5400,188.5400,189.5600,1099200
2020-06-16,195.1500,196.1700,189.5000,191.4700,1362000
2020-06-15,183.1300,190.0900,181.2400,188.4800,1296300
2020-06-12,188.9500,191.5000,182.8500,187.7900,1938500
2020-06-11,195.2900,195.5900,182.6500,183.5400,2691200
2020-06-10,201.7000,203.9500,199.9400,201.1500,1141200
2020-06-09,204.8400,205.5000,200.2700,200.7000,1297600
2020-06-08,206.4700,208.3400,204.5300,206.0000,975700
2020-06-05,201.9300,209.9300,201.3800,207.0300,2081400
2020-06-04,198.7900,201.8600,195.4000,198.0800,1113800
2020-06-03,199.3100,202.7000,198.5300,200.7000,1186700
2020-06-02,197.2500,198.4000,195.3400,198.3900,866800
2020-06-01,195.1200,198.3100,194.6300,197.2500,978300
2020-05-29,195.9600,196.8900,191.3300,195.7300,1741800
2020-05-28,193.8800,200.0000,193.1200,195.3500,1696100
2020-05-27,188.6800,191.8700,186.3000,191.6200,1907200
2020-05-26,191.0500,191.0500,185.7500,186.3000,2878500
2020-05-22,185.3700,185.5600,182.6100,184.1400,1669900
2020-05-21,189.7900,190.0100,184.4600,185.0900,1663400
2020-05-20,190.8400,192.2200,189.2300,190.9800,1510400
2020-05-19,191.0800,192.5500,188.1600,188.2600,1136600
2020-05-18,185.9500,193.7600,185.0000,191.9200,1937000
2020-05-15,177.7500,180.4200,175.4700,180.2700,2898800
2020-05-14,178.2700,179.4000,174.4600,179.3800,2226700
2020-05-13,187.1100,187.2700,178.8100,181.1400,1808000
2020-05-12,194.3600,195.6900,188.0700,188.1700,1295400
2020-05-11,190.0000,194.1700,188.8900,193.6400,1260400
2020-05-08,194.3900,196.3200,191.4300,192.0800,1991300
2020-05-07,189.7600,193.6600,188.1000,192.1900,2222900
2020-05-06,188.2400,190.2200,185.6000,185.8400,1474600
2020-05-05,181.0000,191.4400,180.9600,187.9300,2119300
