timestamp,open,high,low,close,volume
2020-07-24,150.5000,150.6000,147.0300,148.1200,5405867
2020-07-23,150.2100,150.8500,149.2800,149.6100,6566269
2020-07-22,149.9300,150.4050,147.8500,150.0100,5910193
2020-07-21,149.6000,151.6700,149.5000,149.7400,5575882
2020-07-20,150.2300,150.3200,148.4300,149.6000,6189233
2020-07-17,150.0000,150.5800,148.6900,149.3500,7440400
2020-07-16,148.6800,149.3400,146.6800,149.2500,9257400
2020-07-15,149.7300,150.2100,148.2300,148.2600,8496300
2020-07-14,145.3200,148.3900,145.2600,147.9200,7440400
2020-07-13,143.6100,146.6400,143.2800,145.2100,6950200
2020-07-10,142.7500,142.8700,141.4300,142.3700,4278000
2020-07-09,142.7600,144.4300,140.5800,142.4900,5737300
2020-07-08,142.8700,143.3900,141.7000,143.2700,6257400
2020-07-07,141.3900,143.9700,141.2300,142.8500,5620700
2020-07-06,142.1700,143.7700,141.8800,142.9800,6153700
2020-07-02,141.2500,141.8400,140.3300,140.9700,5150600
2020-07-01,140.6900,141.3900,140.0600,140.3800,6196900
2020-06-30,139.4000,141.0200,137.8400,140.6300,7732900
2020-06-29,138.7400,139.7000,137.9800,139.0400,5307300
2020-06-26,139.5300,139.6000,137.0200,137.8100,12848714
2020-06-25,140.5700,140.5700,137.5400,139.6700,7419386
2020-06-24,141.4900,142.1900,138.7200,139.8200,8208504
2020-06-23,143.7400,144.0800,142.6800,142.8600,5920721
2020-06-22,143.4700,143.6600,142.0300,143.3900,5281358
2020-06-19,145.7900,145.8800,143.2500,143.8300,12206940
2020-06-18,142.5200,144.1150,141.8700,143.4100,4667086
2020-06-17,144.9000,145.4200,143.4700,144.0200,5092430
2020-06-16,144.0900,145.4219,142.7700,144.4600,7578979
2020-06-15,141.0000,142.3970,139.3914,141.2500,8649237
2020-06-12,142.8400,143.7067,140.2800,142.1500,8685742
2020-06-11,148.5800,149.1700,140.7500,140.8700,11906959
2020-06-10,146.6000,150.0300,146.6000,147.8000,10097406
2020-06-09,148.2500,149.3300,145.6500,145.9600,8246292
2020-06-08,145.8800,147.6100,145.7400,146.7700,7552228
2020-06-05,147.6900,149.6400,146.6000,147.3000,9724303
2020-06-04,146.8000,148.3700,145.5800,146.7300,8168982
2020-06-03,148.5200,149.1400,146.4490,148.6500,6338069
2020-06-02,147.0600,148.3500,146.1200,148.2500,6073895
2020-06-01,147.2900,148.3400,146.0100,147.1900,6141675
2020-05-29,147.9600,149.3500,145.3300,148.7500,8503996
2020-05-28,146.0200,148.1100,145.8100,146.9700,6189565
2020-05-27,144.3200,145.2500,143.0100,144.8900,7947858
2020-05-26,146.1900,146.4400,144.3000,144.5600,7071250
2020-05-22,144.5700,146.2850,144.0600,144.3700,6137464
2020-05-21,148.5000,148.5000,145.8200,146.7100,6537292
2020-05-20,149.7500,150.3900,147.2700,147.6800,5710251
2020-05-19,150.1000,151.1000,148.4000,149.0200,6105696
2020-05-18,152.4900,153.6200,150.4600,150.5200,7388132
2020-05-15,147.8700,150.4800,145.6600,150.4400,10336124
2020-05-14,145.3900,147.7600,144.2570,147.6400,6869276
2020-05-13,146.0800,148.9500,146.0100,147.1300,6967453
2020-05-12,150.1000,150.3400,147.0300,147.1400,7034686
2020-05-11,148.4500,150.1000,148.1200,149.1100,5885409
2020-05-08,148.9200,149.1800,147.8900,148.7000,4712057
