timestamp,open,high,low,close,volume
2020-07-24,20.4500,20.8000,20.4500,20.8000,1300
2020-07-23,20.5000,20.9800,20.5000,20.5000,2115
2020-07-22,20.5100,20.9800,20.5100,20.8800,1695
2020-07-21,20.5000,20.7000,20.5000,20.7000,40
2020-07-20,20.4300,21.3000,20.4300,20.6700,1650
2020-07-17,20.4600,21.3800,20.4100,21.3700,1330
2020-07-16,20.4400,21.4000,20.4400,21.2800,10890
2020-07-15,20.5800,21.6400,20.5800,21.6400,984
2020-07-14,21.3000,21.3800,21.3000,21.3800,1300
2020-07-13,20.4700,21.4500,20.4700,21.3600,1878
2020-07-10,20.3800,21.3300,20.3800,21.3300,1016
2020-07-09,20.2100,21.2000,20.2100,21.0000,5050
2020-07-08,20.1000,20.9500,20.1000,20.9500,726
2020-07-07,20.2000,20.7800,20.2000,20.7300,3131
2020-07-06,21.2000,21.2000,20.9900,20.9900,2462
2020-07-03,20.8000,20.8900,20.2000,20.2000,2070
2020-07-02,20.2100,20.7800,20.2100,20.2400,4351
2020-07-01,20.1600,20.6400,20.1600,20.6400,1150
2020-06-30,20.3600,21.2300,20.3600,21.2300,1635
2020-06-29,20.2900,20.9900,20.2900,20.4000,456
2020-06-26,20.5000,21.2300,20.5000,21.2300,1370
2020-06-25,20.5100,21.2300,20.5100,21.2300,1115
2020-06-24,20.5100,21.2000,20.5100,20.9900,2867
2020-06-23,20.3700,21.4900,20.3700,21.4900,5930
2020-06-22,20.3700,21.3400,20.3700,21.1600,3310
2020-06-19,20.3000,21.2800,20.3000,21.2400,2901
2020-06-18,20.2700,21.2100,20.2700,20.9800,5078
2020-06-17,20.5000,21.2200,20.2100,21.2200,1350
2020-06-16,20.2300,21.4600,20.2300,20.9000,2223
2020-06-15,20.0800,20.8900,20.0800,20.8900,150
2020-06-12,20.0300,20.8800,20.0000,20.8800,450
2020-06-11,20.2000,20.9800,20.1900,20.1900,235
2020-06-10,20.2500,20.8600,20.2500,20.8000,1265
2020-06-09,20.3800,20.9400,20.3800,20.9400,1990
2020-06-08,20.9500,20.9500,20.0000,20.8700,1886
2020-06-05,19.8050,20.4500,19.8050,20.2600,857
2020-06-04,19.9300,20.9800,19.9300,20.5900,3095
2020-06-03,20.0000,20.5400,20.0000,20.5400,549
2020-06-02,20.0900,20.1200,20.0900,20.1200,300
2020-05-29,20.5000,20.9400,19.9500,19.9500,1897
2020-05-28,20.5000,20.5000,20.5000,20.5000,0
2020-05-27,20.5000,21.7000,20.5000,21.7000,3495
2020-05-26,20.5000,21.2300,20.5000,21.2300,865
2020-05-25,20.4000,21.2500,20.4000,21.2400,539
2020-05-22,20.4000,21.0800,20.4000,21.0800,350
2020-05-21,20.2500,20.8700,20.2500,20.8700,500
2020-05-20,20.3300,21.1800,20.3300,21.1800,2204
2020-05-19,20.1800,21.0000,20.1800,20.7100,1502
2020-05-18,20.6100,21.6200,20.6000,20.6000,1072
2020-05-15,20.0800,20.8000,20.0800,20.1000,802
2020-05-14,20.0800,21.0000,20.0800,20.9000,3235
2020-05-13,20.8900,21.4100,20.8900,21.3500,5279
2020-05-12,20.6200,21.5600,20.6200,21.5000,1340
2020-05-11,20.5800,20.6000,20.5800,20.5900,400
2020-05-08,20.9000,21.5600,20.9000,21.2000,854
2020-05-07,20.7000,21.4500,20.7000,21.4000,1037
2020-05-06,21.1300,21.6000,20.9000,20.9000,1880
2020-05-05,20.6500,21.9500,20.6500,21.6400,4719
2020-05-04,20.5800,21.4000,20.5800,21.4000,502
2020-04-30,20.8800,22.0100,20.8800,21.4500,3690
2020-04-29,21.8000,22.8100,21.8000,22.6800,2660
2020-04-28,21.2000,22.4100,21.2000,22.1000,2370
2020-04-27,21.1700,22.4400,21.1700,21.8000,2300
2020-04-24,21.4500,22.4700,21.4500,22.4700,380
2020-04-23,21.5900,22.7500,21.5900,22.7500,1230
2020-04-22,21.5100,22.7100,21.5100,21.6400,1022
2020-04-21,21.2900,22.2900,21.2000,21.2000,850
2020-04-20,20.9600,22.1000,20.9600,22.1000,1250
2020-04-17,21.4200,22.9400,21.4200,22.9400,1035
2020-04-16,21.8600,23.1400,21.8600,21.9100,1157
2020-04-15,21.4700,22.6000,21.4700,21.5000,1079
2020-04-14,21.2100,22.2800,21.0400,22.2100,3190
2020-04-09,21.2600,22.2800,21.2200,22.2500,958
2020-04-08,21.8500,23.0700,21.8000,23.0200,3235
2020-04-07,21.2800,22.6100,21.2800,22.6100,705
2020-04-06,22.1700,22.6000,21.9100,21.9100,1025
2020-04-03,21.0000,21.9900,21.0000,21.9400,105
2020-04-02,21.0000,21.5300,21.0000,21.5300,450
2020-04-01,21.5400,21.6600,21.5400,21.6600,158
2020-03-31,22.1700,22.1700,22.1600,22.1600,220
2020-03-30,22.2200,23.3300,22.2200,23.3300,645
2020-03-27,21.8200,22.6300,21.4500,22.1700,1300
2020-03-26,20.9600,22.6500,20.9500,22.6500,486
2020-03-25,20.2900,21.4600,20.2700,20.2700,1345
2020-03-24,19.9450,21.2500,19.9450,21.2500,636
2020-03-23,20.7400,21.6200,20.1000,20.7800,4396
2020-03-20,20.6200,21.8400,20.6200,21.4400,812
2020-03-19,20.0500,20.8000,19.9700,20.2000,1662
