,in,,out
1574702999999,5.0148307E10,1574702999999,5.0148307E10
1574706599999,4.943036E10,1574706599999,4.943036E10
1574710199999,4.8980242E10,1574710199999,4.8980242E10
1574713799999,4.358325E10,1574713799999,4.358325E10
1574717399999,3.4709213E10,1574717399999,3.4709213E10
1574720999999,2.74228961E10,1574720999999,2.74228961E10
1574724599999,2.23681167E10,1574724599999,2.23681167E10
1574728199999,1.94233815E10,1574728199999,1.94233815E10
1574731799999,1.74753464E10,1574731799999,1.74753464E10
1574735399999,1.77727386E10,1574735399999,1.77727386E10
1574738999999,1.73497917E10,1574738999999,1.73497917E10
1574742599999,2.12465582E10,1574742599999,2.12465582E10
1574746199999,2.89642865E10,1574746199999,2.89642865E10
1574749799999,3.8536364E10,1574749799999,3.8536364E10
1574753399999,4.512154E10,1574753399999,4.512154E10
1574756999999,4.8455516E10,1574756999999,4.8455516E10
1574760599999,4.659943E10,1574760599999,4.659943E10
1574764199999,4.9174905E10,1574764199999,4.9174905E10
1574767799999,5.0578833E10,1574767799999,5.0578833E10
1574771399999,5.1607794E10,1574771399999,5.1607794E10
1574774999999,5.2036932E10,1574774999999,5.2036932E10
1574778599999,4.91624E10,1574778599999,4.91624E10
1574782199999,4.8165401E10,1574782199999,4.8165401E10
1574785799999,5.0001977E10,1574785799999,5.0001977E10
1574789399999,5.155625E10,1574789399999,5.155625E10
1574792999999,5.2090319E10,1574792999999,5.2090319E10
1574796599999,4.956876E10,1574796599999,4.956876E10
1574800199999,4.4965519E10,1574800199999,4.4965519E10
1574803799999,3.6496613E10,1574803799999,3.6496613E10
1574807399999,2.89972572E10,1574807399999,2.89972572E10
1574810999999,2.34276434E10,1574810999999,2.34276434E10
1574814599999,2.0215937E10,1574814599999,2.0215937E10
1574818199999,1.82275338E10,1574818199999,1.82275338E10
1574821799999,1.80464517E10,1574821799999,1.80464517E10
1574825399999,1.85619149E10,1574825399999,1.85619149E10
1574828999999,2.25514988E10,1574828999999,2.25514988E10
1574832599999,2.86781911E10,1574832599999,2.86781911E10
1574836199999,3.8331122E10,1574836199999,3.8331122E10
1574839799999,4.5827031E10,1574839799999,4.5827031E10
1574843399999,4.9229488E10,1574843399999,4.9229488E10
1574846999999,4.6640157E10,1574846999999,4.6640157E10
1574850599999,4.8045818E10,1574850599999,4.8045818E10
1574854199999,4.9907364E10,1574854199999,4.9907364E10
1574857799999,5.1743961E10,1574857799999,5.1743961E10
1574861399999,5.2590027E10,1574861399999,5.2590027E10
1574864999999,4.9848373E10,1574864999999,4.9848373E10
1574868599999,4.9511543E10,1574868599999,4.9511543E10
1574872199999,5.0820731E10,1574872199999,5.0820731E10
1574875799999,5.169406E10,1574875799999,5.169406E10
1574879399999,5.1230618E10,1574879399999,5.1230618E10
1574882999999,4.8995906E10,1574882999999,4.8995906E10
1574886599999,4.4063351E10,1574886599999,4.4063351E10
1574890199999,3.5472425E10,1574890199999,3.5472425E10
1574893799999,2.84567941E10,1574893799999,2.84567941E10
1574897399999,2.34194371E10,1574897399999,2.34194371E10
1574900999999,2.07428178E10,1574900999999,2.07428178E10
1574904599999,1.82727967E10,1574904599999,1.82727967E10
1574908199999,1.76500634E10,1574908199999,1.76500634E10
1574911799999,1.8049749E10,1574911799999,1.8049749E10
1574915399999,2.21505556E10,1574915399999,2.21505556E10
1574918999999,2.79452652E10,1574918999999,2.79452652E10
1574922599999,3.5886932E10,1574922599999,3.5886932E10
1574926199999,4.3392229E10,1574926199999,4.3392229E10
1574929799999,4.7935992E10,1574929799999,4.7935992E10
1574933399999,4.5620842E10,1574933399999,4.5620842E10
1574936999999,4.698572E10,1574936999999,4.698572E10
1574940599999,4.8075305E10,1574940599999,4.8075305E10
1574944199999,5.0009051E10,1574944199999,5.0009051E10
1574947799999,4.9653584E10,1574947799999,4.9653584E10
1574951399999,4.7998489E10,1574951399999,4.7998489E10
1574954999999,4.7741747E10,1574954999999,4.7741747E10
1574958599999,4.7505527E10,1574958599999,4.7505527E10
1574962199999,4.8714588E10,1574962199999,4.8714588E10
1574965799999,4.9116328E10,1574965799999,4.9116328E10
1574969399999,4.7632843E10,1574969399999,4.7632843E10
1574972999999,4.3772375E10,1574972999999,4.3772375E10
1574976599999,3.5109917E10,1574976599999,3.5109917E10
1574980199999,2.90746491E10,1574980199999,2.90746491E10
1574983799999,2.30949089E10,1574983799999,2.30949089E10
1574987399999,1.99020954E10,1574987399999,1.99020954E10
1574990999999,1.81424026E10,1574990999999,1.81424026E10
1574994599999,1.74278001E10,1574994599999,1.74278001E10
1574998199999,1.86066575E10,1574998199999,1.86066575E10
1575001799999,2.28726682E10,1575001799999,2.28726682E10
1575005399999,2.83714048E10,1575005399999,2.83714048E10
1575008999999,3.7384667E10,1575008999999,3.7384667E10
1575012599999,4.3795173E10,1575012599999,4.3795173E10
1575016199999,4.5609013E10,1575016199999,4.5609013E10
1575019799999,4.3571483E10,1575019799999,4.3571483E10
1575023399999,4.5971939E10,1575023399999,4.5971939E10
1575026999999,4.784477E10,1575026999999,4.784477E10
1575030599999,4.7909822E10,1575030599999,4.7909822E10
1575034199999,4.5687255E10,1575034199999,4.5687255E10
1575037799999,4.3577962E10,1575037799999,4.3577962E10
1575041399999,4.2162582E10,1575041399999,4.2162582E10
1575044999999,4.3674857E10,1575044999999,4.3674857E10
1575048599999,4.6085661E10,1575048599999,4.6085661E10
1575052199999,4.5983707E10,1575052199999,4.5983707E10
1575055799999,4.5113496E10,1575055799999,4.5113496E10
1575059399999,4.3262095E10,1575059399999,4.3262095E10
1575062999999,3.8476526E10,1575062999999,3.8476526E10
1575066599999,3.25352141E10,1575066599999,3.25352141E10
1575070199999,2.64772137E10,1575070199999,2.64772137E10
1575073799999,2.1995051E10,1575073799999,2.1995051E10
1575077399999,1.90840586E10,1575077399999,1.90840586E10
1575080999999,1.73453373E10,1575080999999,1.73453373E10
1575084599999,1.60444416E10,1575084599999,1.60444416E10
1575088199999,1.80162826E10,1575088199999,1.80162826E10
1575091799999,2.08727654E10,1575091799999,2.08727654E10
1575095399999,2.60697989E10,1575095399999,2.60697989E10
1575098999999,3.13265521E10,1575098999999,3.13265521E10
1575102599999,3.5085914E10,1575102599999,3.5085914E10
1575106199999,3.5299836E10,1575106199999,3.5299836E10
1575109799999,3.6227027E10,1575109799999,3.6227027E10
1575113399999,3.722068E10,1575113399999,3.722068E10
1575116999999,3.9165034E10,1575116999999,3.9165034E10
1575120599999,4.0784843E10,1575120599999,4.0784843E10
1575124199999,4.1917882E10,1575124199999,4.1917882E10
1575127799999,4.4185731E10,1575127799999,4.4185731E10
1575131399999,4.6307615E10,1575131399999,4.6307615E10
1575134999999,4.7633723E10,1575134999999,4.7633723E10
1575138599999,4.7291896E10,1575138599999,4.7291896E10
1575142199999,4.7027352E10,1575142199999,4.7027352E10
1575145799999,4.4685861E10,1575145799999,4.4685861E10
1575149399999,3.9386972E10,1575149399999,3.9386972E10
1575152999999,3.32091085E10,1575152999999,3.32091085E10
1575156599999,2.77453578E10,1575156599999,2.77453578E10
1575160199999,2.27954668E10,1575160199999,2.27954668E10
1575163799999,1.94589204E10,1575163799999,1.94589204E10
1575167399999,1.86586153E10,1575167399999,1.86586153E10
1575170999999,1.79328471E10,1575170999999,1.79328471E10
1575174599999,1.82207549E10,1575174599999,1.82207549E10
1575178199999,1.99264522E10,1575178199999,1.99264522E10
1575181799999,2.45482496E10,1575181799999,2.45482496E10
1575185399999,3.07915121E10,1575185399999,3.07915121E10
1575188999999,3.6273332E10,1575188999999,3.6273332E10
1575192599999,3.7970067E10,1575192599999,3.7970067E10
1575196199999,4.0384152E10,1575196199999,4.0384152E10
1575199799999,4.0887103E10,1575199799999,4.0887103E10
1575203399999,4.1484173E10,1575203399999,4.1484173E10
1575206999999,4.3960685E10,1575206999999,4.3960685E10
1575210599999,4.614033E10,1575210599999,4.614033E10
1575214199999,4.7817404E10,1575214199999,4.7817404E10
1575217799999,4.9480319E10,1575217799999,4.9480319E10
1575221399999,5.0246582E10,1575221399999,5.0246582E10
1575224999999,4.8158859E10,1575224999999,4.8158859E10
1575228599999,4.6617059E10,1575228599999,4.6617059E10
1575232199999,4.2381017E10,1575232199999,4.2381017E10
1575235799999,3.4779648E10,1575235799999,3.4779648E10
1575239399999,2.83724001E10,1575239399999,2.83724001E10
1575242999999,2.33151898E10,1575242999999,2.33151898E10
1575246599999,1.9401771E10,1575246599999,1.9401771E10
1575250199999,1.80800676E10,1575250199999,1.80800676E10
1575253799999,1.7147778E10,1575253799999,1.7147778E10
1575257399999,1.80834939E10,1575257399999,1.80834939E10
1575260999999,2.23495578E10,1575260999999,2.23495578E10
1575264599999,2.90616812E10,1575264599999,2.90616812E10
1575268199999,3.9698399E10,1575268199999,3.9698399E10
1575271799999,4.6840082E10,1575271799999,4.6840082E10
1575275399999,4.9962852E10,1575275399999,4.9962852E10
1575278999999,4.8264602E10,1575278999999,4.8264602E10
1575282599999,5.0064146E10,1575282599999,5.0064146E10
1575286199999,5.3149741E10,1575286199999,5.3149741E10
1575289799999,5.4001689E10,1575289799999,5.4001689E10
1575293399999,5.4262587E10,1575293399999,5.4262587E10
1575296999999,5.2039365E10,1575296999999,5.2039365E10
1575300599999,5.0905227E10,1575300599999,5.0905227E10
1575304199999,5.0724717E10,1575304199999,5.0724717E10
1575307799999,5.1213181E10,1575307799999,5.1213181E10
1575311399999,5.2569473E10,1575311399999,5.2569473E10
1575314999999,5.1728757E10,1575314999999,5.1728757E10
1575318599999,4.5977141E10,1575318599999,4.5977141E10
1575322199999,3.7081178E10,1575322199999,3.7081178E10
1575325799999,2.95585362E10,1575325799999,2.95585362E10
1575329399999,2.5315881E10,1575329399999,2.5315881E10
1575332999999,2.10356429E10,1575332999999,2.10356429E10
1575336599999,1.85182515E10,1575336599999,1.85182515E10
1575340199999,1.76670556E10,1575340199999,1.76670556E10
1575343799999,1.79531264E10,1575343799999,1.79531264E10
1575347399999,2.17254216E10,1575347399999,2.17254216E10
1575350999999,2.86484582E10,1575350999999,2.86484582E10
1575354599999,3.8849901E10,1575354599999,3.8849901E10
1575358199999,4.6736638E10,1575358199999,4.6736638E10
1575361799999,5.066836E10,1575361799999,5.066836E10
1575365399999,4.8890036E10,1575365399999,4.8890036E10
1575368999999,5.0940019E10,1575368999999,5.0940019E10
1575372599999,5.2600689E10,1575372599999,5.2600689E10
1575376199999,5.5317897E10,1575376199999,5.5317897E10
1575379799999,5.4937641E10,1575379799999,5.4937641E10
1575383399999,5.2094996E10,1575383399999,5.2094996E10
1575386999999,5.0780574E10,1575386999999,5.0780574E10
1575390599999,5.0900775E10,1575390599999,5.0900775E10
1575394199999,5.3244568E10,1575394199999,5.3244568E10
1575397799999,5.7669571E10,1575397799999,5.7669571E10
1575401399999,5.3338038E10,1575401399999,5.3338038E10
1575404999999,4.6674735E10,1575404999999,4.6674735E10
1575408599999,3.7589811E10,1575408599999,3.7589811E10
1575412199999,3.01801021E10,1575412199999,3.01801021E10
1575415799999,2.43748536E10,1575415799999,2.43748536E10
1575419399999,2.19677143E10,1575419399999,2.19677143E10
1575422999999,1.97494538E10,1575422999999,1.97494538E10
1575426599999,1.88287263E10,1575426599999,1.88287263E10
1575430199999,1.99190323E10,1575430199999,1.99190323E10
1575433799999,2.38975468E10,1575433799999,2.38975468E10
1575437399999,3.06805678E10,1575437399999,3.06805678E10
1575440999999,3.9819923E10,1575440999999,3.9819923E10
1575444599999,4.6482878E10,1575444599999,4.6482878E10
1575448199999,4.9389584E10,1575448199999,4.9389584E10
1575451799999,4.7631098E10,1575451799999,4.7631098E10
1575455399999,4.7922758E10,1575455399999,4.7922758E10
1575458999999,4.9200738E10,1575458999999,4.9200738E10
1575462599999,5.1449172E10,1575462599999,5.1449172E10
1575466199999,5.1882947E10,1575466199999,5.1882947E10
1575469799999,4.8665969E10,1575469799999,4.8665969E10
1575473399999,4.8085901E10,1575473399999,4.8085901E10
1575476999999,4.9130164E10,1575476999999,4.9130164E10
1575480599999,5.0385879E10,1575480599999,5.0385879E10
1575484199999,5.0581082E10,1575484199999,5.0581082E10
1575487799999,4.9159315E10,1575487799999,4.9159315E10
1575491399999,4.2859176E10,1575491399999,4.2859176E10
1575494999999,3.4842124E10,1575494999999,3.4842124E10
1575498599999,2.84772106E10,1575498599999,2.84772106E10
1575502199999,2.34281062E10,1575502199999,2.34281062E10
1575505799999,2.04756398E10,1575505799999,2.04756398E10
1575509399999,1.86817208E10,1575509399999,1.86817208E10
1575512999999,1.82807572E10,1575512999999,1.82807572E10
1575516599999,1.89832335E10,1575516599999,1.89832335E10
1575520199999,2.17143091E10,1575520199999,2.17143091E10
1575523799999,2.75343585E10,1575523799999,2.75343585E10
1575527399999,3.7638238E10,1575527399999,3.7638238E10
1575530999999,4.3446833E10,1575530999999,4.3446833E10
1575534599999,4.6518493E10,1575534599999,4.6518493E10
1575538199999,4.4317561E10,1575538199999,4.4317561E10
1575541799999,4.5960745E10,1575541799999,4.5960745E10
1575545399999,4.8501191E10,1575545399999,4.8501191E10
1575548999999,4.8629866E10,1575548999999,4.8629866E10
1575552599999,4.8581685E10,1575552599999,4.8581685E10
1575556199999,4.7066083E10,1575556199999,4.7066083E10
1575559799999,4.0751104E10,1575559799999,4.0751104E10
1575563399999,3.751066E10,1575563399999,3.751066E10
1575566999999,3.9774167E10,1575566999999,3.9774167E10
1575570599999,4.0434258E10,1575570599999,4.0434258E10
1575574199999,3.899571E10,1575574199999,3.899571E10
1575577799999,3.7161771E10,1575577799999,3.7161771E10
1575581399999,3.19661445E10,1575581399999,3.19661445E10
1575584999999,2.71296123E10,1575584999999,2.71296123E10
1575588599999,2.25339494E10,1575588599999,2.25339494E10
1575592199999,1.90123622E10,1575592199999,1.90123622E10
1575595799999,1.65778207E10,1575595799999,1.65778207E10
1575599399999,1.60270787E10,1575599399999,1.60270787E10
1575602999999,1.5307223E10,1575602999999,1.5307223E10
1575606599999,1.61293609E10,1575606599999,1.61293609E10
1575610199999,1.84231506E10,1575610199999,1.84231506E10
1575613799999,2.29224694E10,1575613799999,2.29224694E10
1575617399999,2.76733194E10,1575617399999,2.76733194E10
1575620999999,3.0623998E10,1575620999999,3.0623998E10
1575624599999,3.26033551E10,1575624599999,3.26033551E10
1575628199999,3.27710802E10,1575628199999,3.27710802E10
1575631799999,3.20899543E10,1575631799999,3.20899543E10
1575635399999,3.32480205E10,1575635399999,3.32480205E10
1575638999999,3.43160115E10,1575638999999,3.43160115E10
1575642599999,3.4409927E10,1575642599999,3.4409927E10
1575646199999,3.427149E10,1575646199999,3.427149E10
1575649799999,3.41588992E10,1575649799999,3.41588992E10
1575653399999,3.35349699E10,1575653399999,3.35349699E10
1575656999999,3.5343426E10,1575656999999,3.5343426E10
1575660599999,3.6707013E10,1575660599999,3.6707013E10
1575664199999,3.5776221E10,1575664199999,3.5776221E10
1575667799999,3.17332029E10,1575667799999,3.17332029E10
1575671399999,2.77664604E10,1575671399999,2.77664604E10
1575674999999,2.2656938E10,1575674999999,2.2656938E10
1575678599999,1.92169226E10,1575678599999,1.92169226E10
1575682199999,1.6468994E10,1575682199999,1.6468994E10
1575685799999,1.50761789E10,1575685799999,1.50761789E10
1575689399999,1.39112212E10,1575689399999,1.39112212E10
1575692999999,1.50467942E10,1575692999999,1.50467942E10
1575696599999,1.76007475E10,1575696599999,1.76007475E10
1575700199999,2.06949253E10,1575700199999,2.06949253E10
1575703799999,2.53269033E10,1575703799999,2.53269033E10
1575707399999,2.86869012E10,1575707399999,2.86869012E10
1575710999999,2.9828096E10,1575710999999,2.9828096E10
1575714599999,3.06419773E10,1575714599999,3.06419773E10
1575718199999,3.24053914E10,1575718199999,3.24053914E10
1575721799999,3.20809984E10,1575721799999,3.20809984E10
1575725399999,3.39219436E10,1575725399999,3.39219436E10
1575728999999,3.5565769E10,1575728999999,3.5565769E10
1575732599999,3.678482E10,1575732599999,3.678482E10
1575736199999,3.7786993E10,1575736199999,3.7786993E10
1575739799999,3.8115664E10,1575739799999,3.8115664E10
1575743399999,3.8071091E10,1575743399999,3.8071091E10
1575746999999,3.9046816E10,1575746999999,3.9046816E10
1575750599999,3.8825378E10,1575750599999,3.8825378E10
1575754199999,3.40985672E10,1575754199999,3.40985672E10
1575757799999,2.95519273E10,1575757799999,2.95519273E10
1575761399999,2.4398719E10,1575761399999,2.4398719E10
1575764999999,1.98442127E10,1575764999999,1.98442127E10
1575768599999,1.7257472E10,1575768599999,1.7257472E10
1575772199999,1.59223511E10,1575772199999,1.59223511E10
1575775799999,1.50217923E10,1575775799999,1.50217923E10
1575779399999,1.51312957E10,1575779399999,1.51312957E10
1575782999999,1.66611907E10,1575782999999,1.66611907E10
1575786599999,1.96464189E10,1575786599999,1.96464189E10
1575790199999,2.41706189E10,1575790199999,2.41706189E10
1575793799999,2.90041876E10,1575793799999,2.90041876E10
1575797399999,3.07036672E10,1575797399999,3.07036672E10
1575800999999,3.23629834E10,1575800999999,3.23629834E10
1575804599999,3.23800453E10,1575804599999,3.23800453E10
1575808199999,3.34520402E10,1575808199999,3.34520402E10
1575811799999,3.4438316E10,1575811799999,3.4438316E10
1575815399999,3.8031913E10,1575815399999,3.8031913E10
1575818999999,3.8766682E10,1575818999999,3.8766682E10
1575822599999,4.0259531E10,1575822599999,4.0259531E10
1575826199999,4.1050735E10,1575826199999,4.1050735E10
1575829799999,4.02794E10,1575829799999,4.02794E10
1575833399999,3.9435309E10,1575833399999,3.9435309E10
1575836999999,3.535469E10,1575836999999,3.535469E10
1575840599999,2.95709184E10,1575840599999,2.95709184E10
1575844199999,2.46211543E10,1575844199999,2.46211543E10
1575847799999,1.98425928E10,1575847799999,1.98425928E10
1575851399999,1.6995115E10,1575851399999,1.6995115E10
1575854999999,1.50161992E10,1575854999999,1.50161992E10
1575858599999,1.41642394E10,1575858599999,1.41642394E10
1575862199999,1.41147402E10,1575862199999,1.41147402E10
1575865799999,1.75914066E10,1575865799999,1.75914066E10
1575869399999,2.39777505E10,1575869399999,2.39777505E10
1575872999999,3.5553513E10,1575872999999,3.5553513E10
1575876599999,3.9125377E10,1575876599999,3.9125377E10
1575880199999,4.0351437E10,1575880199999,4.0351437E10
1575883799999,3.800313E10,1575883799999,3.800313E10
1575887399999,4.0274469E10,1575887399999,4.0274469E10
1575890999999,4.2357572E10,1575890999999,4.2357572E10
1575894599999,4.3244188E10,1575894599999,4.3244188E10
1575898199999,4.2605834E10,1575898199999,4.2605834E10
1575901799999,4.0259011E10,1575901799999,4.0259011E10
1575905399999,3.810553E10,1575905399999,3.810553E10
1575908999999,3.8521516E10,1575908999999,3.8521516E10
1575912599999,4.0111739E10,1575912599999,4.0111739E10
1575916199999,4.365237E10,1575916199999,4.365237E10
1575919799999,4.0539226E10,1575919799999,4.0539226E10
1575923399999,3.6467741E10,1575923399999,3.6467741E10
1575926999999,3.02997955E10,1575926999999,3.02997955E10
1575930599999,2.5150593E10,1575930599999,2.5150593E10
1575934199999,2.02052424E10,1575934199999,2.02052424E10
1575937799999,1.73192806E10,1575937799999,1.73192806E10
1575941399999,1.61693358E10,1575941399999,1.61693358E10
1575944999999,1.5076222E10,1575944999999,1.5076222E10
1575948599999,1.50644695E10,1575948599999,1.50644695E10
1575952199999,1.69573335E10,1575952199999,1.69573335E10
1575955799999,2.30336123E10,1575955799999,2.30336123E10
1575959399999,3.14195128E10,1575959399999,3.14195128E10
1575962999999,3.6878725E10,1575962999999,3.6878725E10
1575966599999,4.0109167E10,1575966599999,4.0109167E10
1575970199999,3.8279717E10,1575970199999,3.8279717E10
1575973799999,4.0170623E10,1575973799999,4.0170623E10
1575977399999,4.2055123E10,1575977399999,4.2055123E10
1575980999999,4.2725024E10,1575980999999,4.2725024E10
1575984599999,4.244607E10,1575984599999,4.244607E10
1575988199999,4.1401086E10,1575988199999,4.1401086E10
1575991799999,4.0203743E10,1575991799999,4.0203743E10
1575995399999,4.0673571E10,1575995399999,4.0673571E10
1575998999999,4.0826429E10,1575998999999,4.0826429E10
1576002599999,4.2838868E10,1576002599999,4.2838868E10
1576006199999,4.2884162E10,1576006199999,4.2884162E10
1576009799999,3.7792641E10,1576009799999,3.7792641E10
1576013399999,3.11514747E10,1576013399999,3.11514747E10
1576016999999,2.57227551E10,1576016999999,2.57227551E10
1576020599999,2.08620442E10,1576020599999,2.08620442E10
1576024199999,1.88197396E10,1576024199999,1.88197396E10
1576027799999,1.6705962E10,1576027799999,1.6705962E10
1576031399999,1.64626156E10,1576031399999,1.64626156E10
1576034999999,1.57299087E10,1576034999999,1.57299087E10
1576038599999,1.92141906E10,1576038599999,1.92141906E10
1576042199999,2.5159852E10,1576042199999,2.5159852E10
1576045799999,3.41110764E10,1576045799999,3.41110764E10
1576049399999,3.9005192E10,1576049399999,3.9005192E10
1576052999999,4.0872321E10,1576052999999,4.0872321E10
1576056599999,3.8534373E10,1576056599999,3.8534373E10
1576060199999,4.0669938E10,1576060199999,4.0669938E10
1576063799999,4.3151688E10,1576063799999,4.3151688E10
1576067399999,4.3471098E10,1576067399999,4.3471098E10
1576070999999,4.4754203E10,1576070999999,4.4754203E10
1576074599999,4.1893962E10,1576074599999,4.1893962E10
1576078199999,4.0001167E10,1576078199999,4.0001167E10
1576081799999,4.0105124E10,1576081799999,4.0105124E10
1576085399999,4.1335489E10,1576085399999,4.1335489E10
1576088999999,4.2193949E10,1576088999999,4.2193949E10
1576092599999,4.1603199E10,1576092599999,4.1603199E10
1576096199999,3.719066E10,1576096199999,3.719066E10
1576099799999,3.02765056E10,1576099799999,3.02765056E10
1576103399999,2.48091648E10,1576103399999,2.48091648E10
1576106999999,2.00260895E10,1576106999999,2.00260895E10
1576110599999,1.75256863E10,1576110599999,1.75256863E10
1576114199999,1.57121249E10,1576114199999,1.57121249E10
1576117799999,1.51804303E10,1576117799999,1.51804303E10
1576121399999,1.55467848E10,1576121399999,1.55467848E10
1576124999999,1.93898947E10,1576124999999,1.93898947E10
1576128599999,2.45250662E10,1576128599999,2.45250662E10
1576132199999,3.20441283E10,1576132199999,3.20441283E10
1576135799999,3.8032278E10,1576135799999,3.8032278E10
1576139399999,4.0208347E10,1576139399999,4.0208347E10
1576142999999,3.8592643E10,1576142999999,3.8592643E10
1576146599999,4.0748782E10,1576146599999,4.0748782E10
1576150199999,4.2673779E10,1576150199999,4.2673779E10
1576153799999,4.2865115E10,1576153799999,4.2865115E10
1576157399999,4.3999863E10,1576157399999,4.3999863E10
1576160999999,4.1830801E10,1576160999999,4.1830801E10
1576164599999,3.9893049E10,1576164599999,3.9893049E10
1576168199999,3.770932E10,1576168199999,3.770932E10
1576171799999,3.9316992E10,1576171799999,3.9316992E10
1576175399999,4.109688E10,1576175399999,4.109688E10
1576178999999,4.0491938E10,1576178999999,4.0491938E10
1576182599999,3.6110594E10,1576182599999,3.6110594E10
1576186199999,2.95867331E10,1576186199999,2.95867331E10
1576189799999,2.57436754E10,1576189799999,2.57436754E10
1576193399999,2.04783206E10,1576193399999,2.04783206E10
1576196999999,1.84805888E10,1576196999999,1.84805888E10
1576200599999,1.71314237E10,1576200599999,1.71314237E10
1576204199999,1.60485038E10,1576204199999,1.60485038E10
1576207799999,1.63745679E10,1576207799999,1.63745679E10
1576211399999,1.93296732E10,1576211399999,1.93296732E10
1576214999999,2.50806497E10,1576214999999,2.50806497E10
1576218599999,3.38454098E10,1576218599999,3.38454098E10
1576222199999,3.9054205E10,1576222199999,3.9054205E10
1576225799999,4.128444E10,1576225799999,4.128444E10
1576229399999,3.9429628E10,1576229399999,3.9429628E10
1576232999999,4.1021174E10,1576232999999,4.1021174E10
1576236599999,4.2396197E10,1576236599999,4.2396197E10
1576240199999,4.3160506E10,1576240199999,4.3160506E10
1576243799999,4.3128603E10,1576243799999,4.3128603E10
1576247399999,4.0324297E10,1576247399999,4.0324297E10
1576250999999,3.8081786E10,1576250999999,3.8081786E10
1576254599999,3.8854935E10,1576254599999,3.8854935E10
1576258199999,4.1926119E10,1576258199999,4.1926119E10
1576261799999,4.2943021E10,1576261799999,4.2943021E10
1576265399999,4.1567703E10,1576265399999,4.1567703E10
1576268999999,3.8150767E10,1576268999999,3.8150767E10
1576272599999,3.35466148E10,1576272599999,3.35466148E10
1576276199999,2.94951608E10,1576276199999,2.94951608E10
1576279799999,2.43168174E10,1576279799999,2.43168174E10
1576283399999,2.09195909E10,1576283399999,2.09195909E10
1576286999999,1.80497244E10,1576286999999,1.80497244E10
1576290599999,1.56349942E10,1576290599999,1.56349942E10
1576294199999,1.48931072E10,1576294199999,1.48931072E10
1576297799999,1.60630866E10,1576297799999,1.60630866E10
1576301399999,1.86744402E10,1576301399999,1.86744402E10
1576304999999,2.24977367E10,1576304999999,2.24977367E10
1576308599999,2.69598822E10,1576308599999,2.69598822E10
1576312199999,2.95733637E10,1576312199999,2.95733637E10
1576315799999,3.02415196E10,1576315799999,3.02415196E10
1576319399999,3.17839749E10,1576319399999,3.17839749E10
1576322999999,3.25585162E10,1576322999999,3.25585162E10
1576326599999,3.32041277E10,1576326599999,3.32041277E10
1576330199999,3.35483924E10,1576330199999,3.35483924E10
1576333799999,3.5104821E10,1576333799999,3.5104821E10
1576337399999,3.5783873E10,1576337399999,3.5783873E10
1576340999999,3.663453E10,1576340999999,3.663453E10
1576344599999,3.6387168E10,1576344599999,3.6387168E10
1576348199999,3.8113137E10,1576348199999,3.8113137E10
1576351799999,3.8456426E10,1576351799999,3.8456426E10
1576355399999,3.8231122E10,1576355399999,3.8231122E10
1576358999999,3.41221724E10,1576358999999,3.41221724E10
1576362599999,2.97991168E10,1576362599999,2.97991168E10
1576366199999,2.42583122E10,1576366199999,2.42583122E10
1576369799999,1.99957647E10,1576369799999,1.99957647E10
1576373399999,1.76887009E10,1576373399999,1.76887009E10
1576376999999,1.61287731E10,1576376999999,1.61287731E10
1576380599999,1.52327158E10,1576380599999,1.52327158E10
1576384199999,1.55514941E10,1576384199999,1.55514941E10
1576387799999,1.63327713E10,1576387799999,1.63327713E10
1576391399999,1.97286666E10,1576391399999,1.97286666E10
1576394999999,2.49604342E10,1576394999999,2.49604342E10
1576398599999,2.94767493E10,1576398599999,2.94767493E10
1576402199999,3.17928038E10,1576402199999,3.17928038E10
1576405799999,3.16784845E10,1576405799999,3.16784845E10
1576409399999,3.37315922E10,1576409399999,3.37315922E10
1576412999999,3.4537734E10,1576412999999,3.4537734E10
1576416599999,3.4392699E10,1576416599999,3.4392699E10
1576420199999,3.5769868E10,1576420199999,3.5769868E10
1576423799999,3.8040183E10,1576423799999,3.8040183E10
1576427399999,3.8824137E10,1576427399999,3.8824137E10
1576430999999,4.036601E10,1576430999999,4.036601E10
1576434599999,4.0603238E10,1576434599999,4.0603238E10
1576438199999,3.8655914E10,1576438199999,3.8655914E10
1576441799999,3.6390777E10,1576441799999,3.6390777E10
1576445399999,2.98349855E10,1576445399999,2.98349855E10
1576448999999,2.48919736E10,1576448999999,2.48919736E10
1576452599999,2.08949002E10,1576452599999,2.08949002E10
1576456199999,1.74460457E10,1576456199999,1.74460457E10
1576459799999,1.4870614E10,1576459799999,1.4870614E10
1576463399999,1.42831247E10,1576463399999,1.42831247E10
1576466999999,1.46827817E10,1576466999999,1.46827817E10
1576470599999,1.82214943E10,1576470599999,1.82214943E10
1576474199999,2.39363072E10,1576474199999,2.39363072E10
1576477799999,3.28987116E10,1576477799999,3.28987116E10
1576481399999,3.9631548E10,1576481399999,3.9631548E10
1576484999999,3.999479E10,1576484999999,3.999479E10
1576488599999,3.8181159E10,1576488599999,3.8181159E10
1576492199999,4.0361738E10,1576492199999,4.0361738E10
1576495799999,4.1620517E10,1576495799999,4.1620517E10
1576499399999,4.2602254E10,1576499399999,4.2602254E10
1576502999999,4.292515E10,1576502999999,4.292515E10
1576506599999,4.0510439E10,1576506599999,4.0510439E10
