,in,,out
1566502199999,3.37453527E10,1566502199999,3.37453527E10
1566505799999,2.75279114E10,1566505799999,2.75279114E10
1566509399999,2.3033004E10,1566509399999,2.3033004E10
1566512999999,1.88163338E10,1566512999999,1.88163338E10
1566516599999,1.62620713E10,1566516599999,1.62620713E10
1566520199999,1.4591871E10,1566520199999,1.4591871E10
1566523799999,1.41656781E10,1566523799999,1.41656781E10
1566527399999,1.46703411E10,1566527399999,1.46703411E10
1566530999999,1.72287386E10,1566530999999,1.72287386E10
1566534599999,2.17022177E10,1566534599999,2.17022177E10
1566538199999,3.10913454E10,1566538199999,3.10913454E10
1566541799999,3.6832961E10,1566541799999,3.6832961E10
1566545399999,4.1014166E10,1566545399999,4.1014166E10
1566548999999,3.8704767E10,1566548999999,3.8704767E10
1566552599999,3.8800835E10,1566552599999,3.8800835E10
1566556199999,3.9660605E10,1566556199999,3.9660605E10
1566559799999,4.0055943E10,1566559799999,4.0055943E10
1566563399999,3.9073317E10,1566563399999,3.9073317E10
1566566999999,3.5942953E10,1566566999999,3.5942953E10
1566570599999,3.4995188E10,1566570599999,3.4995188E10
1566574199999,3.4557129E10,1566574199999,3.4557129E10
1566577799999,3.5421577E10,1566577799999,3.5421577E10
1566581399999,3.6728414E10,1566581399999,3.6728414E10
1566584999999,3.7602095E10,1566584999999,3.7602095E10
1566588599999,3.5594969E10,1566588599999,3.5594969E10
1566592199999,3.0153642E10,1566592199999,3.0153642E10
1566595799999,2.52753551E10,1566595799999,2.52753551E10
1566599399999,2.04287365E10,1566599399999,2.04287365E10
1566602999999,1.80487619E10,1566602999999,1.80487619E10
1566606599999,1.49652736E10,1566606599999,1.49652736E10
1566610199999,1.38585262E10,1566610199999,1.38585262E10
1566613799999,1.39128986E10,1566613799999,1.39128986E10
1566617399999,1.45433631E10,1566617399999,1.45433631E10
1566620999999,1.74589071E10,1566620999999,1.74589071E10
1566624599999,2.12140114E10,1566624599999,2.12140114E10
1566628199999,2.48607928E10,1566628199999,2.48607928E10
1566631799999,2.77816996E10,1566631799999,2.77816996E10
1566635399999,2.80450089E10,1566635399999,2.80450089E10
1566638999999,2.8683094E10,1566638999999,2.8683094E10
1566642599999,2.81894748E10,1566642599999,2.81894748E10
1566646199999,2.83881718E10,1566646199999,2.83881718E10
1566649799999,2.86551142E10,1566649799999,2.86551142E10
1566653399999,2.93219267E10,1566653399999,2.93219267E10
1566656999999,3.00373832E10,1566656999999,3.00373832E10
1566660599999,3.08557701E10,1566660599999,3.08557701E10
1566664199999,3.18739354E10,1566664199999,3.18739354E10
1566667799999,3.38837443E10,1566667799999,3.38837443E10
1566671399999,3.4737246E10,1566671399999,3.4737246E10
1566674999999,3.41287076E10,1566674999999,3.41287076E10
1566678599999,2.97735291E10,1566678599999,2.97735291E10
1566682199999,2.50905272E10,1566682199999,2.50905272E10
1566685799999,1.99559516E10,1566685799999,1.99559516E10
1566689399999,1.68579615E10,1566689399999,1.68579615E10
1566692999999,1.42533253E10,1566692999999,1.42533253E10
1566696599999,1.32238705E10,1566696599999,1.32238705E10
1566700199999,1.23722107E10,1566700199999,1.23722107E10
1566703799999,1.26925742E10,1566703799999,1.26925742E10
1566707399999,1.48401992E10,1566707399999,1.48401992E10
1566710999999,1.90537277E10,1566710999999,1.90537277E10
1566714599999,2.3400874E10,1566714599999,2.3400874E10
1566718199999,2.64657981E10,1566718199999,2.64657981E10
1566721799999,2.70732657E10,1566721799999,2.70732657E10
1566725399999,2.8368898E10,1566725399999,2.8368898E10
1566728999999,2.95809147E10,1566728999999,2.95809147E10
1566732599999,2.89875784E10,1566732599999,2.89875784E10
1566736199999,2.93997527E10,1566736199999,2.93997527E10
1566739799999,3.1385004E10,1566739799999,3.1385004E10
1566743399999,3.23076465E10,1566743399999,3.23076465E10
1566746999999,3.4657976E10,1566746999999,3.4657976E10
1566750599999,3.5720393E10,1566750599999,3.5720393E10
1566754199999,3.777579E10,1566754199999,3.777579E10
1566757799999,3.8290018E10,1566757799999,3.8290018E10
1566761399999,3.5443089E10,1566761399999,3.5443089E10
1566764999999,2.87332721E10,1566764999999,2.87332721E10
1566768599999,2.25434276E10,1566768599999,2.25434276E10
1566772199999,1.84266527E10,1566772199999,1.84266527E10
1566775799999,1.54632499E10,1566775799999,1.54632499E10
1566779399999,1.35543869E10,1566779399999,1.35543869E10
1566782999999,1.30310451E10,1566782999999,1.30310451E10
1566786599999,1.3513727E10,1566786599999,1.3513727E10
1566790199999,1.64167854E10,1566790199999,1.64167854E10
1566793799999,2.28581827E10,1566793799999,2.28581827E10
1566797399999,3.23117384E10,1566797399999,3.23117384E10
1566800999999,3.8936646E10,1566800999999,3.8936646E10
1566804599999,4.0435139E10,1566804599999,4.0435139E10
1566808199999,3.7978808E10,1566808199999,3.7978808E10
1566811799999,3.9889158E10,1566811799999,3.9889158E10
1566815399999,3.9580688E10,1566815399999,3.9580688E10
1566818999999,4.0487571E10,1566818999999,4.0487571E10
1566822599999,3.9898993E10,1566822599999,3.9898993E10
1566826199999,3.6980281E10,1566826199999,3.6980281E10
1566829799999,3.4802393E10,1566829799999,3.4802393E10
1566833399999,3.32966707E10,1566833399999,3.32966707E10
1566836999999,3.5201016E10,1566836999999,3.5201016E10
1566840599999,3.7103534E10,1566840599999,3.7103534E10
1566844199999,3.8745379E10,1566844199999,3.8745379E10
1566847799999,3.4599899E10,1566847799999,3.4599899E10
1566851399999,2.85619732E10,1566851399999,2.85619732E10
1566854999999,2.2888362E10,1566854999999,2.2888362E10
1566858599999,1.88391977E10,1566858599999,1.88391977E10
1566862199999,1.63252736E10,1566862199999,1.63252736E10
1566865799999,1.44617994E10,1566865799999,1.44617994E10
1566869399999,1.42085079E10,1566869399999,1.42085079E10
1566872999999,1.40403436E10,1566872999999,1.40403436E10
1566876599999,1.68576041E10,1566876599999,1.68576041E10
1566880199999,2.22807839E10,1566880199999,2.22807839E10
1566883799999,3.18996275E10,1566883799999,3.18996275E10
1566887399999,3.6475634E10,1566887399999,3.6475634E10
1566890999999,4.0188396E10,1566890999999,4.0188396E10
1566894599999,3.8158266E10,1566894599999,3.8158266E10
1566898199999,3.9842255E10,1566898199999,3.9842255E10
1566901799999,4.0155582E10,1566901799999,4.0155582E10
1566905399999,4.0736285E10,1566905399999,4.0736285E10
1566908999999,4.1225978E10,1566908999999,4.1225978E10
1566912599999,3.9434449E10,1566912599999,3.9434449E10
1566916199999,3.773551E10,1566916199999,3.773551E10
1566919799999,3.6023054E10,1566919799999,3.6023054E10
1566923399999,3.6719358E10,1566923399999,3.6719358E10
1566926999999,3.8532219E10,1566926999999,3.8532219E10
1566930599999,3.9360553E10,1566930599999,3.9360553E10
1566934199999,3.6213834E10,1566934199999,3.6213834E10
1566937799999,2.92787773E10,1566937799999,2.92787773E10
1566941399999,2.36440166E10,1566941399999,2.36440166E10
1566944999999,1.91556444E10,1566944999999,1.91556444E10
1566948599999,1.60998953E10,1566948599999,1.60998953E10
1566952199999,1.41819843E10,1566952199999,1.41819843E10
1566955799999,1.38185789E10,1566955799999,1.38185789E10
1566959399999,1.39360379E10,1566959399999,1.39360379E10
1566962999999,1.68261038E10,1566962999999,1.68261038E10
1566966599999,2.29656515E10,1566966599999,2.29656515E10
1566970199999,3.11274127E10,1566970199999,3.11274127E10
1566973799999,3.7177446E10,1566973799999,3.7177446E10
1566977399999,3.9396585E10,1566977399999,3.9396585E10
1566980999999,3.8471852E10,1566980999999,3.8471852E10
1566984599999,3.9629267E10,1566984599999,3.9629267E10
1566988199999,4.0475927E10,1566988199999,4.0475927E10
1566991799999,4.0138015E10,1566991799999,4.0138015E10
1566995399999,3.9615906E10,1566995399999,3.9615906E10
1566998999999,3.7268943E10,1566998999999,3.7268943E10
1567002599999,3.4425885E10,1567002599999,3.4425885E10
1567006199999,3.452731E10,1567006199999,3.452731E10
1567009799999,3.5842957E10,1567009799999,3.5842957E10
1567013399999,3.8323753E10,1567013399999,3.8323753E10
1567016999999,3.9694115E10,1567016999999,3.9694115E10
1567020599999,3.6349301E10,1567020599999,3.6349301E10
1567024199999,2.96307528E10,1567024199999,2.96307528E10
1567027799999,2.36914381E10,1567027799999,2.36914381E10
1567031399999,1.98254879E10,1567031399999,1.98254879E10
1567034999999,1.69340969E10,1567034999999,1.69340969E10
1567038599999,1.51806618E10,1567038599999,1.51806618E10
1567042199999,1.47996815E10,1567042199999,1.47996815E10
1567045799999,1.60841677E10,1567045799999,1.60841677E10
1567049399999,1.86441769E10,1567049399999,1.86441769E10
1567052999999,2.42878915E10,1567052999999,2.42878915E10
1567056599999,3.5896951E10,1567056599999,3.5896951E10
1567060199999,4.182782E10,1567060199999,4.182782E10
1567063799999,4.3009872E10,1567063799999,4.3009872E10
1567067399999,4.008149E10,1567067399999,4.008149E10
1567070999999,4.1818636E10,1567070999999,4.1818636E10
1567074599999,4.4076196E10,1567074599999,4.4076196E10
1567078199999,4.4848042E10,1567078199999,4.4848042E10
1567081799999,4.3530453E10,1567081799999,4.3530453E10
1567085399999,4.1161974E10,1567085399999,4.1161974E10
1567088999999,3.7976228E10,1567088999999,3.7976228E10
1567092599999,3.6899594E10,1567092599999,3.6899594E10
1567096199999,3.7041443E10,1567096199999,3.7041443E10
1567099799999,3.8099075E10,1567099799999,3.8099075E10
1567103399999,3.9337243E10,1567103399999,3.9337243E10
1567106999999,3.6072649E10,1567106999999,3.6072649E10
1567110599999,2.95593185E10,1567110599999,2.95593185E10
1567114199999,2.46787789E10,1567114199999,2.46787789E10
1567117799999,1.99179551E10,1567117799999,1.99179551E10
1567121399999,1.74087148E10,1567121399999,1.74087148E10
1567124999999,1.51087933E10,1567124999999,1.51087933E10
1567128599999,1.43126589E10,1567128599999,1.43126589E10
1567132199999,1.50044774E10,1567132199999,1.50044774E10
1567135799999,1.81129236E10,1567135799999,1.81129236E10
1567139399999,2.29092291E10,1567139399999,2.29092291E10
1567142999999,3.25418127E10,1567142999999,3.25418127E10
1567146599999,3.8631059E10,1567146599999,3.8631059E10
1567150199999,4.053146E10,1567150199999,4.053146E10
1567153799999,3.8606283E10,1567153799999,3.8606283E10
1567157399999,4.0768651E10,1567157399999,4.0768651E10
1567160999999,4.1392198E10,1567160999999,4.1392198E10
1567164599999,4.1320301E10,1567164599999,4.1320301E10
1567168199999,3.9849001E10,1567168199999,3.9849001E10
1567171799999,3.788145E10,1567171799999,3.788145E10
1567175399999,3.6257997E10,1567175399999,3.6257997E10
1567178999999,3.560926E10,1567178999999,3.560926E10
1567182599999,3.594437E10,1567182599999,3.594437E10
1567186199999,3.4994516E10,1567186199999,3.4994516E10
1567189799999,3.8291378E10,1567189799999,3.8291378E10
1567193399999,3.6306051E10,1567193399999,3.6306051E10
1567196999999,3.08780196E10,1567196999999,3.08780196E10
1567200599999,2.70894264E10,1567200599999,2.70894264E10
1567204199999,2.14019543E10,1567204199999,2.14019543E10
1567207799999,1.93646326E10,1567207799999,1.93646326E10
1567211399999,1.64181821E10,1567211399999,1.64181821E10
1567214999999,1.45987041E10,1567214999999,1.45987041E10
1567218599999,1.42863247E10,1567218599999,1.42863247E10
1567222199999,1.56511345E10,1567222199999,1.56511345E10
1567225799999,1.87560038E10,1567225799999,1.87560038E10
1567229399999,2.34053898E10,1567229399999,2.34053898E10
1567232999999,2.71827784E10,1567232999999,2.71827784E10
1567236599999,2.90103726E10,1567236599999,2.90103726E10
1567240199999,2.95986749E10,1567240199999,2.95986749E10
1567243799999,3.0428799E10,1567243799999,3.0428799E10
1567247399999,3.03733146E10,1567247399999,3.03733146E10
1567250999999,3.25625733E10,1567250999999,3.25625733E10
1567254599999,3.06018202E10,1567254599999,3.06018202E10
1567258199999,3.27871222E10,1567258199999,3.27871222E10
1567261799999,3.4988655E10,1567261799999,3.4988655E10
1567265399999,3.5954287E10,1567265399999,3.5954287E10
1567268999999,3.4830799E10,1567268999999,3.4830799E10
1567272599999,3.5355075E10,1567272599999,3.5355075E10
1567276199999,3.7477204E10,1567276199999,3.7477204E10
1567279799999,3.5499188E10,1567279799999,3.5499188E10
1567283399999,3.13990779E10,1567283399999,3.13990779E10
1567286999999,2.76013548E10,1567286999999,2.76013548E10
1567290599999,2.25947628E10,1567290599999,2.25947628E10
1567294199999,1.89909381E10,1567294199999,1.89909381E10
1567297799999,1.68848957E10,1567297799999,1.68848957E10
1567301399999,1.56654152E10,1567301399999,1.56654152E10
1567304999999,1.45658327E10,1567304999999,1.45658327E10
1567308599999,1.58588897E10,1567308599999,1.58588897E10
1567312199999,1.78245878E10,1567312199999,1.78245878E10
1567315799999,2.21743657E10,1567315799999,2.21743657E10
1567319399999,2.64489349E10,1567319399999,2.64489349E10
1567322999999,3.01441229E10,1567322999999,3.01441229E10
1567326599999,3.05937797E10,1567326599999,3.05937797E10
1567330199999,3.1257598E10,1567330199999,3.1257598E10
1567333799999,3.12948572E10,1567333799999,3.12948572E10
1567337399999,3.07863327E10,1567337399999,3.07863327E10
1567340999999,3.20701788E10,1567340999999,3.20701788E10
1567344599999,3.5221389E10,1567344599999,3.5221389E10
1567348199999,3.5067302E10,1567348199999,3.5067302E10
1567351799999,3.5492868E10,1567351799999,3.5492868E10
1567355399999,3.7371482E10,1567355399999,3.7371482E10
1567358999999,4.0549712E10,1567358999999,4.0549712E10
1567362599999,4.0173785E10,1567362599999,4.0173785E10
1567366199999,3.5542565E10,1567366199999,3.5542565E10
1567369799999,2.94169006E10,1567369799999,2.94169006E10
1567373399999,2.32442757E10,1567373399999,2.32442757E10
1567376999999,1.60319427E10,1567376999999,1.60319427E10
1567380599999,1.32993812E10,1567380599999,1.32993812E10
1567384199999,1.3550551E10,1567384199999,1.3550551E10
1567387799999,1.37877811E10,1567387799999,1.37877811E10
1567391399999,1.37185147E10,1567391399999,1.37185147E10
1567394999999,1.67892951E10,1567394999999,1.67892951E10
1567398599999,2.40701952E10,1567398599999,2.40701952E10
1567402199999,3.4788614E10,1567402199999,3.4788614E10
1567405799999,4.0881517E10,1567405799999,4.0881517E10
1567409399999,4.2496696E10,1567409399999,4.2496696E10
1567412999999,3.9909024E10,1567412999999,3.9909024E10
1567416599999,4.242006E10,1567416599999,4.242006E10
1567420199999,4.2405016E10,1567420199999,4.2405016E10
1567423799999,4.2764993E10,1567423799999,4.2764993E10
1567427399999,4.2172772E10,1567427399999,4.2172772E10
1567430999999,3.9589388E10,1567430999999,3.9589388E10
1567434599999,3.7794669E10,1567434599999,3.7794669E10
1567438199999,3.8050648E10,1567438199999,3.8050648E10
1567441799999,3.9467512E10,1567441799999,3.9467512E10
1567445399999,4.065672E10,1567445399999,4.065672E10
1567448999999,3.9593947E10,1567448999999,3.9593947E10
1567452599999,3.4816139E10,1567452599999,3.4816139E10
1567456199999,2.88606495E10,1567456199999,2.88606495E10
1567459799999,2.32507167E10,1567459799999,2.32507167E10
1567463399999,1.91101215E10,1567463399999,1.91101215E10
1567466999999,1.59377603E10,1567466999999,1.59377603E10
1567470599999,1.44167475E10,1567470599999,1.44167475E10
1567474199999,1.43651215E10,1567474199999,1.43651215E10
1567477799999,1.43816632E10,1567477799999,1.43816632E10
1567481399999,1.66004603E10,1567481399999,1.66004603E10
1567484999999,2.26681324E10,1567484999999,2.26681324E10
1567488599999,3.30424996E10,1567488599999,3.30424996E10
1567492199999,3.8645391E10,1567492199999,3.8645391E10
1567495799999,4.1750131E10,1567495799999,4.1750131E10
1567499399999,3.9283245E10,1567499399999,3.9283245E10
1567502999999,4.1042702E10,1567502999999,4.1042702E10
1567506599999,4.1365627E10,1567506599999,4.1365627E10
1567510199999,4.3302134E10,1567510199999,4.3302134E10
1567513799999,4.292214E10,1567513799999,4.292214E10
1567517399999,4.0227779E10,1567517399999,4.0227779E10
1567520999999,3.8172344E10,1567520999999,3.8172344E10
1567524599999,3.7178364E10,1567524599999,3.7178364E10
1567528199999,3.7665452E10,1567528199999,3.7665452E10
1567531799999,3.9933182E10,1567531799999,3.9933182E10
1567535399999,4.0474132E10,1567535399999,4.0474132E10
1567538999999,3.654751E10,1567538999999,3.654751E10
1567542599999,2.93163213E10,1567542599999,2.93163213E10
1567546199999,2.40959263E10,1567546199999,2.40959263E10
1567549799999,2.00320881E10,1567549799999,2.00320881E10
1567553399999,1.73515612E10,1567553399999,1.73515612E10
1567556999999,1.54030019E10,1567556999999,1.54030019E10
1567560599999,1.47835679E10,1567560599999,1.47835679E10
1567564199999,1.53393234E10,1567564199999,1.53393234E10
1567567799999,1.78202952E10,1567567799999,1.78202952E10
1567571399999,2.47636767E10,1567571399999,2.47636767E10
1567574999999,3.5465544E10,1567574999999,3.5465544E10
1567578599999,4.0525599E10,1567578599999,4.0525599E10
1567582199999,4.2838487E10,1567582199999,4.2838487E10
1567585799999,3.9325143E10,1567585799999,3.9325143E10
1567589399999,4.0928207E10,1567589399999,4.0928207E10
1567592999999,4.2476663E10,1567592999999,4.2476663E10
1567596599999,4.3899245E10,1567596599999,4.3899245E10
1567600199999,4.34553E10,1567600199999,4.34553E10
1567603799999,4.0826053E10,1567603799999,4.0826053E10
1567607399999,3.9214182E10,1567607399999,3.9214182E10
1567610999999,3.8559764E10,1567610999999,3.8559764E10
1567614599999,3.8770909E10,1567614599999,3.8770909E10
1567618199999,4.0670351E10,1567618199999,4.0670351E10
1567621799999,4.1970205E10,1567621799999,4.1970205E10
1567625399999,3.6734099E10,1567625399999,3.6734099E10
1567628999999,2.93102572E10,1567628999999,2.93102572E10
1567632599999,2.43966116E10,1567632599999,2.43966116E10
1567636199999,1.97481964E10,1567636199999,1.97481964E10
1567639799999,1.71008676E10,1567639799999,1.71008676E10
1567643399999,1.55449303E10,1567643399999,1.55449303E10
1567646999999,1.50517043E10,1567646999999,1.50517043E10
1567650599999,1.56858296E10,1567650599999,1.56858296E10
1567654199999,1.88481577E10,1567654199999,1.88481577E10
1567657799999,2.41900298E10,1567657799999,2.41900298E10
1567661399999,3.31733443E10,1567661399999,3.31733443E10
1567664999999,3.9992132E10,1567664999999,3.9992132E10
1567668599999,4.1068073E10,1567668599999,4.1068073E10
1567672199999,3.914315E10,1567672199999,3.914315E10
1567675799999,4.0833929E10,1567675799999,4.0833929E10
1567679399999,4.2707542E10,1567679399999,4.2707542E10
1567682999999,4.2154508E10,1567682999999,4.2154508E10
1567686599999,4.2182033E10,1567686599999,4.2182033E10
1567690199999,4.010745E10,1567690199999,4.010745E10
1567693799999,3.8803591E10,1567693799999,3.8803591E10
1567697399999,3.8169747E10,1567697399999,3.8169747E10
1567700999999,3.984241E10,1567700999999,3.984241E10
1567704599999,4.047258E10,1567704599999,4.047258E10
1567708199999,4.032852E10,1567708199999,4.032852E10
1567711799999,3.6368773E10,1567711799999,3.6368773E10
1567715399999,2.93082563E10,1567715399999,2.93082563E10
1567718999999,2.42655498E10,1567718999999,2.42655498E10
1567722599999,1.96292854E10,1567722599999,1.96292854E10
1567726199999,1.76090051E10,1567726199999,1.76090051E10
1567729799999,1.59163976E10,1567729799999,1.59163976E10
1567733399999,1.47428608E10,1567733399999,1.47428608E10
1567736999999,1.54449285E10,1567736999999,1.54449285E10
1567740599999,1.83559434E10,1567740599999,1.83559434E10
1567744199999,2.41528361E10,1567744199999,2.41528361E10
1567747799999,3.32213883E10,1567747799999,3.32213883E10
1567751399999,3.8573777E10,1567751399999,3.8573777E10
1567754999999,4.1813692E10,1567754999999,4.1813692E10
1567758599999,3.9216603E10,1567758599999,3.9216603E10
1567762199999,4.0392352E10,1567762199999,4.0392352E10
1567765799999,4.1671602E10,1567765799999,4.1671602E10
1567769399999,4.1069974E10,1567769399999,4.1069974E10
1567772999999,4.0392978E10,1567772999999,4.0392978E10
1567776599999,3.761338E10,1567776599999,3.761338E10
1567780199999,3.5274703E10,1567780199999,3.5274703E10
1567783799999,3.5150606E10,1567783799999,3.5150606E10
1567787399999,3.5196056E10,1567787399999,3.5196056E10
1567790999999,3.9122399E10,1567790999999,3.9122399E10
1567794599999,3.8914683E10,1567794599999,3.8914683E10
1567798199999,3.5580015E10,1567798199999,3.5580015E10
1567801799999,3.00098601E10,1567801799999,3.00098601E10
1567805399999,2.53444792E10,1567805399999,2.53444792E10
1567808999999,2.11386348E10,1567808999999,2.11386348E10
1567812599999,1.88588483E10,1567812599999,1.88588483E10
1567816199999,1.63932119E10,1567816199999,1.63932119E10
1567819799999,1.47459256E10,1567819799999,1.47459256E10
1567823399999,1.39088404E10,1567823399999,1.39088404E10
1567826999999,1.45672991E10,1567826999999,1.45672991E10
1567830599999,1.81797335E10,1567830599999,1.81797335E10
1567834199999,2.28529152E10,1567834199999,2.28529152E10
1567837799999,2.6201514E10,1567837799999,2.6201514E10
1567841399999,2.81806275E10,1567841399999,2.81806275E10
1567844999999,2.91292713E10,1567844999999,2.91292713E10
1567848599999,2.989551E10,1567848599999,2.989551E10
1567852199999,3.00031857E10,1567852199999,3.00031857E10
1567855799999,3.10652518E10,1567855799999,3.10652518E10
1567859399999,3.14207949E10,1567859399999,3.14207949E10
1567862999999,3.36355451E10,1567862999999,3.36355451E10
1567866599999,3.36115507E10,1567866599999,3.36115507E10
1567870199999,3.5763159E10,1567870199999,3.5763159E10
1567873799999,3.6385722E10,1567873799999,3.6385722E10
1567877399999,3.7279887E10,1567877399999,3.7279887E10
1567880999999,3.6972204E10,1567880999999,3.6972204E10
1567884599999,3.42534533E10,1567884599999,3.42534533E10
1567888199999,2.98629939E10,1567888199999,2.98629939E10
1567891799999,2.56930345E10,1567891799999,2.56930345E10
1567895399999,2.13152973E10,1567895399999,2.13152973E10
1567898999999,1.81479158E10,1567898999999,1.81479158E10
1567902599999,1.53770107E10,1567902599999,1.53770107E10
1567906199999,1.43631217E10,1567906199999,1.43631217E10
1567909799999,1.35481754E10,1567909799999,1.35481754E10
1567913399999,1.33981256E10,1567913399999,1.33981256E10
1567916999999,1.67971072E10,1567916999999,1.67971072E10
1567920599999,2.11963597E10,1567920599999,2.11963597E10
1567924199999,2.62804603E10,1567924199999,2.62804603E10
1567927799999,2.87954391E10,1567927799999,2.87954391E10
1567931399999,3.02003999E10,1567931399999,3.02003999E10
1567934999999,3.1810945E10,1567934999999,3.1810945E10
1567938599999,3.23882455E10,1567938599999,3.23882455E10
1567942199999,3.31797914E10,1567942199999,3.31797914E10
1567945799999,3.33079142E10,1567945799999,3.33079142E10
1567949399999,3.603057E10,1567949399999,3.603057E10
1567952999999,3.6870689E10,1567952999999,3.6870689E10
1567956599999,3.6887097E10,1567956599999,3.6887097E10
1567960199999,3.727029E10,1567960199999,3.727029E10
1567963799999,3.9461622E10,1567963799999,3.9461622E10
1567967399999,3.9726649E10,1567967399999,3.9726649E10
1567970999999,3.6329738E10,1567970999999,3.6329738E10
1567974599999,2.91507466E10,1567974599999,2.91507466E10
1567978199999,2.36135424E10,1567978199999,2.36135424E10
1567981799999,1.90891909E10,1567981799999,1.90891909E10
1567985399999,1.62766162E10,1567985399999,1.62766162E10
1567988999999,1.44358994E10,1567988999999,1.44358994E10
1567992599999,1.40126648E10,1567992599999,1.40126648E10
1567996199999,1.50888069E10,1567996199999,1.50888069E10
1567999799999,1.74467584E10,1567999799999,1.74467584E10
1568003399999,2.38241976E10,1568003399999,2.38241976E10
1568006999999,3.4540147E10,1568006999999,3.4540147E10
1568010599999,3.9944315E10,1568010599999,3.9944315E10
1568014199999,4.242169E10,1568014199999,4.242169E10
1568017799999,3.9951905E10,1568017799999,3.9951905E10
1568021399999,4.1997459E10,1568021399999,4.1997459E10
1568024999999,4.284724E10,1568024999999,4.284724E10
1568028599999,4.2980524E10,1568028599999,4.2980524E10
1568032199999,4.2610721E10,1568032199999,4.2610721E10
1568035799999,4.0035594E10,1568035799999,4.0035594E10
1568039399999,3.7842346E10,1568039399999,3.7842346E10
1568042999999,3.772176E10,1568042999999,3.772176E10
1568046599999,3.8116327E10,1568046599999,3.8116327E10
1568050199999,3.988786E10,1568050199999,3.988786E10
1568053799999,4.1607373E10,1568053799999,4.1607373E10
1568057399999,3.668985E10,1568057399999,3.668985E10
1568060999999,2.96889508E10,1568060999999,2.96889508E10
1568064599999,2.37234831E10,1568064599999,2.37234831E10
1568068199999,1.93293373E10,1568068199999,1.93293373E10
1568071799999,1.70020536E10,1568071799999,1.70020536E10
1568075399999,1.49415322E10,1568075399999,1.49415322E10
1568078999999,1.49430958E10,1568078999999,1.49430958E10
1568082599999,1.43218268E10,1568082599999,1.43218268E10
1568086199999,1.73665239E10,1568086199999,1.73665239E10
1568089799999,2.27207537E10,1568089799999,2.27207537E10
1568093399999,3.1876823E10,1568093399999,3.1876823E10
1568096999999,3.8441017E10,1568096999999,3.8441017E10
1568100599999,4.1573183E10,1568100599999,4.1573183E10
1568104199999,3.9403995E10,1568104199999,3.9403995E10
1568107799999,4.1653703E10,1568107799999,4.1653703E10
1568111399999,4.2439705E10,1568111399999,4.2439705E10
1568114999999,4.300519E10,1568114999999,4.300519E10
1568118599999,4.1513103E10,1568118599999,4.1513103E10
1568122199999,4.0506388E10,1568122199999,4.0506388E10
1568125799999,3.8491795E10,1568125799999,3.8491795E10
1568129399999,3.7742678E10,1568129399999,3.7742678E10
1568132999999,3.9342252E10,1568132999999,3.9342252E10
1568136599999,4.2400915E10,1568136599999,4.2400915E10
1568140199999,4.1628963E10,1568140199999,4.1628963E10
1568143799999,3.7895082E10,1568143799999,3.7895082E10
1568147399999,3.08185293E10,1568147399999,3.08185293E10
1568150999999,2.44514222E10,1568150999999,2.44514222E10
1568154599999,1.97590057E10,1568154599999,1.97590057E10
1568158199999,1.75932375E10,1568158199999,1.75932375E10
1568161799999,1.58893435E10,1568161799999,1.58893435E10
1568165399999,1.46581443E10,1568165399999,1.46581443E10
1568168999999,1.55969341E10,1568168999999,1.55969341E10
1568172599999,1.78919199E10,1568172599999,1.78919199E10
1568176199999,2.48848077E10,1568176199999,2.48848077E10
1568179799999,3.5970851E10,1568179799999,3.5970851E10
1568183399999,4.1157706E10,1568183399999,4.1157706E10
1568186999999,4.3238035E10,1568186999999,4.3238035E10
1568190599999,4.098134E10,1568190599999,4.098134E10
1568194199999,4.4152697E10,1568194199999,4.4152697E10
1568197799999,4.4250337E10,1568197799999,4.4250337E10
1568201399999,4.4699054E10,1568201399999,4.4699054E10
1568204999999,4.4321747E10,1568204999999,4.4321747E10
1568208599999,4.2060075E10,1568208599999,4.2060075E10
1568212199999,4.2369675E10,1568212199999,4.2369675E10
1568215799999,4.162635E10,1568215799999,4.162635E10
1568219399999,4.2777706E10,1568219399999,4.2777706E10
1568222999999,4.3767841E10,1568222999999,4.3767841E10
1568226599999,4.2710016E10,1568226599999,4.2710016E10
1568230199999,3.7283328E10,1568230199999,3.7283328E10
1568233799999,2.99790336E10,1568233799999,2.99790336E10
1568237399999,2.44190106E10,1568237399999,2.44190106E10
1568240999999,2.01458319E10,1568240999999,2.01458319E10
1568244599999,1.75355392E10,1568244599999,1.75355392E10
1568248199999,1.5827116E10,1568248199999,1.5827116E10
1568251799999,1.50307809E10,1568251799999,1.50307809E10
1568255399999,1.58542541E10,1568255399999,1.58542541E10
1568258999999,1.8416257E10,1568258999999,1.8416257E10
1568262599999,2.42702418E10,1568262599999,2.42702418E10
1568266199999,3.35160238E10,1568266199999,3.35160238E10
1568269799999,3.983403E10,1568269799999,3.983403E10
1568273399999,4.2568094E10,1568273399999,4.2568094E10
1568276999999,4.0578634E10,1568276999999,4.0578634E10
1568280599999,4.1608409E10,1568280599999,4.1608409E10
1568284199999,4.3173642E10,1568284199999,4.3173642E10
1568287799999,4.4960838E10,1568287799999,4.4960838E10
1568291399999,4.2730574E10,1568291399999,4.2730574E10
1568294999999,4.0416735E10,1568294999999,4.0416735E10
1568298599999,3.8753632E10,1568298599999,3.8753632E10
1568302199999,3.8582022E10,1568302199999,3.8582022E10
1568305799999,3.9930298E10,1568305799999,3.9930298E10
