,data,_cacheHit
113,"{'updated_at': '2020-03-04T20:13:07.000Z', 'date': '2020-03-04', 'deaths': 3245, 'confirmed': 94071, 'recovered': 51010, 'new_confirmed': 2277, 'new_recovered': 2942, 'new_deaths': 94, 'active': 39816}",True
114,"{'updated_at': '2020-03-03T22:53:03.000Z', 'date': '2020-03-03', 'deaths': 3152, 'confirmed': 91910, 'recovered': 48161, 'new_confirmed': 2534, 'new_recovered': 2627, 'new_deaths': 75, 'active': 40597}",True
115,"{'updated_at': '2020-03-02T22:53:02.000Z', 'date': '2020-03-02', 'deaths': 3078, 'confirmed': 89450, 'recovered': 45545, 'new_confirmed': 1938, 'new_recovered': 2886, 'new_deaths': 89, 'active': 40827}",True
116,"{'updated_at': '2020-03-01T22:43:03.000Z', 'date': '2020-03-01', 'deaths': 2989, 'confirmed': 87549, 'recovered': 42675, 'new_confirmed': 2357, 'new_recovered': 2934, 'new_deaths': 55, 'active': 41885}",True
117,"{'updated_at': '2020-02-29T22:13:06.000Z', 'date': '2020-02-29', 'deaths': 2934, 'confirmed': 85217, 'recovered': 39745, 'new_confirmed': 1891, 'new_recovered': 3071, 'new_deaths': 69, 'active': 42538}",True
118,"{'updated_at': '2020-02-28T20:03:02.000Z', 'date': '2020-02-28', 'deaths': 2865, 'confirmed': 83208, 'recovered': 36583, 'new_confirmed': 1367, 'new_recovered': 3434, 'new_deaths': 56, 'active': 43760}",True
119,"{'updated_at': '2020-02-27T22:33:02.000Z', 'date': '2020-02-27', 'deaths': 2808, 'confirmed': 81795, 'recovered': 33147, 'new_confirmed': 1359, 'new_recovered': 2893, 'new_deaths': 44, 'active': 45840}",True
120,"{'updated_at': '2020-02-26T22:53:02.000Z', 'date': '2020-02-26', 'deaths': 2765, 'confirmed': 80579, 'recovered': 30304, 'new_confirmed': 968, 'new_recovered': 2469, 'new_deaths': 61, 'active': 47510}",True
121,"{'updated_at': '2020-02-25T22:43:03.000Z', 'date': '2020-02-25', 'deaths': 2704, 'confirmed': 79635, 'recovered': 27853, 'new_confirmed': 845, 'new_recovered': 2678, 'new_deaths': 79, 'active': 49078}",True
122,"{'updated_at': '2020-02-24T22:43:01.000Z', 'date': '2020-02-24', 'deaths': 2624, 'confirmed': 78657, 'recovered': 25095, 'new_confirmed': 585, 'new_recovered': 1834, 'new_deaths': 160, 'active': 50938}",True
123,"{'updated_at': '2020-02-23T22:43:02.000Z', 'date': '2020-02-23', 'deaths': 2464, 'confirmed': 78121, 'recovered': 23303, 'new_confirmed': 329, 'new_recovered': 509, 'new_deaths': 10, 'active': 52354}",True
124,"{'updated_at': '2020-02-22T22:43:02.000Z', 'date': '2020-02-22', 'deaths': 2453, 'confirmed': 77718, 'recovered': 22758, 'new_confirmed': 1756, 'new_recovered': 3996, 'new_deaths': 207, 'active': 52507}",True
125,"{'updated_at': '2020-02-21T22:33:06.000Z', 'date': '2020-02-21', 'deaths': 2247, 'confirmed': 76141, 'recovered': 18845, 'new_confirmed': 644, 'new_recovered': 713, 'new_deaths': 4, 'active': 55049}",True
126,"{'updated_at': '2020-02-20T16:33:02.000Z', 'date': '2020-02-20', 'deaths': 2243, 'confirmed': 75304, 'recovered': 18050, 'new_confirmed': 545, 'new_recovered': 2056, 'new_deaths': 123, 'active': 55011}",True
127,"{'updated_at': '2020-02-19T22:43:02.000Z', 'date': '2020-02-19', 'deaths': 2120, 'confirmed': 74834, 'recovered': 16031, 'new_confirmed': 424, 'new_recovered': 1768, 'new_deaths': 115, 'active': 56683}",True
128,"{'updated_at': '2020-02-18T16:23:04.000Z', 'date': '2020-02-18', 'deaths': 2004, 'confirmed': 74435, 'recovered': 14285, 'new_confirmed': 1790, 'new_recovered': 1769, 'new_deaths': 139, 'active': 58146}",True
129,"{'updated_at': '2020-02-17T22:43:01.000Z', 'date': '2020-02-17', 'deaths': 1866, 'confirmed': 72688, 'recovered': 12537, 'new_confirmed': 1935, 'new_recovered': 1718, 'new_deaths': 98, 'active': 58285}",True
130,"{'updated_at': '2020-02-16T19:43:02.000Z', 'date': '2020-02-16', 'deaths': 1768, 'confirmed': 70751, 'recovered': 10825, 'new_confirmed': 2124, 'new_recovered': 1470, 'new_deaths': 104, 'active': 58158}",True
131,"{'updated_at': '2020-02-15T22:53:02.000Z', 'date': '2020-02-15', 'deaths': 1665, 'confirmed': 68618, 'recovered': 9355, 'new_confirmed': 2078, 'new_recovered': 1337, 'new_deaths': 143, 'active': 57598}",True
132,"{'updated_at': '2020-02-14T22:53:02.000Z', 'date': '2020-02-14', 'deaths': 1522, 'confirmed': 66473, 'recovered': 8005, 'new_confirmed': 6474, 'new_recovered': 1763, 'new_deaths': 152, 'active': 56946}",True
133,"{'updated_at': '2020-02-13T17:53:02.000Z', 'date': '2020-02-13', 'deaths': 1370, 'confirmed': 60098, 'recovered': 6275, 'new_confirmed': 15148, 'new_recovered': 1145, 'new_deaths': 253, 'active': 52453}",True
134,"{'updated_at': '2020-02-12T18:53:02.000Z', 'date': '2020-02-12', 'deaths': 1118, 'confirmed': 44908, 'recovered': 5124, 'new_confirmed': 379, 'new_recovered': 467, 'new_deaths': 5, 'active': 38666}",True
135,"{'updated_at': '2020-02-11T18:33:03.000Z', 'date': '2020-02-11', 'deaths': 1112, 'confirmed': 44582, 'recovered': 4679, 'new_confirmed': 2040, 'new_recovered': 737, 'new_deaths': 100, 'active': 38791}",True
136,"{'updated_at': '2020-02-10T22:03:09.000Z', 'date': '2020-02-10', 'deaths': 1012, 'confirmed': 42500, 'recovered': 3929, 'new_confirmed': 2541, 'new_recovered': 702, 'new_deaths': 107, 'active': 37559}",True
137,"{'updated_at': '2020-02-09T19:33:03.000Z', 'date': '2020-02-09', 'deaths': 905, 'confirmed': 39981, 'recovered': 3231, 'new_confirmed': 3027, 'new_recovered': 628, 'new_deaths': 100, 'active': 35845}",True
138,"{'updated_at': '2020-02-08T11:53:01.000Z', 'date': '2020-02-08', 'deaths': 805, 'confirmed': 36944, 'recovered': 2612, 'new_confirmed': 2729, 'new_recovered': 605, 'new_deaths': 87, 'active': 33527}",True
139,"{'updated_at': '2020-02-07T17:33:02.000Z', 'date': '2020-02-07', 'deaths': 719, 'confirmed': 34245, 'recovered': 2004, 'new_confirmed': 3533, 'new_recovered': 524, 'new_deaths': 85, 'active': 31522}",True
140,"{'updated_at': '2020-02-06T14:03:04.000Z', 'date': '2020-02-06', 'deaths': 633, 'confirmed': 30695, 'recovered': 1482, 'new_confirmed': 3182, 'new_recovered': 363, 'new_deaths': 70, 'active': 28580}",True
141,"{'updated_at': '2020-02-05T15:33:03.000Z', 'date': '2020-02-05', 'deaths': 563, 'confirmed': 27516, 'recovered': 1115, 'new_confirmed': 3744, 'new_recovered': 272, 'new_deaths': 72, 'active': 25838}",True
142,"{'updated_at': '2020-02-04T15:43:03.000Z', 'date': '2020-02-04', 'deaths': 491, 'confirmed': 23833, 'recovered': 851, 'new_confirmed': 4011, 'new_recovered': 229, 'new_deaths': 66, 'active': 22491}",True
143,"{'updated_at': '2020-02-03T20:43:02.000Z', 'date': '2020-02-03', 'deaths': 425, 'confirmed': 19750, 'recovered': 615, 'new_confirmed': 3094, 'new_recovered': 151, 'new_deaths': 64, 'active': 18710}",True
144,"{'updated_at': '2020-02-02T21:33:07.000Z', 'date': '2020-02-02', 'deaths': 362, 'confirmed': 16694, 'recovered': 465, 'new_confirmed': 4749, 'new_recovered': 188, 'new_deaths': 103, 'active': 15867}",True
145,"{'updated_at': '2020-02-01T22:43:02.000Z', 'date': '2020-02-01', 'deaths': 259, 'confirmed': 12049, 'recovered': 283, 'new_confirmed': 1, 'new_recovered': 0, 'new_deaths': 0, 'active': 11507}",True
146,"{'updated_at': '2020-02-01T18:43:00.000Z', 'date': '2020-01-31', 'deaths': 472, 'confirmed': 22008, 'recovered': 511, 'new_confirmed': 2113, 'new_recovered': 62, 'new_deaths': 46, 'active': 21025}",True
147,"{'updated_at': '2020-01-31T22:59:00.000Z', 'date': '2020-01-30', 'deaths': 384, 'confirmed': 18160, 'recovered': 365, 'new_confirmed': 1690, 'new_recovered': 79, 'new_deaths': 42, 'active': 17411}",True
148,"{'updated_at': '2020-01-30T15:00:00.000Z', 'date': '2020-01-29', 'deaths': 304, 'confirmed': 14400, 'recovered': 269, 'new_confirmed': 2070, 'new_recovered': 17, 'new_deaths': 38, 'active': 13827}",True
149,"{'updated_at': '2020-01-29T18:30:00.000Z', 'date': '2020-01-28', 'deaths': 264, 'confirmed': 11743, 'recovered': 233, 'new_confirmed': 587, 'new_recovered': 19, 'new_deaths': 2, 'active': 11246}",True
150,"{'updated_at': '2020-01-28T22:00:00.000Z', 'date': '2020-01-27', 'deaths': 213, 'confirmed': 8504, 'recovered': 168, 'new_confirmed': 2652, 'new_recovered': 46, 'new_deaths': 49, 'active': 8123}",True
151,"{'updated_at': '2020-01-27T22:59:00.000Z', 'date': '2020-01-26', 'deaths': 138, 'confirmed': 5044, 'recovered': 113, 'new_confirmed': 808, 'new_recovered': 9, 'new_deaths': 26, 'active': 4793}",True
152,"{'updated_at': '2020-01-26T15:00:00.000Z', 'date': '2020-01-25', 'deaths': 98, 'confirmed': 3556, 'recovered': 91, 'new_confirmed': 680, 'new_recovered': 13, 'new_deaths': 14, 'active': 3367}",True
153,"{'updated_at': '2020-01-25T16:00:00.000Z', 'date': '2020-01-24', 'deaths': 68, 'confirmed': 2379, 'recovered': 75, 'new_confirmed': 497, 'new_recovered': 3, 'new_deaths': 16, 'active': 2236}",True
154,"{'updated_at': '2020-01-24T16:00:00.000Z', 'date': '2020-01-23', 'deaths': 44, 'confirmed': 1594, 'recovered': 66, 'new_confirmed': 288, 'new_recovered': 6, 'new_deaths': 8, 'active': 1484}",True
155,"{'updated_at': '2020-01-23T16:00:00.000Z', 'date': '2020-01-22', 'deaths': 35, 'confirmed': 1208, 'recovered': 58, 'new_confirmed': 99, 'new_recovered': 2, 'new_deaths': 1, 'active': 1115}",True
156,"{'updated_at': '2020-01-22T16:00:00.000Z', 'date': '2020-01-21', 'deaths': 17, 'confirmed': 555, 'recovered': 28, 'new_confirmed': 555, 'new_recovered': 28, 'new_deaths': 17, 'active': 510}",True
