Unnamed: 0,Date,EVT,JNJ,PFE,FMS,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,DUK,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,TOT,BP,SNP_x,MT,PKX,DB,CMC,GS,WFC,CICHY,ACGBY,CRARY,C,DAX,SNP_y,NDAQ,TM,GM,TSLA,DTE,DRI,TEF,T,TMUS,VOD,VZ,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,SAP,CSCO,IBM,INTC,EBAY,EA_x,EA_y,QCOM,TXN,SNE
0,2020-08-05 00:00:00+00:00,19.72,149.1,38.47,43.04,99.97,155.73,96.81,52.7,6.17,280.3,58.64,190.15,66.37,84.72,60.35,285.22,7.32,88.14,44.15,35.79,35.79,31.96,39.96,24.51,44.64,11.94,41.15,9.34,21.96,203.17,24.4,14.99,8.85,4.99,50.5,28.05,44.64,130.3,125.67,26.2,1492.99,116.18,77.47,4.32,30.15,108.74,15.57,58.16,31.14,12.59,30.42,437.51,3143.77,1476.82,162.07,47.67,126.73,49.72,56.47,145.82,145.82,111.0,130.5,81.7
1,2020-08-04 00:00:00+00:00,19.53,146.99,38.31,44.27,100.16,152.0,96.9,52.28,6.1,283.03,57.76,190.5,65.03,83.5,59.37,278.71,7.13,84.48,42.34,34.47,34.47,30.85,38.73,23.37,43.26,11.28,40.34,9.16,21.22,199.35,24.2,14.79,8.98,4.9,50.23,27.665,43.26,130.53,122.93,25.87,1495.01,113.68,74.71,4.32,29.6,106.63,15.36,57.2,32.16,12.5471,29.63,436.53,3101.21,1486.71,158.65,47.01,123.82,48.6,56.2721,143.24,143.24,109.49,129.04,83.56
2,2020-08-03 00:00:00+00:00,19.34,146.39,38.61,44.52,101.08,151.59,96.94,52.4,6.14,282.97,55.55,193.0,64.98,84.67,59.4,281.14,7.1,83.98,42.05,34.07,34.07,29.96,37.86,21.97,42.75,11.23,40.15,9.06,20.87,198.49,24.25,14.41,8.74,4.835,50.56,27.74,42.75,131.84,119.62,25.06,1449.2,115.31,76.22,4.24,29.945,107.98,15.29,57.87,32.45,12.67,29.84,432.8,3180.51,1491.0,160.78,47.14,123.5,48.27,55.69,141.55,141.55,107.4,128.15,78.71
3,2020-07-31 00:00:00+00:00,19.61,146.66,38.67,44.47,101.21,151.09,96.42,52.99,6.25,274.07,56.43,195.46,64.81,84.05,59.77,280.92,7.19,83.25,41.16,34.54,34.54,30.81,37.48,22.19,42.88,11.09,40.54,9.14,21.0,199.84,24.5,14.68,8.775,4.85,50.26,27.63,42.88,130.7,120.0,25.12,1515.0,114.48,78.48,4.37,29.51,105.63,15.7,56.85,31.74,12.856,29.68,411.535,3244.0,1497.05,160.67,46.3852,122.71,48.13,55.06,142.04,142.04,105.66,128.35,76.98
4,2020-07-30 00:00:00+00:00,19.44,147.44,38.28,43.36,100.98,152.01,97.21,52.3,6.5,273.34,56.81,198.25,64.6,84.31,58.85,280.14,6.98,88.43,43.13,34.72,34.72,31.23,38.49,22.8,43.62,11.01,41.1,8.68,20.57,199.5,25.19,14.63,8.9,4.82,51.11,27.47,43.62,129.61,122.0,25.13,1488.0,114.01,77.2,4.42,29.47,104.72,15.54,57.21,32.17,12.94,29.25,376.75,3014.0,1497.97,158.16,46.13,123.71,47.83,54.0,135.7,135.7,102.42,128.45,77.46
5,2020-07-29 00:00:00+00:00,19.5,146.39,39.3,45.55,100.18,150.77,96.83,53.67,6.99,273.72,56.88,196.76,67.0,84.53,59.77,280.24,7.0,89.48,43.71,35.27,35.27,32.36,37.97,22.96,44.24,11.32,41.9,8.98,20.0,201.7,25.45,15.03,8.995,5.05,51.17,28.42,44.24,128.77,123.38,27.04,1501.0,114.97,76.69,4.49,29.67,105.22,15.87,57.37,32.102,13.49,29.54,375.0,3030.99,1505.0,163.84,46.4,124.56,49.49,55.19,135.77,135.77,92.08,130.93,77.63
6,2020-07-28 00:00:00+00:00,19.41,147.4,38.54,45.14,100.14,147.7,96.17,52.67,6.7,274.55,57.34,197.72,66.17,81.25,58.04,277.2,6.99,90.47,43.91,35.4,35.4,32.3,38.06,22.95,44.41,11.52,41.68,9.4,20.44,201.91,25.33,15.06,8.94,5.07,51.02,28.28,44.41,129.56,126.0,25.78,1504.0,112.14,74.8,4.39,29.26,105.0,15.31,57.05,31.1,13.275,29.8,377.47,3054.27,1525.0,161.82,46.98,125.82,49.48,57.11,135.42,135.42,92.171,130.9,78.5
7,2020-07-27 00:00:00+00:00,19.7,147.37,37.36,45.12,98.55,147.13,96.31,52.59,6.84,270.26,56.27,198.0,66.36,82.5,58.28,281.0,6.95,89.76,43.23,36.09,36.09,32.44,38.37,22.99,44.68,11.44,40.9,9.53,20.34,200.1,26.02,15.38,8.98,5.0542,51.46,28.17,44.68,130.69,126.835,25.88,1435.0,114.37,78.13,4.46,29.5,104.53,15.45,57.0,30.85,12.93,29.89,374.84,3062.0,1513.26,162.28,46.66,124.86,51.03,55.7313,135.49,135.49,90.0225,130.35,77.67
8,2020-07-24 00:00:00+00:00,19.75,150.5,38.03,44.54,100.21,147.77,96.43,51.81,7.02,272.54,56.75,194.91,65.445,84.35,57.84,282.88,6.94,91.48,43.88,37.04,37.04,32.3,38.01,22.98,44.7,11.5,40.11,9.68,20.47,203.0,26.47,15.36,8.915,5.1396,52.1,27.935,44.7,131.29,125.37,26.6,1416.01,115.4,76.09,4.55,29.8,104.52,15.67,56.35,30.54,12.93,29.2,363.95,2930.0,1499.19,157.46,47.49,126.48,52.15,55.02,133.75,133.75,89.21,129.75,75.85
9,2020-07-23 00:00:00+00:00,19.98,150.21,39.23,45.61,100.28,145.44,97.61,52.37,7.06,274.1,56.27,194.76,66.21,84.06,57.38,280.0,6.89,90.5,43.4,36.29,36.29,32.45,37.5,23.11,44.53,11.6,40.95,9.64,20.51,205.1,26.16,15.35,9.1,5.17,51.45,28.53,44.53,134.2,125.97,26.44,1678.95,114.21,76.5,4.64,30.15,105.21,16.4,55.81,30.94,13.64,29.04,387.9935,3098.2713,1565.93,163.67,46.975,129.1,61.255,56.44,139.3,139.3,92.91,133.0,77.48
10,2020-07-22 00:00:00+00:00,19.96,149.93,38.23,45.39,98.11,143.78,96.77,51.82,6.99,271.71,56.0,192.0,66.79,82.0,57.09,276.47,7.05,89.95,44.15,35.88,35.88,32.92,38.22,23.62,44.1,11.42,40.69,9.88,20.15,210.5,26.13,15.5,9.15,5.2,51.54,28.56,44.1,133.01,125.76,25.87,1599.0,110.77,74.82,4.75,30.16,105.66,16.57,55.84,30.06,13.55,29.15,386.77,3125.0,1555.71,164.86,47.0161,125.9,61.31,56.67,140.95,140.95,92.74,134.6,77.27
11,2020-07-21 00:00:00+00:00,19.81,149.6,36.94,45.02,98.88,143.95,96.52,52.3,6.94,269.73,53.54,191.73,66.43,81.5,57.34,273.92,6.85,86.47,43.15,34.81,34.81,32.85,38.09,23.41,42.89,11.65,39.62,9.81,20.29,212.25,24.75,15.78,9.15,5.25,50.9,28.43,42.89,130.69,127.23,26.17,1639.93,108.54,75.29,4.74,29.89,106.35,16.69,55.84,29.95,13.26,29.13,396.69,3232.49,1585.03,163.0,47.28,131.16,61.52,59.08,141.56,141.56,93.55,137.09,78.25
12,2020-07-20 00:00:00+00:00,19.84,150.23,37.49,44.15,100.0,144.47,98.22,52.67,7.01,267.98,53.26,192.46,64.88,82.05,56.73,275.5,6.96,86.83,43.21,34.4,34.4,32.79,38.15,23.23,42.87,11.52,38.65,10.02,20.2,210.73,24.72,15.9,9.32,5.12,49.99,27.92,42.87,128.33,127.18,26.21,1519.01,111.18,76.83,4.75,30.18,105.4,16.43,56.28,29.46,12.78,29.2,385.67,3000.2,1515.0,157.69,46.67,126.07,60.08,58.71,139.43,139.43,92.19,134.2,77.18
13,2020-07-17 00:00:00+00:00,19.72,150.0,35.86,43.51,97.87,144.39,96.24,49.25,7.06,266.73,52.6,187.97,63.9,81.69,55.99,270.06,7.07,88.41,44.33,34.27,34.27,33.31,38.71,23.68,42.83,11.68,38.86,9.94,20.41,214.9,25.49,15.76,9.28,5.14,51.22,27.72,42.83,127.7,127.08,26.99,1513.45,110.08,76.67,4.72,30.48,104.87,15.99,56.0,29.47,12.66,29.42,387.95,3009.0,1516.91,155.48,46.04,124.39,59.42,58.93,138.18,138.18,91.68,133.51,75.96
14,2020-07-16 00:00:00+00:00,19.69,148.68,35.6,42.58,97.85,143.71,96.6,49.65,7.06,266.9,51.92,187.27,63.52,80.7,55.14,259.85,7.08,88.44,44.31,34.2,34.2,33.6,39.25,23.74,43.05,11.85,38.61,10.02,20.46,213.51,24.91,15.8,9.25,5.16,51.28,27.62,43.05,126.54,127.26,26.35,1477.16,108.99,79.15,4.73,29.97,104.5,16.05,54.87,30.09,12.79,29.42,386.25,2971.06,1501.5,155.55,45.7,122.68,58.54,57.9,137.84,137.84,91.26,130.85,76.3
15,2020-07-15 00:00:00+00:00,19.63,149.73,35.99,42.21,95.9,144.22,95.61,50.35,7.09,265.0,51.49,187.7,64.0,82.48,55.05,264.58,7.07,90.18,45.03,35.0,35.0,33.87,39.39,23.69,43.8,12.1,39.12,10.24,20.75,224.37,24.98,15.65,9.26,5.18,51.9,27.69,43.8,126.0,127.82,26.32,1543.0,110.22,75.35,4.71,30.07,105.51,16.07,55.61,30.0,12.7,29.7,395.96,3080.23,1523.23,155.52,46.5,122.4,59.03,58.82,137.98,137.98,92.93,131.43,76.11
16,2020-07-14 00:00:00+00:00,19.13,145.32,35.37,41.49,92.64,142.23,92.74,48.02,6.66,257.04,49.63,177.24,61.64,81.42,54.56,256.24,7.07,85.39,42.53,34.99,34.99,32.61,38.06,22.51,43.54,11.41,38.09,9.88,19.51,211.43,23.92,16.13,9.3,5.02,51.29,26.75,43.54,122.99,125.15,24.8,1556.0,108.63,72.43,4.68,29.72,103.57,15.71,54.43,29.91,12.93,29.6,379.36,3089.0,1492.79,151.29,45.49,118.62,57.87,57.75,134.2,134.2,90.86,127.79,73.39
17,2020-07-13 00:00:00+00:00,19.37,143.61,34.73,41.95,93.14,143.1,91.31,48.5,6.76,257.32,49.61,179.08,61.63,81.15,54.45,258.99,7.0,86.04,42.98,35.97,35.97,32.78,38.33,22.65,44.24,11.88,39.0,9.92,20.24,209.0,25.82,16.25,9.44,4.99,53.33,27.2,44.24,124.02,126.66,24.65,1659.0,107.51,74.31,4.68,30.16,106.89,15.74,54.75,30.39,12.2,29.95,389.06,3251.06,1549.94,155.62,46.87,119.78,59.84,60.29,141.01,141.01,93.3,132.0,75.5
18,2020-07-10 00:00:00+00:00,18.93,142.75,33.66,42.47,93.47,142.68,89.68,47.31,6.54,258.02,48.76,177.9,60.58,79.79,55.08,252.18,6.89,82.5,41.12,35.93,35.93,31.76,37.47,22.06,44.12,10.99,38.15,9.76,19.31,196.87,24.18,16.36,9.08,4.9,49.45,26.77,44.12,121.3,123.95,23.55,1396.0,106.3,70.0,4.53,29.5,105.82,15.51,53.84,29.41,12.07,30.12,381.34,3191.76,1513.25,152.71,46.73,115.5,57.95,59.35,139.42,139.42,93.0,130.22,73.0
19,2020-07-09 00:00:00+00:00,19.25,142.76,33.73,42.58,92.74,143.01,91.44,47.7,6.83,255.26,50.19,181.24,60.75,81.33,54.05,251.23,7.1,85.97,42.9,37.38,37.38,32.5,38.3,22.9,45.0,11.12,39.7,9.96,19.48,202.11,24.5,16.78,9.81,4.87,50.73,27.01,45.0,122.27,125.07,24.76,1396.99,107.42,73.94,4.56,29.87,106.66,15.73,54.65,29.44,12.64,30.72,385.05,3115.99,1509.93,155.43,46.6,118.0,58.2,58.73,136.36,136.36,93.95,128.79,71.32
20,2020-07-08 00:00:00+00:00,19.36,142.87,34.01,42.94,92.84,142.39,91.62,48.1,6.82,251.94,50.32,180.82,60.11,80.86,56.26,246.83,7.04,86.39,43.15,36.35,36.35,32.53,38.55,23.02,44.59,11.23,39.38,9.83,19.78,199.54,24.44,16.86,9.83,4.93,50.2,26.56,44.59,120.95,125.49,25.19,1405.0,107.05,71.0,4.61,30.46,106.25,15.86,55.11,28.33,13.0,30.6,376.72,3022.61,1500.8,145.2,45.59,118.06,58.45,57.35,135.91,135.91,93.27,129.67,69.55
21,2020-07-07 00:00:00+00:00,19.25,141.39,34.05,43.77,92.46,142.31,92.07,48.21,6.89,248.38,51.01,182.0,61.06,79.2,56.49,244.45,7.24,87.82,43.9,36.37,36.37,33.26,39.22,23.44,44.48,11.44,38.29,9.94,19.85,205.5,25.2,16.83,9.61,5.03,51.25,26.76,44.48,120.26,126.01,25.59,1405.01,106.95,74.3,4.64,30.3,106.44,16.06,54.92,28.36,13.13,30.76,375.41,3058.55,1496.13,145.04,46.12,119.0,59.07,55.95,133.87,133.87,92.97,128.73,69.82
22,2020-07-06 00:00:00+00:00,19.53,142.17,34.95,44.2,92.76,143.79,94.12,48.94,6.98,248.42,52.22,186.38,60.97,80.5,57.8,248.19,7.24,89.5,44.67,36.94,36.94,33.63,39.74,23.67,44.69,11.43,38.71,10.02,20.46,201.34,25.82,16.75,10.1,5.05,51.87,27.11,44.69,121.49,127.16,25.96,1276.69,110.91,75.63,4.79,30.54,106.6,16.25,55.35,27.38,13.22,31.01,370.0,2934.97,1488.15,147.21,46.07,121.25,58.72,55.49,135.47,135.47,93.21,127.51,70.52
23,2020-07-02 00:00:00+00:00,19.51,141.25,34.62,44.15,92.5,143.13,93.31,47.61,6.86,242.18,52.32,185.67,59.91,82.64,58.48,248.16,7.02,89.37,44.62,34.11,34.11,33.26,39.06,23.64,42.33,11.16,38.32,9.71,20.25,202.5,25.75,15.45,9.79,4.87,52.12,26.62,42.33,122.58,127.2,25.62,1221.48,111.0,77.97,4.84,30.11,106.95,16.31,55.05,26.31,12.89,29.0,367.85,2912.01,1451.84,142.64,46.07,119.69,59.19,53.59,136.42,136.42,91.09,126.39,70.5
24,2020-07-01 00:00:00+00:00,19.33,140.69,34.54,43.37,91.98,141.16,91.78,46.87,6.93,239.04,52.32,180.99,58.5,79.97,59.76,239.67,6.94,89.28,44.49,33.14,33.14,32.82,38.25,23.33,41.95,10.7,37.53,9.48,20.55,198.88,25.73,15.5,9.28,4.63,51.76,25.97,41.95,119.6,124.76,25.3,1083.0,107.47,75.34,4.73,30.13,105.68,15.87,55.09,25.5,12.58,28.24,365.12,2757.99,1419.17,138.62,46.54,120.27,59.91,52.71,132.04,132.04,91.01,126.6,69.17
25,2020-06-30 00:00:00+00:00,19.04,139.4,32.53,42.73,88.75,139.86,90.2,46.31,6.71,232.59,51.28,176.86,58.04,80.09,60.41,238.91,6.87,86.6,43.43,33.13,33.13,32.28,37.98,22.97,41.88,10.25,36.5,9.36,20.01,193.84,25.21,15.99,10.17,4.61,49.81,25.85,41.88,116.83,125.51,25.09,1006.5,106.07,75.54,4.76,30.01,105.9,15.87,54.92,25.15,12.8,27.99,360.08,2685.07,1396.88,138.22,46.15,119.19,58.71,51.42,132.61,132.61,89.2,124.4,68.63
26,2020-06-29 00:00:00+00:00,18.85,138.74,32.46,42.78,89.58,138.1,89.48,46.85,6.57,234.04,50.96,174.34,58.11,79.57,59.3,237.51,6.81,86.91,43.81,33.35,33.35,33.18,38.81,23.32,42.48,10.45,36.72,9.45,19.95,191.38,25.59,16.0,10.11,4.64,50.28,25.6,42.48,117.4,126.47,24.71,969.01,105.0,73.95,4.82,29.33,105.79,15.59,53.31,24.78,12.52,28.11,353.25,2690.01,1360.34,138.08,46.34,117.98,57.47,51.07,130.98,130.98,88.21,123.85,68.74
27,2020-06-26 00:00:00+00:00,19.08,139.53,32.25,43.38,89.82,138.99,89.0,47.31,6.62,229.65,51.76,175.38,57.99,79.35,59.78,238.5,7.08,88.78,44.88,33.91,33.91,33.7,39.15,23.38,42.74,10.37,37.9,9.35,19.83,199.0,26.1,15.93,9.9,4.5421,52.34,26.13,42.74,118.12,127.91,25.0,994.78,104.79,74.58,4.82,29.56,109.15,15.88,54.04,25.8075,12.58,28.52,364.41,2775.06,1432.63,138.61,45.12,118.26,58.49,50.89,130.92,130.92,89.07,124.63,70.26
28,2020-06-25 00:00:00+00:00,19.06,140.57,32.11,43.0,87.24,138.51,88.2,46.7,6.5,231.8,51.66,175.48,56.92,80.11,60.35,241.32,7.03,87.31,44.05,33.65,33.65,33.17,38.11,22.98,42.72,10.15,37.28,9.29,19.42,197.86,25.96,15.76,10.01,4.5,50.3,25.68,42.72,115.0,126.45,25.0,954.27,104.8,74.34,4.77,29.49,109.78,15.68,53.91,25.281,12.7,29.19,360.7,2739.55,1431.22,134.85,44.77,116.76,58.98,48.72,131.48,131.48,88.7,124.0,70.16
29,2020-06-24 00:00:00+00:00,19.51,141.49,32.71,43.35,90.63,140.0,92.51,47.25,6.9,236.07,53.0,184.96,57.765,81.08,60.05,241.34,7.22,89.99,45.91,34.35,34.35,34.21,40.17,23.76,43.22,10.57,38.35,9.37,20.15,202.34,26.96,15.45,10.08,4.58,51.67,26.28,43.22,118.23,129.4,25.85,994.11,105.83,72.99,4.81,30.03,105.46,15.8,54.54,25.36,12.82,29.58,365.0,2780.0,1463.28,138.54,45.29,118.32,59.64,49.8046,130.55,130.55,89.1747,125.29,71.39
30,2020-06-23 00:00:00+00:00,19.76,143.74,33.2,43.8,91.11,142.53,94.38,47.97,7.09,236.81,54.29,187.17,59.03,83.24,60.79,249.17,7.15,92.5,46.9,35.05,35.05,35.23,40.86,24.43,44.02,11.04,38.35,9.76,21.16,206.5,27.78,16.12,10.16,4.74,52.95,26.84,44.02,120.22,130.17,26.75,998.88,107.84,73.0,4.89,30.3,103.7,16.16,55.75,25.75,13.53,29.67,364.0,2726.02,1452.0,142.6,45.92,122.01,60.19,49.59,131.32,131.32,90.14,126.63,71.805
31,2020-06-22 00:00:00+00:00,19.84,143.47,33.33,42.8,90.33,142.71,93.03,47.0,7.17,236.93,53.69,186.44,57.61,82.32,60.58,243.2,7.16,90.32,45.69,34.82,34.82,34.23,39.75,23.7,43.9,10.45,38.22,9.3,20.33,200.99,27.27,15.92,10.21,4.43,51.85,26.04,43.9,119.12,127.93,26.6,999.95,103.54,69.79,4.86,30.18,106.86,15.91,55.91,25.68,13.12,29.37,351.34,2684.5,1425.01,139.23,45.11,122.12,59.73,48.34,131.02,131.02,88.72,124.77,71.25
32,2020-06-19 00:00:00+00:00,20.46,145.79,33.69,42.88,91.67,144.54,96.04,47.36,7.42,238.55,54.14,193.59,58.65,86.74,60.13,251.5,7.21,94.41,48.22,35.5,35.5,34.87,40.76,24.21,44.64,10.75,38.98,9.45,20.82,207.05,28.0,15.63,10.02,4.61,54.06,26.34,44.64,120.28,129.0,27.74,1012.78,110.18,75.51,4.96,30.69,107.34,16.0,57.35,25.52,12.86,29.66,354.635,2678.08,1440.0,138.94,46.26,126.17,60.65,48.73,131.1277,131.1277,89.87,128.06,71.72
33,2020-06-18 00:00:00+00:00,20.14,142.52,33.27,42.91,90.5,142.06,94.74,46.65,7.13,236.38,53.5,188.44,57.27,85.66,59.28,248.2,7.16,91.0,46.11,35.91,35.91,33.91,39.47,23.44,44.38,10.5,38.35,9.08,19.44,203.99,27.1,15.59,9.83,4.52,52.67,26.0,44.38,117.74,128.88,26.9,1003.0,106.25,73.0,4.89,30.06,103.82,15.85,56.5,25.2875,13.1074,29.31,351.41,2647.01,1449.85,134.94,45.79,123.0,60.35,48.55,128.1,128.1,89.85,125.73,71.65
34,2020-06-17 00:00:00+00:00,20.43,144.9,33.59,43.21,90.42,141.08,95.65,47.25,7.5,237.19,54.51,192.15,57.98,87.0,59.78,249.99,7.42,93.83,48.0,36.0,36.0,34.9,40.62,24.4,44.32,11.4,38.92,9.57,19.59,210.0,28.5,15.63,10.03,4.63,54.7,26.55,44.32,119.07,129.68,27.78,987.71,108.41,77.21,5.14,30.78,103.0,16.41,57.14,24.785,13.2,29.85,355.15,2647.5,1452.94,135.13,46.75,125.83,60.74,48.26,126.73,126.73,90.68,127.06,70.96
35,2020-06-16 00:00:00+00:00,20.55,144.09,33.59,42.95,90.62,140.74,96.5,46.66,7.73,237.81,54.8,195.15,57.19,89.0,58.36,253.52,7.31,94.99,49.57,35.59,35.59,35.58,40.67,24.96,44.55,11.31,39.2,9.74,19.38,214.98,29.43,16.11,9.98,4.71,56.3,26.48,44.55,118.69,130.7,29.11,1011.85,109.21,80.41,5.33,31.42,104.0,16.4451,56.83,23.5875,13.9,30.03,351.46,2620.0,1449.0,133.54,47.41,125.0,61.49,48.49,127.14,127.14,89.9,128.27,70.49
36,2020-06-15 00:00:00+00:00,19.28,141.0,33.3,41.38,87.52,134.86,91.37,44.69,6.95,228.74,51.83,183.13,54.43,85.04,57.16,244.72,7.17,89.09,45.35,33.93,33.93,33.2,38.43,23.47,43.35,10.35,36.5,9.09,17.5,195.73,26.86,15.32,10.05,4.405,49.96,25.28,43.35,112.54,126.17,26.61,917.79,102.9,72.8,4.92,29.99,101.32,15.53,55.73,22.825,13.58,29.23,333.25,2526.6,1389.49,127.97,44.12,119.19,59.33,46.94,122.9,122.9,83.67,121.57,68.36
37,2020-06-12 00:00:00+00:00,20.14,142.84,34.08,42.53,89.25,137.29,93.85,45.82,7.34,234.55,54.0,188.95,56.39,88.93,57.94,251.77,7.44,93.62,48.04,34.9,34.9,34.83,40.17,25.0,44.58,10.87,39.17,9.48,18.45,200.62,28.0,16.05,9.88,4.57,51.4,26.04,44.58,115.46,128.15,28.72,980.0,107.02,76.24,5.17,31.02,104.25,16.03,56.63,23.685,13.43,30.16,344.72,2601.21,1425.86,131.93,44.96,121.25,60.11,48.39,123.1,123.1,86.25,127.27,69.72
38,2020-06-11 00:00:00+00:00,20.36,148.58,35.6,43.27,92.17,139.72,95.85,45.59,7.06,235.93,54.1,195.29,57.43,88.8,58.67,254.86,7.72,92.3,47.53,35.0,35.0,34.55,40.21,25.08,44.47,10.59,39.42,9.36,18.27,204.7,27.2,16.07,9.93,4.55,51.67,26.11,44.47,118.49,127.38,26.62,990.2,108.72,72.0,5.18,31.2,104.51,16.17,57.48,23.74,13.06,30.4,349.31,2603.5,1441.03,135.6,46.99,126.03,63.02,49.43,124.66,124.66,88.62,129.05,70.17
39,2020-06-10 00:00:00+00:00,21.49,146.6,36.36,43.68,90.85,138.83,99.21,46.94,7.97,238.44,57.92,201.7,60.14,90.41,59.9,258.81,7.88,101.0,53.5,36.6,36.6,36.87,42.43,26.89,46.74,11.21,41.5,10.13,19.17,217.39,32.3,16.88,10.16,4.9,58.9,27.11,46.74,119.57,131.15,29.8,991.88,114.08,80.78,5.57,32.57,102.81,17.47,57.9,24.78,14.0799,31.67,347.9,2645.0,1461.51,137.59,47.66,132.15,62.79,50.25,122.15,122.15,90.25,132.45,70.0
40,2020-06-09 00:00:00+00:00,21.52,148.25,36.5,43.19,92.32,139.18,102.01,47.18,8.1899,247.35,58.68,204.84,60.5,91.0,58.9,259.11,7.65,100.7,52.88,36.14,36.14,37.44,42.87,27.54,47.17,11.51,41.45,9.81,19.15,215.74,32.44,16.05,10.14,4.9,59.0,27.12,47.17,120.36,130.0,29.4,940.01,115.94,82.8,5.48,32.81,102.18,17.66,57.75,24.475,14.59,31.19,332.14,2529.44,1445.24,137.38,48.02,133.52,62.9935,48.87,120.1,120.1,90.23,131.35,68.44
41,2020-06-08 00:00:00+00:00,21.4,145.88,35.8,43.06,88.98,137.22,101.72,46.39,8.22,240.45,57.06,206.47,61.16,89.46,58.75,253.06,7.91,102.63,54.72,37.1,37.1,39.16,44.02,28.45,47.15,12.36,42.36,10.33,20.0,220.02,32.9,16.26,10.15,5.245,60.66,27.55,47.15,119.37,131.86,31.22,919.0,115.17,88.82,5.67,33.0,100.74,18.01,57.65,24.05,14.1,31.83,330.25,2500.2,1426.28,135.65,47.46,132.27,63.97,48.3,116.5,116.5,89.0,130.66,67.5
42,2020-06-05 00:00:00+00:00,21.0,147.69,36.24,43.93,88.47,137.89,98.75,47.19,8.45,243.78,57.06,201.93,61.03,89.4,58.38,252.18,8.0,99.08,51.65,36.56,36.56,37.52,43.03,27.25,46.73,11.85,41.7,9.87,20.16,222.0,33.89,16.3,10.39,5.06,61.57,27.33,46.73,119.54,130.12,31.0,877.84,115.24,91.87,5.55,32.54,101.3,17.42,57.75,23.91,14.5,31.86,323.35,2444.51,1415.64,135.81,47.27,133.885,63.36,49.235,115.44,115.44,88.0,130.96,66.58
43,2020-06-04 00:00:00+00:00,20.53,146.8,35.71,43.0,91.05,140.06,96.75,46.55,7.31,242.0,56.17,198.79,58.67,88.8,59.34,257.66,7.8,96.78,48.88,35.35,35.35,35.18,40.69,25.63,45.65,11.29,41.44,9.36,18.98,208.79,29.48,16.3,10.11,4.73,53.3,26.62,45.65,119.1,127.51,28.86,889.88,112.32,85.35,5.23,31.39,101.54,17.13,56.74,23.5,14.01,31.25,324.39,2477.43,1436.78,133.7,46.77,127.78,61.74,51.34,117.48,117.48,83.95,126.38,67.0
44,2020-06-03 00:00:00+00:00,20.1,148.52,36.29,43.11,92.56,143.36,97.51,45.6,7.22,243.21,55.99,199.31,58.13,88.33,59.31,258.19,7.7,95.97,48.0,35.94,35.94,35.23,40.69,25.67,45.8,11.07,40.95,8.97,18.44,208.49,28.39,16.4,10.27,4.65,52.56,26.33,45.8,119.97,128.05,28.42,888.12,111.56,79.27,5.17,31.3,100.91,16.89,56.52,23.5,14.1348,30.91,324.66,2468.01,1442.7,131.63,46.98,127.15,62.45,46.35,122.15,122.15,84.95,126.67,66.0
45,2020-06-02 00:00:00+00:00,19.76,147.06,35.53,43.43,92.92,140.65,97.2,45.39,6.9,245.06,54.52,197.25,56.3,87.82,58.84,255.57,7.34,93.78,46.86,34.81,34.81,33.79,39.8,24.72,44.73,10.45,38.6,8.91,17.67,203.77,27.58,16.24,10.34,4.5,50.71,25.52,44.73,119.25,126.39,27.32,894.7,109.21,78.95,4.99,31.05,98.66,17.0,55.82,23.82,13.97,30.68,320.745,2467.0,1435.0,129.35,46.4,125.67,61.7,45.24,123.25,123.25,79.93,118.6,65.98
46,2020-06-01 00:00:00+00:00,19.4,147.29,35.5,42.2,92.95,141.5,97.73,45.63,6.58,246.63,54.48,195.12,55.03,85.84,57.57,254.09,7.09,90.94,45.32,34.71,34.71,32.15,37.99,23.15,45.44,9.86,37.25,8.47,17.34,197.31,26.61,15.75,10.19,4.36,48.14,24.86,45.44,119.3,124.9,25.99,858.0,107.58,77.0,4.92,30.75,99.96,16.69,56.7,22.965,13.27,31.59,317.75,2448.0,1425.7,127.66,47.15,124.64,62.4851,45.4652,123.28,123.28,79.89,117.77,64.91
47,2020-05-29 00:00:00+00:00,19.62,147.96,38.27,41.84,92.9,141.02,99.1,45.86,6.56,243.86,54.5,195.96,55.04,85.54,57.2,250.11,6.88,90.19,44.82,34.38,34.38,31.8,37.48,22.86,47.05,9.67,37.02,8.46,17.19,197.23,26.5,15.7,10.14,4.312,48.02,24.32,47.05,116.32,125.94,26.35,808.75,106.83,78.07,4.79,30.55,99.27,16.67,55.33,22.26,13.08,31.5,319.25,2415.94,1420.43,127.27,46.04,123.67,61.9,44.3,122.29,122.29,78.7,116.81,64.2
48,2020-05-28 00:00:00+00:00,19.6,146.02,37.84,41.52,91.95,139.8,97.52,44.57,7.49,239.41,54.31,193.88,54.66,84.85,57.26,244.4,7.06,93.61,46.43,33.98,33.98,33.36,38.05,23.8,46.4,10.07,37.02,8.72,18.04,210.84,28.32,15.35,10.09,4.36,52.99,24.71,46.4,116.33,129.19,27.86,813.51,108.45,82.4,4.81,32.03,97.52,16.56,55.58,22.22,13.35,33.16,316.77,2384.33,1400.0,123.26,45.9,126.87,63.0,44.14,117.99,117.99,80.24,117.76,63.58
