Unnamed: 0,Date,EVT,JNJ,PFE,FMS,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,DUK,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,TOT,BP,SNP_x,MT,PKX,DB,CMC,GS,WFC,CICHY,ACGBY,CRARY,C,DAX,SNP_y,NDAQ,TM,GM,TSLA,DTE,DRI,TEF,T,TMUS,VOD,VZ,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,SAP,CSCO,IBM,INTC,EBAY,EA_x,EA_y,QCOM,TXN,SNE
153,2019-12-26 00:00:00+00:00,25.34,145.97,39.3,37.7,87.21,137.1,113.21,48.77,11.18,273.03,51.35,211.76,64.8,90.0,62.46,240.25,13.59,120.67,70.19,49.38,49.38,58.85,54.87,38.06,59.37,18.0,52.24,7.61,22.33,230.26,54.05,16.7,11.04,7.12,78.75,27.98,59.37,106.78,141.36,36.59,427.91,128.33,108.87,7.05,38.99,77.46,19.3,61.28,21.2,16.17,40.7,284.82,1801.01,1346.55,133.92,47.78,134.98,59.41,36.35,108.56,108.56,88.92,128.71,68.0
154,2019-12-24 00:00:00+00:00,25.4,146.0,39.33,36.35,87.37,136.8,114.07,48.7,11.1,273.56,51.37,212.62,65.29,90.11,62.28,238.91,13.44,120.43,70.35,49.28,49.28,58.61,54.81,37.97,59.3,17.8,51.64,7.64,22.23,228.98,53.95,16.68,10.96,7.155,78.7,27.99,59.3,107.08,141.5,36.73,418.36,128.71,108.7,7.1,39.1,77.05,19.33,61.46,21.13,15.94,40.69,284.69,1793.81,1350.21,134.12,48.16,135.61,59.25,36.21,107.78,107.78,88.62,128.73,67.98
155,2019-12-23 00:00:00+00:00,25.41,145.74,39.42,36.36,86.31,137.81,113.78,48.61,11.0,272.29,51.81,211.22,65.245,90.62,62.57,242.78,13.4,119.31,69.86,49.16,49.16,58.13,54.43,37.71,59.12,17.63,52.08,7.695,21.68,229.66,53.34,17.11,10.93,7.15,78.67,27.92,59.12,107.63,142.12,37.39,411.78,130.05,109.94,7.14,39.25,77.47,19.39,62.01,21.44,15.98,40.36,280.53,1788.26,1358.73,133.16,47.55,135.78,59.06,36.22,108.27,108.27,89.01,129.0,67.81
156,2019-12-20 00:00:00+00:00,25.5,146.88,39.35,36.04,88.99,137.37,115.25,48.24,11.08,270.76,51.09,209.65,65.38,90.22,62.43,244.08,13.33,119.4,69.86,49.38,49.38,58.5,54.59,38.02,58.7,18.25,52.56,7.79,21.79,230.96,54.05,16.97,10.93,7.1975,78.94,28.0,58.7,107.74,140.56,37.54,410.29,130.33,110.0,7.2,39.21,77.93,19.72,61.46,21.35,15.8,40.17,282.23,1799.62,1363.1,133.93,48.25,135.74,58.32,36.02,108.02,108.02,89.15,127.25,67.24
157,2019-12-19 00:00:00+00:00,25.4,143.89,39.0,35.92,86.74,135.56,113.9,48.4,10.98,266.97,51.35,208.92,65.05,90.53,62.29,240.15,13.27,118.57,69.99,49.03,49.03,59.05,54.33,37.74,58.46,18.2,52.49,7.82,22.03,230.95,53.74,16.7,10.84,7.2,78.0,27.81,58.46,106.34,142.98,37.31,397.32,129.4,112.04,7.19,38.79,76.04,19.49,60.9,21.4,16.05,39.55,279.5,1780.5,1351.91,133.03,47.15,134.46,57.17,35.52,107.0,107.0,88.36,126.34,68.06
158,2019-12-18 00:00:00+00:00,25.5,143.72,39.01,35.62,87.08,135.24,114.11,48.37,11.02,268.76,51.24,204.58,65.58,90.7,62.44,240.73,13.21,118.68,69.63,49.59,49.59,58.69,54.31,37.67,59.15,18.16,52.71,7.8,22.02,231.97,54.46,16.89,10.77,7.23,77.7,27.98,59.15,106.27,142.42,36.34,380.63,128.98,116.33,7.33,38.6,75.62,19.56,61.51,20.91,15.56,39.85,279.8,1795.02,1357.0,133.32,46.52,134.55,57.39,35.84,106.0,106.0,88.54,127.39,67.83
159,2019-12-17 00:00:00+00:00,25.32,143.0,39.44,35.96,86.58,135.45,114.97,48.38,11.15,270.84,53.57,205.72,65.962,90.4,62.36,239.46,13.3,119.59,69.98,49.46,49.46,58.64,54.46,37.52,58.2,18.27,52.69,7.73,21.82,230.0,54.11,16.8,10.66,7.26,77.29,28.21,58.2,105.56,142.38,36.2,378.99,127.19,115.52,7.4,38.6,75.45,19.41,61.4,20.44,15.53,39.63,279.57,1778.01,1362.41,135.8,46.22,134.28,58.0,35.44,105.86,105.86,89.0,127.84,68.04
160,2019-12-16 00:00:00+00:00,25.27,141.73,38.7,36.76,86.95,136.49,114.07,47.65,11.28,269.79,53.26,203.9,66.61,90.75,61.87,237.24,13.23,118.86,69.7,48.79,48.79,58.38,53.91,37.48,57.8,18.87,51.37,7.69,22.56,228.5,54.24,16.51,10.49,7.2999,77.36,28.4,57.8,105.17,142.19,35.82,362.55,125.98,116.17,7.55,38.37,75.53,19.96,60.73,20.2,15.81,39.43,277.0,1767.0,1355.0,138.63,45.8,134.94,58.21,35.57,105.01,105.01,89.28,127.58,68.2
161,2019-12-13 00:00:00+00:00,25.17,141.1,38.52,36.89,85.78,135.28,112.06,47.46,11.5,265.13,54.47,199.17,65.71,89.32,62.45,233.08,13.25,119.05,70.48,48.43,48.43,58.1,53.5,37.28,57.6,18.36,51.38,7.57,22.51,226.72,54.05,16.46,10.5,7.2620000000000005,77.05,28.1,57.6,103.85,142.61,36.16,361.05,123.88,115.93,7.49,38.21,74.97,19.45,61.12,19.95,15.5206,39.52,271.46,1765.0,1347.9,137.03,45.91,134.75,57.55,35.36,105.34,105.34,88.91,125.96,67.4
162,2019-12-12 00:00:00+00:00,24.99,141.32,38.17,36.34,84.78,137.18,111.43,47.37,11.35,260.91,54.38,197.81,65.09,88.98,58.36,235.52,13.43,116.59,68.96,47.0,47.0,57.37,52.76,36.63,56.47,17.55,49.29,7.43,22.51,221.91,53.37,16.01,10.42,7.1,75.81,27.9,56.47,103.6,140.85,35.34,354.92,125.28,116.26,7.4,38.2,75.23,19.02,61.1,19.86,15.22,38.88,267.78,1750.0,1343.21,135.08,44.55,133.7,56.75,34.86,103.54,103.54,86.84,123.8,66.92
163,2019-12-11 00:00:00+00:00,25.1,140.93,38.37,35.98,84.62,136.14,111.54,47.2,10.97,257.94,53.71,198.72,64.97,89.18,58.67,235.0,13.56,117.09,68.74,46.12,46.12,57.33,52.66,36.72,56.02,17.46,48.31,7.28,22.57,222.25,53.74,16.21,10.32,6.97,76.12,27.65,56.02,104.53,141.33,35.13,351.8765,124.79,118.57,7.43,38.02,75.08,18.88,61.36,19.74,14.98,38.82,268.81,1741.67,1348.3,134.25,44.36,134.11,56.91,34.7,101.87,101.87,84.84,121.28,66.48
164,2019-12-10 00:00:00+00:00,25.12,140.8,38.27,36.57,83.88,136.96,111.36,47.14,10.99,258.37,54.21,200.44,63.81,89.25,58.47,234.36,13.68,118.03,69.66,46.13,46.13,57.5,52.63,37.08,56.27,17.58,48.38,7.19,22.38,221.67,53.49,16.15,10.19,6.89,75.07,27.48,56.27,104.54,141.3,35.35,339.96,124.8,118.1,7.44,38.07,75.79,18.73,61.15,19.69,14.81,38.39,268.6,1747.4,1339.94,134.25,43.85,133.92,56.71,34.67,101.84,101.84,85.04,122.19,66.57
165,2019-12-09 00:00:00+00:00,25.2,140.39,38.1,35.83,85.12,137.01,112.83,47.01,10.98,259.14,54.71,204.02,64.22,89.83,58.55,234.94,13.49,116.52,69.08,45.92,45.92,57.37,52.81,37.04,55.74,17.87,48.82,7.25,22.44,224.61,54.17,15.85,10.2,6.916,75.18,27.68,55.74,105.01,143.13,35.45,336.59,125.28,119.96,7.46,38.12,77.7,18.81,60.98,19.7,14.85,38.2,270.0,1750.66,1338.86,135.12,43.89,133.35,56.54,34.85,103.34,103.34,84.0,122.26,65.61
166,2019-12-06 00:00:00+00:00,24.89,139.46,38.28,35.87,85.67,136.68,112.5,47.2,10.9,260.0,54.61,204.7,64.82,89.21,58.2,234.41,13.52,117.09,68.76,45.69,45.69,57.08,52.67,36.97,55.65,17.73,48.69,7.24,21.97,219.95,53.86,15.99,10.13,6.92,75.93,27.66,55.65,105.02,142.35,35.64,335.0,125.17,119.05,7.57,38.29,77.54,18.91,61.0,19.58,15.0,38.22,267.48,1751.2,1332.75,135.51,43.89,132.75,56.66,35.13,102.89,102.89,83.45,121.95,65.34
167,2019-12-05 00:00:00+00:00,24.89,139.35,38.37,36.6,85.12,136.22,111.94,46.66,10.89,257.95,54.87,204.45,65.002,88.86,57.91,233.12,13.39,117.62,68.89,45.6,45.6,56.99,52.79,36.99,55.67,17.34,48.13,7.2,21.72,217.15,53.41,15.86,10.07,6.85,74.65,27.66,55.67,105.37,143.1,35.6,332.83,125.08,118.24,7.54,38.12,78.07,18.95,60.63,19.6,15.09,38.18,263.79,1763.5,1327.0,135.53,44.05,132.99,56.41,34.94,101.45,101.45,82.65,120.57,65.16
168,2019-12-04 00:00:00+00:00,24.67,138.5,38.23,36.66,84.5,135.53,111.15,46.59,11.17,256.38,54.74,203.32,65.61,87.85,57.29,231.65,13.24,116.64,68.25,45.5,45.5,56.82,52.16,37.05,55.41,16.8,48.05,7.06,21.55,213.54,52.6,15.77,10.11,6.765,73.83,27.7,55.41,104.52,144.02,35.74,337.75,123.61,118.3,7.49,37.59,78.05,19.01,60.02,19.32,14.78,38.19,261.07,1774.01,1306.1,135.24,44.52,132.86,56.66,34.81,101.77,101.77,80.92,119.98,65.27
169,2019-12-03 00:00:00+00:00,24.63,136.91,37.96,36.07,83.59,136.04,110.05,45.53,11.0,256.16,54.27,201.42,64.4,87.5,56.77,232.0,13.13,116.2,68.0,45.4,45.4,56.45,51.62,36.86,55.8,16.42,48.02,7.065,21.2,215.43,53.01,15.72,10.05,6.67,73.38,27.41,55.8,103.96,140.51,35.47,332.62,123.74,118.73,7.45,37.2,77.45,18.8,59.99,18.86,14.73,37.64,258.31,1760.0,1278.66,132.86,44.4,132.0,56.86,34.6,99.54,99.54,81.38,117.15,64.4
170,2019-12-02 00:00:00+00:00,25.05,137.72,38.79,36.58,85.57,136.02,111.2,46.22,11.31,258.09,55.03,205.0,64.77,87.87,57.29,233.71,13.15,117.98,68.5,45.67,45.67,57.63,52.36,37.52,56.01,17.11,48.78,7.23,21.42,220.97,54.31,15.75,10.15,6.805,75.42,27.52,56.01,104.67,141.35,36.01,329.4,124.35,118.49,7.61,37.48,78.58,19.47,60.2,19.25,14.85,37.82,267.27,1804.4,1302.56,134.93,45.25,134.45,58.55,35.45,101.42,101.42,83.98,120.12,63.46
171,2019-11-29 00:00:00+00:00,24.9,137.6,38.54,36.69,85.3,136.53,112.24,46.57,11.28,258.96,54.92,205.0,64.23,88.8,57.65,234.61,13.23,117.28,68.33,46.41,46.41,57.47,52.52,37.32,56.3,17.23,49.11,7.26,21.66,220.88,54.07,16.25,10.27,6.81,75.43,27.76,56.3,104.02,140.15,36.05,331.11,125.03,117.67,7.63,37.74,78.88,19.73,60.16,19.29,15.3331,38.3,266.6,1817.78,1306.6,135.46,45.24,133.6,58.15,35.69,100.03,100.03,84.51,121.15,63.26
172,2019-11-27 00:00:00+00:00,24.88,137.16,38.38,36.55,85.97,134.73,111.38,46.24,11.39,255.22,54.21,202.48,64.76,88.13,58.23,233.33,13.3,117.99,68.76,47.19,47.19,58.0,52.98,38.13,57.34,17.43,49.79,7.35,21.5,223.45,54.15,16.07,10.26,6.89,75.84,27.72,57.34,105.54,141.49,36.01,331.12,124.26,117.75,7.4,37.44,78.47,19.99,60.01,19.24,15.15,39.15,265.58,1801.0,1315.42,134.93,45.36,135.35,58.53,35.8,100.09,100.09,85.16,119.91,63.28
173,2019-11-26 00:00:00+00:00,25.15,136.47,38.54,36.85,84.65,133.74,112.0,45.97,11.62,254.07,56.24,204.09,64.58,87.48,58.7,233.17,13.25,118.34,68.92,47.63,47.63,58.4,53.45,38.29,57.38,17.41,49.42,7.31,21.38,222.68,54.11,16.3,10.28,6.88,75.84,27.76,57.38,104.81,141.98,35.7,335.27,124.06,115.79,7.41,37.28,78.0,20.26,59.55,19.4,15.2891,39.43,266.94,1779.92,1309.91,135.41,45.53,136.15,58.95,35.675,99.87,99.87,85.25,119.04,63.0
174,2019-11-25 00:00:00+00:00,25.11,137.06,38.48,36.94,83.91,134.16,111.23,45.64,11.66,250.31,55.99,202.36,63.63,87.2,58.51,233.87,13.33,118.43,69.3106,47.51,47.51,58.87,53.95,38.52,57.21,17.36,48.34,7.36,20.68,220.89,54.53,16.11,10.23,6.9,74.93,27.63,57.21,104.79,140.75,35.45,344.32,123.79,115.26,7.44,37.9,78.74,20.22,59.83,19.44,15.52,39.57,262.71,1753.25,1296.26,135.79,45.0,134.47,58.0,36.49,99.28,99.28,85.76,117.79,61.71
175,2019-11-22 00:00:00+00:00,25.14,136.65,37.79,36.9,83.95,133.63,110.85,45.49,11.49,249.12,55.33,202.53,63.47,87.25,57.67,235.42,13.14,119.06,69.71,47.35,47.35,58.94,54.48,38.76,56.76,16.77,46.86,7.37,20.47,218.0,53.9,16.12,10.2,6.95,74.1,27.76,56.76,104.56,143.1,35.27,340.16,123.38,113.84,7.46,37.75,77.95,19.95,59.66,19.02,15.54,39.45,262.59,1739.02,1303.0,136.23,45.15,134.19,58.34,34.96,99.66,99.66,85.29,116.73,61.64
176,2019-11-21 00:00:00+00:00,25.36,135.94,37.21,36.62,83.72,134.3,111.57,45.45,11.33,247.11,55.42,204.0,63.62,87.54,57.37,235.73,13.11,117.61,68.02,47.1,47.1,58.56,54.14,38.6,56.45,16.07,46.97,7.37,20.16,218.6,53.84,16.08,10.19,6.9,74.08,27.6,56.45,105.97,142.1,35.53,354.51,123.92,115.13,7.39,37.03,77.84,19.64,59.61,19.1,15.4579,39.3,263.69,1743.0,1299.25,135.44,45.13,133.4,57.49,34.92,98.25,98.25,84.79,116.2,61.1
177,2019-11-20 00:00:00+00:00,25.59,135.11,37.57,36.93,84.34,133.3,111.41,45.43,11.44,246.7,55.31,207.06,63.19,86.98,57.63,233.34,13.14,116.41,67.67,47.18,47.18,58.43,53.61,38.46,56.42,16.12,47.43,7.27,19.69,218.36,53.73,16.21,10.25,6.91,74.63,27.6,56.42,104.98,141.75,36.21,360.0,123.77,113.68,7.35,37.09,76.85,19.56,59.49,19.42,15.38,39.59,265.54,1749.14,1311.36,135.29,45.69,134.06,58.26,35.02,96.12,96.12,87.82,117.25,61.72
178,2019-11-19 00:00:00+00:00,25.52,135.0,37.43,37.36,84.62,132.63,112.49,45.65,11.43,244.62,56.24,205.66,63.65,87.04,58.44,232.09,13.21,118.5,68.4,47.39,47.39,59.66,54.4,39.28,56.28,16.57,48.36,7.36,20.45,220.56,54.1,16.42,10.28,6.93,74.97,27.89,56.28,104.8,143.56,36.67,351.75,123.2,113.44,7.5,38.92,78.2,19.85,59.43,19.7,15.98,40.69,267.9,1756.99,1326.63,137.01,45.39,134.88,58.48,35.22,97.21,97.21,91.25,118.48,62.24
179,2019-11-18 00:00:00+00:00,25.28,134.22,37.39,36.8,85.71,131.43,113.28,45.11,11.41,248.69,56.14,206.25,63.06,88.9,59.01,231.98,13.28,119.82,68.7,47.7,47.7,59.42,54.29,39.13,56.82,16.38,48.55,7.26,20.04,219.73,53.84,16.14,10.16,6.83,74.29,27.73,56.82,103.78,143.3,36.68,352.9165,124.0,112.45,7.41,39.3,76.87,19.8,59.46,19.7,15.99,39.72,265.8,1738.3,1332.34,134.2,44.98,134.3,57.7,35.14,97.43,97.43,90.81,117.92,63.01
180,2019-11-15 00:00:00+00:00,25.12,131.25,36.63,36.23,84.67,131.74,109.94,45.1,11.34,250.11,54.93,204.38,63.39,88.64,57.38,230.42,13.27,121.22,68.71,47.3,47.3,59.3,54.19,39.05,56.68,16.61,47.89,7.3,20.03,220.0,53.78,15.78,10.22,6.92,74.34,27.79,56.68,103.11,144.01,37.0,350.64,123.59,112.95,7.42,39.13,77.56,19.92,59.48,19.56,15.5,39.34,263.68,1760.05,1315.05,134.27,45.07,134.39,58.17,35.38,98.85,98.85,92.6,118.57,62.0
181,2019-11-14 00:00:00+00:00,25.02,131.03,36.56,36.28,84.09,132.17,109.95,44.34,11.18,247.22,54.85,201.72,63.09,87.7,57.84,228.0,13.36,121.85,68.86,47.68,47.68,59.49,54.22,39.26,56.98,16.39,47.07,7.29,19.56,218.79,53.22,15.49,10.11,6.84,73.61,27.62,56.98,103.27,143.5,37.1,346.11,122.81,112.51,7.36,38.97,77.38,20.65,58.93,19.65,15.5823,39.33,263.75,1751.43,1295.0,134.15,45.56,134.13,57.61,34.56,96.2,96.2,90.31,118.19,62.01
182,2019-11-13 00:00:00+00:00,25.02,131.04,36.95,36.09,83.96,131.93,108.7,43.99,11.29,242.06,53.81,200.01,62.9,88.0,56.83,224.9,13.32,120.46,69.02,48.12,48.12,59.84,54.1,39.27,57.31,16.77,46.96,7.36,19.93,218.39,53.81,15.45,10.11,6.82,74.25,27.73,57.31,102.05,144.49,38.4,355.0,120.64,112.0,7.38,39.19,77.63,20.87,59.15,19.68,15.48,40.45,261.13,1773.39,1293.18,134.47,48.24,135.39,57.87,34.85,96.62,96.62,90.7,118.06,62.58
183,2019-11-12 00:00:00+00:00,25.32,132.0,36.83,36.66,83.66,131.26,108.52,43.89,11.29,241.76,53.64,199.65,62.86,87.8,57.01,222.19,13.4,121.29,70.27,49.1,49.1,60.25,54.54,39.36,58.57,17.22,48.05,7.62,20.37,218.56,53.75,16.01,10.27,6.8825,75.55,27.79,58.57,102.63,144.77,38.74,346.9,120.71,114.34,7.59,39.35,79.62,21.35,59.91,19.51,15.77,41.29,261.55,1774.66,1298.57,135.73,48.29,135.87,58.4,35.29,96.41,96.41,92.18,118.18,62.0
184,2019-11-11 00:00:00+00:00,25.14,132.27,36.91,36.95,83.31,131.48,107.72,44.16,11.4,243.39,53.2,199.57,62.23,89.98,57.01,222.36,13.48,120.2,70.21,49.39,49.39,59.78,54.38,38.8,58.74,16.97,47.94,7.53,20.27,220.9,53.79,16.05,10.28,6.769,75.45,27.6,58.74,100.37,144.95,38.6,343.95,120.66,114.18,7.59,39.26,80.59,20.54,59.3,19.8,15.95,41.55,258.3,1778.0,1304.0,135.96,48.01,137.2,57.97,35.02,97.55,97.55,91.71,119.07,61.4
185,2019-11-08 00:00:00+00:00,25.0,131.3,36.88,37.9,83.33,131.79,107.12,43.91,11.23,244.0,52.95,200.77,62.41,91.7,57.09,223.1,13.33,120.97,71.61,50.35,50.35,60.13,54.25,39.15,59.64,17.0,48.12,7.65,20.03,223.0,53.83,16.21,10.53,6.65,75.48,27.77,59.64,100.31,144.0,38.42,334.5,121.42,113.36,7.61,39.34,81.8,20.86,60.05,19.65,15.9213,42.48,258.69,1787.89,1301.52,135.39,48.42,137.58,57.85,34.74,96.91,96.91,89.98,119.7,60.25
186,2019-11-07 00:00:00+00:00,25.15,131.73,37.4,37.88,83.13,131.59,107.35,44.34,11.1,251.19,54.24,202.26,62.74,93.0,57.26,226.62,13.46,121.13,72.03,50.77,50.77,60.24,54.81,39.4,59.78,17.08,47.37,7.8,20.34,220.77,53.78,16.65,10.63,6.82,75.41,27.94,59.78,100.44,142.7,38.6,329.14,123.33,113.28,7.51,39.29,82.4,20.94,60.26,19.4,15.9422,43.23,258.74,1803.76,1294.28,134.7,48.61,137.87,58.0,35.51,99.29,99.29,89.83,120.94,60.41
187,2019-11-06 00:00:00+00:00,24.92,130.42,37.61,37.43,82.5,130.98,105.76,43.85,10.93,246.68,51.49,200.01,59.66,93.2,57.8,227.5,13.85,121.94,72.73,50.8,50.8,60.29,54.62,39.77,59.85,16.21,47.07,7.68,19.73,218.01,53.29,16.19,10.59,6.6975,74.42,27.71,59.85,98.16,140.63,38.37,318.0,123.9,112.97,7.49,39.25,81.6,20.99,59.7,18.8,15.9076,42.97,256.77,1801.0,1290.09,134.86,47.81,138.0,57.49,35.63,98.68,98.68,85.34,119.67,61.04
188,2019-11-05 00:00:00+00:00,24.92,130.53,38.03,37.61,82.87,129.31,106.94,44.09,10.92,254.96,52.0,205.27,59.79,93.04,57.41,227.41,13.76,121.23,72.04,50.32,50.32,60.15,54.75,40.01,58.94,16.57,47.35,7.7,20.05,220.8,52.74,16.6,10.69,6.64,75.19,27.74,58.94,98.92,140.88,38.61,319.62,124.61,110.9,7.52,38.81,81.06,20.67,59.7,19.61,15.88,42.8,257.05,1809.16,1291.2,133.57,47.59,137.8,57.47,35.5,98.13,98.13,85.2,121.1,61.56
189,2019-11-04 00:00:00+00:00,24.95,131.8,38.71,37.25,83.04,131.9,109.0,44.5,10.42,260.66,50.65,206.0,60.04,94.34,58.31,235.23,13.8,117.23,70.07,49.72,49.72,59.67,54.19,39.47,58.45,16.21,47.26,7.63,19.94,219.7,52.58,16.35,10.49,6.62,74.94,27.92,58.45,99.73,140.03,38.35,314.8,126.73,112.19,7.7,39.1,82.7,20.62,59.68,19.41,16.22,43.14,257.33,1801.01,1276.11,134.99,47.5,136.24,56.9303,35.25,96.35,96.35,84.54,119.92,61.8
190,2019-11-01 00:00:00+00:00,25.0,132.05,38.69,36.7,84.09,132.91,109.2,44.25,10.08,257.7,49.75,217.89,58.4,94.3,58.44,238.69,13.61,115.49,68.39,48.32,48.32,58.22,52.93,38.32,57.5,15.24,45.78,7.33,19.62,215.26,52.13,16.01,10.44,6.5,72.25,27.47,57.5,100.46,139.62,37.21,316.32,127.52,112.64,7.67,38.95,83.09,20.37,61.29,19.31,15.9,42.94,249.54,1788.01,1265.8,133.93,46.85,134.5,55.94,35.5,97.12,97.12,81.59,119.19,61.27
191,2019-10-31 00:00:00+00:00,24.98,132.38,38.39,36.01,83.77,133.32,108.39,43.68,10.05,255.58,49.88,216.62,58.15,93.9,58.38,235.52,13.56,115.86,67.46,48.83,48.83,58.29,52.64,38.24,57.36,14.84,45.15,7.33,19.21,215.15,51.77,16.02,10.24,6.43,72.36,27.35,57.36,99.74,138.7,37.62,313.1,127.16,113.17,7.63,38.21,83.35,20.33,60.8,19.04,16.15,42.92,247.24,1775.99,1260.0,132.73,47.6,135.11,56.33,35.69,96.62,96.62,81.44,117.65,61.08
192,2019-10-30 00:00:00+00:00,24.78,133.3,38.41,35.87,83.32,134.2,107.55,43.29,9.78,254.09,50.48,214.99,57.8085,93.65,57.54,233.33,13.33,118.18,68.37,50.11,50.11,59.95,52.88,38.55,58.35,15.14,45.47,7.5,19.47,217.02,51.88,15.85,10.34,6.44,72.75,27.26,58.35,98.69,137.42,38.26,313.0,127.8,113.38,7.59,38.39,81.57,20.19,60.46,18.59,15.98,42.95,244.76,1759.12,1255.15,132.26,47.3,133.83,56.32,36.15,94.25,94.25,82.1,119.73,60.2
193,2019-10-29 00:00:00+00:00,24.6,129.7,38.0,34.54,82.45,131.69,105.92,42.6,9.01,246.92,50.14,213.15,58.51,93.79,56.51,232.27,13.41,117.97,68.48,52.0,52.0,59.5,52.59,38.32,59.49,15.79,45.48,8.05,19.27,217.22,51.5,16.21,10.34,6.545,73.14,27.1,59.49,98.41,138.2,37.6,319.99,124.0,113.22,7.65,38.49,81.24,20.38,60.11,18.6,16.16,43.57,248.97,1774.81,1276.0,131.85,47.0,135.42,56.37,35.9,96.72,96.72,82.75,120.52,58.86
194,2019-10-28 00:00:00+00:00,24.55,128.62,36.86,33.23,81.8,134.43,105.45,43.18,9.02,245.75,50.04,211.64,58.35,95.03,57.75,236.5,13.21,119.08,69.46,52.63,52.63,60.09,53.12,39.78,60.03,15.76,45.57,8.02,19.4,216.32,51.94,15.86,10.35,6.55,73.73,27.26,60.03,98.67,137.95,37.21,327.54,128.07,112.55,7.87,38.3,82.01,20.49,60.45,18.4,15.97,44.71,247.42,1748.06,1275.0,132.57,47.15,136.0,56.38,35.82,97.0,97.0,80.55,121.06,58.85
195,2019-10-25 00:00:00+00:00,24.54,127.83,36.4,32.77,81.45,135.2,105.59,43.93,8.92,245.9,49.7,211.37,57.55,96.27,57.82,237.62,13.44,117.77,68.9,51.94,51.94,59.27,52.48,39.05,59.29,15.2,45.67,7.89,19.11,210.18,51.08,16.33,10.29,6.525,71.97,27.13,59.29,99.91,138.22,35.78,297.72,129.44,110.1,7.88,36.94,81.68,20.46,60.6,18.46,16.05,44.26,243.16,1697.55,1252.0,131.35,46.54,134.12,54.19,35.55,95.54,95.54,79.0,118.51,58.23
196,2019-10-24 00:00:00+00:00,24.56,130.42,36.75,32.97,81.59,134.7,105.73,43.77,9.12,252.89,50.17,210.91,57.8,96.05,59.33,236.0,13.3,118.47,69.96,51.93,51.93,60.02,53.07,39.6,59.25,15.15,48.15,8.01,19.3,211.61,50.66,16.12,10.32,6.53,72.55,27.14,59.25,102.0,137.9,36.62,298.37,129.42,110.71,7.95,37.69,81.25,20.73,60.88,18.77,16.25,44.94,244.51,1771.09,1259.11,131.47,47.23,134.83,52.09,35.77,96.16,96.16,78.06,118.81,59.15
197,2019-10-23 00:00:00+00:00,24.51,129.66,36.31,32.64,80.69,130.56,105.38,43.21,8.98,252.28,50.43,210.74,57.63,95.53,59.04,237.55,13.05,117.4,68.96,51.2,51.2,59.05,52.45,38.88,58.77,15.34,47.66,7.96,18.86,209.22,50.72,15.7,10.16,6.53,71.9,27.14,58.77,99.73,136.75,36.25,254.5,128.68,108.85,8.0,38.01,81.44,20.81,60.6,19.44,16.2,44.9,242.1,1761.3,1240.21,130.91,47.47,133.52,51.37,38.67,94.43,94.43,77.21,116.8,58.77
198,2019-10-22 00:00:00+00:00,24.66,128.76,36.41,31.94,81.81,137.0,106.93,43.69,8.77,254.39,50.49,215.6,57.11,95.5,58.68,233.79,13.42,116.63,68.78,51.33,51.33,58.57,52.3,38.64,58.79,14.87,47.83,8.04,18.44,209.59,50.44,16.01,10.2,6.5,71.72,27.01,58.79,98.06,136.6,35.77,254.32,129.67,110.29,7.9,37.82,82.53,20.72,61.23,19.69,17.24,45.18,241.16,1788.15,1244.48,133.31,47.5,132.55,51.9,39.23,94.17,94.17,78.93,130.27,59.48
199,2019-10-21 00:00:00+00:00,24.52,128.67,36.65,34.44,83.14,136.99,108.45,43.77,8.99,257.11,51.13,216.25,56.98,95.16,58.58,232.41,13.44,115.55,67.82,51.5,51.5,57.9,51.94,38.08,58.65,15.2,47.63,8.15,19.08,208.67,50.28,15.94,10.11,6.55,70.52,27.08,58.65,99.25,136.42,36.44,258.33,127.82,110.47,7.93,38.42,81.77,20.78,61.01,19.72,15.75,45.91,237.52,1769.66,1248.7,132.98,47.14,132.61,51.52,38.96,95.48,95.48,78.38,130.74,59.44
200,2019-10-18 00:00:00+00:00,24.35,133.31,36.43,34.19,82.41,135.46,108.47,43.38,9.0099,256.66,51.07,215.7,55.51,94.95,57.76,231.19,13.3,115.14,67.87,51.47,51.47,58.0,51.77,37.62,58.6,14.67,47.43,7.94,18.62,204.99,49.35,15.94,10.08,6.37,69.32,26.75,58.6,98.38,135.92,36.09,260.7,128.18,109.4,7.8,37.81,81.14,20.62,60.35,19.8,15.94,45.93,234.59,1787.8,1254.69,129.78,47.1,134.22,51.75,39.21,96.05,96.05,78.62,129.79,59.8
201,2019-10-17 00:00:00+00:00,24.27,135.96,36.49,34.38,81.52,134.64,108.63,43.15,8.92,254.0,49.19,215.75,55.17,95.11,57.8,229.27,13.4,115.62,68.48,52.04,52.04,58.19,51.61,37.71,58.94,14.59,47.66,7.96,19.39,208.29,49.98,15.79,10.16,6.39,70.03,26.84,58.94,98.04,136.18,36.81,262.5,129.22,110.49,7.88,37.86,80.45,20.72,60.23,19.72,15.72,45.82,235.09,1796.49,1251.4,129.95,47.15,135.0,52.635,39.16,96.71,96.71,78.7,130.9,60.03
