Unnamed: 0,Date,EVT,SHL,BAS,BAYN,JNJ,PFE,FMS,FRE.DE,ABT,KMB,MDT,PHG,GE,BDX,CAH,SYK,SIEGY,EOAN.DE,RWE.DE,DUK,ENGI.PA,NGG,NEE,EDF,CVX,XOM,PTR_x,PTR_y,RDS-A,LUK,ROSN,TOT,BP,SNP,TKA.DE,MT,NISTF,PKX,SHE:000709,SHA:600019,SHE:002075,DB,CMC,NCB,GS,BRYN,WFC,JPHLF,CICHY,ACGBY,CRARY,BACHF,C,DAX,TDXP,INDU,NDAQ,NKY,TM,GM,HYMTF,BMW.DE,NSU,VOW.DE,DAI.DE,CON,TSLA,DTE,DRI,TEF,O2D.DE,T,TMUS,VOD,CTM,VZ,NTT.F,SFTBY,AMOV,CHA,AAPL,AMZN,GOOGL,CCCMF,IFX.DE,SAP,CSCO,IBM,INL,INTC,MSF,EBAY_x,EBAY_y,QCOM,TXN,SNE
0,2020-08-11 00:00:00+00:00,20.15,156.0,,0.0,149.14,38.56,43.6,39.27,100.43,157.88,101.7,52.48,6.87,259.29,53.36,189.26,69.016,9.948,33.78,84.99,11.895,59.06,283.98,7.41,91.95,45.5,35.13,35.13,32.49,,0.815,40.65,24.23,44.79,7.49,12.59,8.29,43.56,2.24,4.93,12.23,9.64,23.0,15.45,212.72,0.0331,25.29,7.35,14.95,8.77,5.25,0.38,54.45,28.53,5.0,4.0,132.0,,135.0,28.47,37.0,56.31,,147.4,41.265,,1396.0,120.94,83.43,4.35,2.329,30.41,116.08,15.64,695.6,59.3,20.17,30.5425,12.7397,30.17,447.875,3113.2,1494.0,57.25,21.86,161.94,47.9,128.76,,49.63,,54.21,54.21,106.2,136.81,79.92
1,2020-08-10 00:00:00+00:00,19.9,161.0,,0.0,148.86,38.55,42.73,39.48,100.94,157.61,100.18,52.24,6.43,259.5,52.58,191.39,68.24,9.948,33.38,87.19,11.685,59.24,288.29,7.25,87.94,43.99,34.77,34.77,31.23,,0.815,39.18,23.33,44.04,7.1,11.76,8.29,41.81,2.22,4.88,12.2,9.35,21.99,15.38,209.59,0.033,25.22,7.35,14.45,8.78,4.96,0.3665,52.29,28.01,5.0,4.18,133.51,,130.0,26.91,36.5,55.4,,145.2,40.92,,1448.0,119.4,79.75,4.2,2.302,30.05,115.06,15.28,695.6,58.65,19.7,30.62,12.6,29.44,450.4,3170.31,1490.8,57.25,21.97,159.62,47.16,125.42,,48.2,,55.22,55.22,108.6,133.22,80.45
2,2020-08-07 00:00:00+00:00,19.56,,,0.0,147.51,38.3,42.58,39.14,101.6999,156.5,96.73,52.31,6.29,260.2,52.62,188.48,68.52,9.902000000000001,32.97,83.79,11.585,58.19,282.84,7.26,86.88,43.23,35.03,35.03,30.67,,0.597,38.55,22.62,44.16,7.0360000000000005,11.59,8.29,41.19,2.26,4.93,12.21,9.02,21.49,15.23,203.48,0.027000000000000003,24.13,7.35,14.52,8.6868,4.91,0.337,50.52,27.93,5.0,3.94,129.84,,130.0,26.48,31.09,55.16,,145.3,40.535,,1499.5365,115.9,76.0,4.11,2.27,29.74,113.24,15.38,695.6,57.82,19.575,30.925,11.5,29.57,452.82,3224.01,1509.04,57.25,21.6,161.28,47.33,123.5,,48.53,,55.34,55.34,110.01,133.74,80.5
3,2020-08-06 00:00:00+00:00,19.63,159.0,,0.0,148.4,38.77,43.27,40.07,101.52,155.67,96.82,52.5,6.33,266.0,52.5,187.57,67.35,9.9,32.93,83.27,11.745,58.58,283.03,7.29,86.4299,43.4,35.99,35.99,31.13,,0.825,39.31,23.38,44.61,7.138,12.03,8.29,42.12,2.25,4.94,11.67,9.17,21.63,15.3383,205.0,0.027000000000000003,24.2,7.35,14.88,8.85,4.9,0.3402,50.75,28.005,5.0,3.87,129.78,,128.58,26.17,30.0,55.98,,145.6,40.7,,1490.83,115.36,75.13,4.16,2.331,29.71,107.32,15.27,665.3,57.5,19.515,30.87,12.54,29.89,441.62,3194.36,1476.15,57.25,21.9,160.63,47.23,125.0,,48.79,,55.99,55.99,111.23,132.59,80.86
4,2020-08-05 00:00:00+00:00,19.72,154.0,,0.0,149.1,38.47,43.04,42.34,99.97,155.73,96.81,52.7,6.17,280.3,58.64,190.15,66.37,10.0,32.75,84.72,11.78,60.35,285.22,7.32,88.14,44.15,35.79,35.79,31.96,,0.825,39.96,24.51,44.64,6.89,11.94,8.29,41.15,2.26,4.99,10.73,9.34,21.96,15.185,203.17,0.027000000000000003,24.4,7.35,14.99,8.85,4.99,0.31,50.5,28.05,5.0,3.89,130.3,,125.67,26.2,29.0,56.5,,144.8,40.455,,1492.99,116.18,77.47,4.32,2.388,30.15,108.74,15.57,668.9,58.16,19.615,31.14,12.59,30.42,437.51,3143.77,1476.82,57.25,22.235,162.07,47.67,126.73,,49.72,,56.47,56.47,111.0,130.5,81.7
5,2020-08-04 00:00:00+00:00,19.53,,,0.0,146.99,38.31,44.27,43.13,100.16,152.0,96.9,52.28,6.1,283.03,57.76,190.5,65.03,10.12,32.94,83.5,11.915,59.37,278.71,7.13,84.48,42.34,34.47,34.47,30.85,,0.825,38.73,23.37,43.26,6.792000000000001,11.28,8.29,40.34,2.28,5.0,11.18,9.16,21.22,15.255,199.35,0.0286,24.2,7.35,14.79,8.98,4.9,0.3306,50.23,27.665,5.0,3.85,130.53,,122.93,25.87,24.86,57.09,,140.4,39.8,,1495.01,113.68,74.71,4.32,2.37,29.6,106.63,15.36,680.0,57.2,19.915,32.16,12.5471,29.63,436.53,3101.21,1486.71,57.25,22.5,158.65,47.01,123.82,,48.6,,56.2721,56.2721,109.49,129.04,83.56
6,2020-08-03 00:00:00+00:00,19.34,160.0,,0.0,146.39,38.61,44.52,42.5,101.08,151.59,96.94,52.4,6.14,282.97,55.55,193.0,64.98,9.96,32.1,84.67,11.44,59.4,281.14,7.1,83.98,42.05,34.07,34.07,29.96,,0.8399,37.86,21.97,42.75,6.57,11.23,8.29,40.15,2.25,4.95,10.83,9.06,20.87,15.24,198.49,0.0286,24.25,7.35,14.41,8.74,4.835,0.335,50.56,27.74,5.0,3.77,131.84,,119.62,25.06,24.86,54.7,,134.0,37.52,,1449.2,115.31,76.22,4.24,2.3280000000000003,29.945,107.98,15.29,670.0,57.87,19.56,32.45,12.67,29.84,432.8,3180.51,1491.0,57.25,21.39,160.78,47.14,123.5,,48.27,,55.69,55.69,107.4,128.15,78.71
7,2020-07-31 00:00:00+00:00,19.61,,,0.0,146.66,38.67,44.47,42.46,101.21,151.09,96.42,52.99,6.25,274.07,56.43,195.46,64.81,10.01,31.95,84.05,10.855,59.77,280.92,7.19,83.25,41.16,34.54,34.54,30.81,,0.64,37.48,22.19,42.88,6.513999999999999,11.09,8.29,40.54,2.24,4.93,10.78,9.14,21.0,14.93,199.84,0.033,24.5,7.35,14.68,8.775,4.85,0.335,50.26,27.63,5.0,3.88,130.7,,120.0,25.12,25.0,56.12,,138.0,38.65,,1515.0,114.48,78.48,4.37,2.3409999999999997,29.51,105.63,15.7,663.0,56.85,19.97,31.74,12.856,29.68,411.535,3244.0,1497.05,57.25,20.965,160.67,46.3852,122.71,,48.13,,55.06,55.06,105.66,128.35,76.98
8,2020-07-30 00:00:00+00:00,19.44,164.0,,0.0,147.44,38.28,43.36,44.48,100.98,152.01,97.21,52.3,6.5,273.34,56.81,198.25,64.6,10.175,32.93,84.31,11.235,58.85,280.14,6.98,88.43,43.13,34.72,34.72,31.23,,0.84,38.49,22.8,43.62,6.7,11.01,9.28,41.1,2.24,4.97,10.88,8.68,20.57,14.72,199.5,0.0332,25.19,7.35,14.63,8.9,4.82,0.34,51.11,27.47,5.0,3.59,129.61,,122.0,25.13,28.0,58.0,,145.0,39.89,,1488.0,114.01,77.2,4.42,2.31,29.47,104.72,15.54,663.0,57.21,20.45,32.17,12.94,29.25,376.75,3014.0,1497.97,57.25,21.545,158.16,46.13,123.71,,47.83,,54.0,54.0,102.42,128.45,77.46
9,2020-07-29 00:00:00+00:00,19.5,164.0,,0.0,146.39,39.3,45.55,44.24,100.18,150.77,96.83,53.67,6.99,273.72,56.88,196.76,67.0,10.21,32.87,84.53,11.145,59.77,280.24,7.0,89.48,43.71,35.27,35.27,32.36,,0.51,37.97,22.96,44.24,6.944,11.32,9.28,41.9,2.22,4.91,10.56,8.98,20.0,14.905,201.7,0.0332,25.45,7.35,15.03,8.995,5.05,0.3472,51.17,28.42,5.0,3.55,128.77,,123.38,27.04,28.5,59.86,,147.9,39.965,,1501.0,114.97,76.69,4.49,2.354,29.67,105.22,15.87,663.0,57.37,20.45,32.102,13.49,29.54,375.0,3030.99,1505.0,57.25,21.655,163.84,46.4,124.56,,49.49,,55.19,55.19,92.08,130.93,77.63
10,2020-07-28 00:00:00+00:00,19.41,170.0,,0.0,147.4,38.54,45.14,44.35,100.14,147.7,96.17,52.67,6.7,274.55,57.34,197.72,66.17,10.195,32.57,81.25,10.79,58.04,277.2,6.99,90.47,43.91,35.4,35.4,32.3,,0.53,38.06,22.95,44.41,7.004,11.52,9.28,41.68,2.22,4.91,10.7,9.4,20.44,14.88,201.91,0.0261,25.33,7.35,15.06,8.94,5.07,0.33,51.02,28.28,5.0,3.7,129.56,,126.0,25.78,28.0,59.97,,149.3,40.09,,1504.0,112.14,74.8,4.39,2.474,29.26,105.0,15.31,660.0,57.05,20.45,31.1,13.275,29.8,377.47,3054.27,1525.0,57.25,22.42,161.82,46.98,125.82,,49.48,,57.11,57.11,92.171,130.9,78.5
11,2020-07-27 00:00:00+00:00,19.7,169.0,,0.0,147.37,37.36,45.12,44.4,98.55,147.13,96.31,52.59,6.84,270.26,56.27,198.0,66.36,10.28,32.61,82.5,10.885,58.28,281.0,6.95,89.76,43.23,36.09,36.09,32.44,,0.54,38.37,22.99,44.68,7.1,11.44,9.28,40.9,2.21,4.93,10.55,9.53,20.34,14.76,200.1,0.033,26.02,7.35,15.38,8.98,5.0542,0.335,51.46,28.17,5.0,3.63,130.69,,126.835,25.88,29.0,60.1,,150.6,40.24,,1435.0,114.37,78.13,4.46,2.46,29.5,104.53,15.45,700.0,57.0,20.45,30.85,12.93,29.89,374.84,3062.0,1513.26,57.25,21.72,162.28,46.66,124.86,,51.03,,55.7313,55.7313,90.0225,130.35,77.67
12,2020-07-24 00:00:00+00:00,19.75,,,0.0,150.5,38.03,44.54,45.5,100.21,147.77,96.43,51.81,7.02,272.54,56.75,194.91,65.445,10.375,33.42,84.35,11.0,57.84,282.88,6.94,91.48,43.88,37.04,37.04,32.3,,0.53,38.01,22.98,44.7,6.936,11.5,9.28,40.11,2.27,5.03,11.31,9.68,20.47,14.78,203.0,0.0296,26.47,7.35,15.36,8.915,5.1396,0.35,52.1,27.935,5.0,3.68,131.29,,125.37,26.6,27.0,60.6,,151.3,40.01,,1416.01,115.4,76.09,4.55,2.505,29.8,104.52,15.67,700.0,56.35,20.45,30.54,12.93,29.2,363.95,2930.0,1499.19,57.25,21.72,157.46,47.49,126.48,,52.15,,55.02,55.02,89.21,129.75,75.85
13,2020-07-23 00:00:00+00:00,19.98,173.0,,0.0,150.21,39.23,45.61,46.2,100.28,145.44,97.61,52.37,7.06,274.1,56.27,194.76,66.21,10.61,33.82,84.06,11.34,57.38,280.0,6.89,90.5,43.4,36.29,36.29,32.45,,0.53,37.5,23.11,44.53,7.05,11.6,9.28,40.95,2.28,5.06,11.66,9.64,20.51,14.8217,205.1,0.0334,26.16,7.35,15.35,9.1,5.17,0.34,51.45,28.53,5.0,3.66,134.2,,125.97,26.44,28.9,60.8,,150.3,40.0,,1678.95,114.21,76.5,4.64,2.53,30.15,105.21,16.4,681.1,55.81,20.5,30.94,13.64,29.04,387.9935,3098.2713,1565.93,57.25,23.115,163.67,46.975,129.1,,61.255,,56.44,56.44,92.91,133.0,77.48
14,2020-07-22 00:00:00+00:00,19.96,173.0,,0.0,149.93,38.23,45.39,45.53,98.11,143.78,96.77,51.82,6.99,271.71,56.0,192.0,66.79,10.67,33.73,82.0,11.29,57.09,276.47,7.05,89.95,44.15,35.88,35.88,32.92,,0.54,38.22,23.62,44.1,7.132000000000001,11.42,9.28,40.69,2.31,5.16,11.61,9.88,20.15,14.96,210.5,0.0348,26.13,7.35,15.5,9.15,5.2,0.345,51.54,28.56,5.0,3.69,133.01,,125.76,25.87,29.0,60.71,,151.2,39.355,,1599.0,110.77,74.82,4.75,2.5269999999999997,30.16,105.66,16.57,681.1,55.84,20.51,30.06,13.55,29.15,386.77,3125.0,1555.71,57.25,23.005,164.86,47.0161,125.9,,61.31,,56.67,56.67,92.74,134.6,77.27
15,2020-07-21 00:00:00+00:00,19.81,158.0,,0.0,149.6,36.94,45.02,44.94,98.88,143.95,96.52,52.3,6.94,269.73,53.54,191.73,66.43,10.665,33.61,81.5,11.41,57.34,273.92,6.85,86.47,43.15,34.81,34.81,32.85,,0.5,38.09,23.41,42.89,7.13,11.65,9.28,39.62,2.33,5.18,11.95,9.81,20.29,14.78,212.25,,24.75,,15.78,9.15,5.25,0.36,50.9,28.43,,3.6,130.69,,127.23,26.17,25.0,60.0,,149.9,39.51,,1639.93,108.54,75.29,4.74,2.533,29.89,106.35,16.69,724.0,55.84,20.5,29.95,13.26,29.13,396.69,3232.49,1585.03,,23.12,163.0,47.28,131.16,,61.52,,59.08,59.08,93.55,137.09,78.25
16,2020-07-20 00:00:00+00:00,19.84,148.0,,,150.23,37.49,44.15,44.19,100.0,144.47,98.22,52.67,7.01,267.98,53.26,192.46,64.88,10.485,32.85,82.05,11.14,56.73,275.5,6.96,86.83,43.21,34.4,34.4,32.79,,0.64,38.15,23.23,42.87,6.98,11.52,9.28,38.65,2.21,4.89,11.63,10.02,20.2,14.75,210.73,0.027000000000000003,24.72,,15.9,9.32,5.12,0.37,49.99,27.92,,3.77,128.33,,127.18,26.21,26.8,59.59,,148.5,39.2,,1519.01,111.18,76.83,4.75,2.525,30.18,105.4,16.43,,56.28,20.43,29.46,12.78,29.2,385.67,3000.2,1515.0,,22.38,157.69,46.67,126.07,,60.08,,58.71,58.71,92.19,134.2,77.18
17,2020-07-17 00:00:00+00:00,19.72,,,0.0,150.0,35.86,43.51,44.19,97.87,144.39,96.24,49.25,7.06,266.73,52.6,187.97,63.9,10.495,32.8,81.69,11.28,55.99,270.06,7.07,88.41,44.33,34.27,34.27,33.31,,0.42,38.71,23.68,42.83,7.192,11.68,9.28,38.86,2.21,4.97,11.79,9.94,20.41,14.7,214.9,0.031,25.49,,15.76,9.28,5.14,0.36,51.22,27.72,,3.4,127.7,,127.08,26.99,23.08,59.95,,151.8,39.2,,1513.45,110.08,76.67,4.72,2.512,30.48,104.87,15.99,703.0,56.0,20.46,29.47,12.66,29.42,387.95,3009.0,1516.91,,22.045,155.48,46.04,124.39,,59.42,,58.93,58.93,91.68,133.51,75.96
18,2020-07-16 00:00:00+00:00,19.69,159.0,,,148.68,35.6,42.58,44.53,97.85,143.71,96.6,49.65,7.06,266.9,51.92,187.27,63.52,10.195,32.03,80.7,11.06,55.14,259.85,7.08,88.44,44.31,34.2,34.2,33.6,,0.44,39.25,23.74,43.05,7.16,11.85,9.28,38.61,2.27,5.13,12.0,10.02,20.46,14.75,213.51,,24.91,,15.8,9.25,5.16,0.3575,51.28,27.62,,3.41,126.54,,127.26,26.35,23.5,58.17,,147.6,37.575,,1477.16,108.99,79.15,4.73,2.5180000000000002,29.97,104.5,16.05,676.0,54.87,20.44,30.09,12.79,29.42,386.25,2971.06,1501.5,,22.23,155.55,45.7,122.68,,58.54,,57.9,57.9,91.26,130.85,76.3
19,2020-07-15 00:00:00+00:00,19.63,154.0,,,149.73,35.99,42.21,44.12,95.9,144.22,95.61,50.35,7.09,265.0,51.49,187.7,64.0,10.145,32.13,82.48,11.03,55.05,264.58,7.07,90.18,45.03,35.0,35.0,33.87,,0.47,39.39,23.69,43.8,7.06,12.1,9.28,39.12,2.34,5.28,12.82,10.24,20.75,14.95,224.37,0.03,24.98,,15.65,9.26,5.18,0.35,51.9,27.69,,3.2,126.0,,127.82,26.32,22.77,58.33,,147.9,37.28,,1543.0,110.22,75.35,4.71,2.559,30.07,105.51,16.07,651.0,55.61,20.58,30.0,12.7,29.7,395.96,3080.23,1523.23,,22.375,155.52,46.5,122.4,,59.03,,58.82,58.82,92.93,131.43,76.11
20,2020-07-14 00:00:00+00:00,19.13,161.0,,,145.32,35.37,41.49,44.14,92.64,142.23,92.74,48.02,6.66,257.04,49.63,177.24,61.64,9.95,31.83,81.42,11.01,54.56,256.24,7.07,85.39,42.53,34.99,34.99,32.61,,0.37,38.06,22.51,43.54,6.754,11.41,9.28,38.09,2.34,5.29,12.72,9.88,19.51,14.72,211.43,0.034,23.92,7.35,16.13,9.3,5.02,0.38,51.29,26.75,,3.0,122.99,,125.15,24.8,25.0,57.92,,144.6,36.64,,1556.0,108.63,72.43,4.68,2.478,29.72,103.57,15.71,651.5,54.43,21.3,29.91,12.93,29.6,379.36,3089.0,1492.79,,22.425,151.29,45.49,118.62,,57.87,,57.75,57.75,90.86,127.79,73.39
21,2020-07-13 00:00:00+00:00,19.37,155.0,,,143.61,34.73,41.95,45.01,93.14,143.1,91.31,48.5,6.76,257.32,49.61,179.08,61.63,10.15,32.5,81.15,11.005,54.45,258.99,7.0,86.04,42.98,35.97,35.97,32.78,,0.295,38.33,22.65,44.24,6.652,11.88,9.28,39.0,2.28,5.24,12.3,9.92,20.24,14.79,209.0,0.03,25.82,,16.25,9.44,4.99,0.38,53.33,27.2,,3.1,124.02,,126.66,24.65,22.45,59.6,,149.0,37.45,,1659.0,107.51,74.31,4.68,2.539,30.16,106.89,15.74,649.1,54.75,20.47,30.39,12.2,29.95,389.06,3251.06,1549.94,,23.03,155.62,46.87,119.78,,59.84,,60.29,60.29,93.3,132.0,75.5
22,2020-07-10 00:00:00+00:00,18.93,,,,142.75,33.66,42.47,44.11,93.47,142.68,89.68,47.31,6.54,258.02,48.76,177.9,60.58,9.992,31.8,79.79,10.75,55.08,252.18,6.89,82.5,41.12,35.93,35.93,31.76,,0.4795,37.47,22.06,44.12,6.218,10.99,8.72,38.15,2.34,5.37,12.61,9.76,19.31,14.55,196.87,0.03,24.18,,16.36,9.08,4.9,0.36,49.45,26.77,,3.01,121.3,,123.95,23.55,23.0,57.25,,142.4,35.37,,1396.0,106.3,70.0,4.53,2.47,29.5,105.82,15.51,697.0,53.84,20.38,29.41,12.07,30.12,381.34,3191.76,1513.25,,21.725,152.71,46.73,115.5,,57.95,,59.35,59.35,93.0,130.22,73.0
23,2020-07-09 00:00:00+00:00,19.25,163.0,,,142.76,33.73,42.58,44.54,92.74,143.01,91.44,47.7,6.83,255.26,50.19,181.24,60.75,10.215,32.28,81.33,11.245,54.05,251.23,7.1,85.97,42.9,37.38,37.38,32.5,,0.345,38.3,22.9,45.0,6.356,11.12,9.43,39.7,2.32,5.32,12.48,9.96,19.48,14.55,202.11,0.03,24.5,7.35,16.78,9.81,4.87,0.35,50.73,27.01,,3.2,122.27,,125.07,24.76,22.39,58.61,,144.5,37.065,,1396.99,107.42,73.94,4.56,2.6510000000000002,29.87,106.66,15.73,699.0,54.65,20.21,29.44,12.64,30.72,385.05,3115.99,1509.93,,21.48,155.43,46.6,118.0,,58.2,,58.73,58.73,93.95,128.79,71.32
24,2020-07-08 00:00:00+00:00,19.36,161.0,,,142.87,34.01,42.94,45.18,92.84,142.39,91.62,48.1,6.82,251.94,50.32,180.82,60.11,10.23,31.67,80.86,11.29,56.26,246.83,7.04,86.39,43.15,36.35,36.35,32.53,,0.48,38.55,23.02,44.59,6.474,11.23,9.43,39.38,2.28,5.19,12.56,9.83,19.78,14.56,199.54,,24.44,,16.86,9.83,4.93,0.37,50.2,26.56,,3.23,120.95,,125.49,25.19,22.09,58.27,,144.5,37.5,,1405.0,107.05,71.0,4.61,2.65,30.46,106.25,15.86,699.0,55.11,20.1,28.33,13.0,30.6,376.72,3022.61,1500.8,,21.02,145.2,45.59,118.06,,58.45,,57.35,57.35,93.27,129.67,69.55
25,2020-07-07 00:00:00+00:00,19.25,167.0,,,141.39,34.05,43.77,45.52,92.46,142.31,92.07,48.21,6.89,248.38,51.01,182.0,61.06,10.28,32.0,79.2,11.37,56.49,244.45,7.24,87.82,43.9,36.37,36.37,33.26,,0.48,39.22,23.44,44.48,6.5120000000000005,11.44,9.43,38.29,2.33,5.25,12.41,9.94,19.85,14.47,205.5,0.031,25.2,,16.83,9.61,5.03,0.39,51.25,26.76,,3.3,120.26,,126.01,25.59,23.1,58.31,,145.9,37.63,,1405.01,106.95,74.3,4.64,2.7060000000000004,30.3,106.44,16.06,699.5,54.92,20.2,28.36,13.13,30.76,375.41,3058.55,1496.13,,21.295,145.04,46.12,119.0,,59.07,,55.95,55.95,92.97,128.73,69.82
26,2020-07-06 00:00:00+00:00,19.53,145.0,,,142.17,34.95,44.2,46.26,92.76,143.79,94.12,48.94,6.98,248.42,52.22,186.38,60.97,10.4,32.08,80.5,11.565,57.8,248.19,7.24,89.5,44.67,36.94,36.94,33.63,,0.48,39.74,23.67,44.69,6.577999999999999,11.43,9.18,38.71,2.18,4.88,12.12,10.02,20.46,14.55,201.34,0.036000000000000004,25.82,,16.75,10.1,5.05,0.4,51.87,27.11,,3.5,121.49,,127.16,25.96,24.0,58.95,,148.9,37.86,,1276.69,110.91,75.63,4.79,2.73,30.54,106.6,16.25,699.0,55.35,21.2,27.38,13.22,31.01,370.0,2934.97,1488.15,,21.3,147.21,46.07,121.25,,58.72,,55.49,55.49,93.21,127.51,70.52
27,2020-07-02 00:00:00+00:00,19.51,144.0,,,141.25,34.62,44.15,44.87,92.5,143.13,93.31,47.61,6.86,242.18,52.32,185.67,59.91,10.05,30.98,82.64,11.07,58.48,248.16,7.02,89.37,44.62,34.11,34.11,33.26,,0.48,39.06,23.64,42.33,6.232,11.16,9.81,38.32,2.05,4.61,12.08,9.71,20.25,14.5,202.5,0.0332,25.75,,15.45,9.79,4.87,0.38,52.12,26.62,,3.44,122.58,,127.2,25.62,25.25,56.94,,144.2,36.08,,1221.48,111.0,77.97,4.84,2.658,30.11,106.95,16.31,699.0,55.05,20.21,26.31,12.89,29.0,367.85,2912.01,1451.84,,20.87,142.64,46.07,119.69,,59.19,,53.59,53.59,91.09,126.39,70.5
28,2020-07-01 00:00:00+00:00,19.33,160.0,,,140.69,34.54,43.37,44.07,91.98,141.16,91.78,46.87,6.93,239.04,52.32,180.99,58.5,10.085,30.7,79.97,11.005,59.76,239.67,6.94,89.28,44.49,33.14,33.14,32.82,,0.4,38.25,23.33,41.95,6.25,10.7,9.81,37.53,2.04,4.56,12.55,9.48,20.55,14.52,198.88,0.0332,25.73,,15.5,9.28,4.63,0.37,51.76,25.97,,3.46,119.6,,124.76,25.3,25.25,56.01,,144.1,36.17,,1083.0,107.47,75.34,4.73,2.66,30.13,105.68,15.87,700.5,55.09,20.16,25.5,12.58,28.24,365.12,2757.99,1419.17,,20.625,138.62,46.54,120.27,,59.91,,52.71,52.71,91.01,126.6,69.17
29,2020-06-30 00:00:00+00:00,19.04,160.0,,,139.4,32.53,42.73,44.36,88.75,139.86,90.2,46.31,6.71,232.59,51.28,176.86,58.04,9.948,30.85,80.09,11.175,60.41,238.91,6.87,86.6,43.43,33.13,33.13,32.28,,0.3875,37.98,22.97,41.88,6.29,10.25,9.81,36.5,2.04,4.57,12.92,9.36,20.01,14.29,193.84,0.0315,25.21,,15.99,10.17,4.61,0.38,49.81,25.85,,3.6,116.83,,125.51,25.09,22.5,56.8,,145.1,36.3,,1006.5,106.07,75.54,4.76,2.6460000000000004,30.01,105.9,15.87,702.0,54.92,20.36,25.15,12.8,27.99,360.08,2685.07,1396.88,,20.89,138.22,46.15,119.19,,58.71,,51.42,51.42,89.2,124.4,68.63
30,2020-06-29 00:00:00+00:00,18.85,163.0,,,138.74,32.46,42.78,43.93,89.58,138.1,89.48,46.85,6.57,234.04,50.96,174.34,58.11,9.754,30.7,79.57,10.945,59.3,237.51,6.81,86.91,43.81,33.35,33.35,33.18,,0.4,38.81,23.32,42.48,5.836,10.45,9.81,36.72,2.05,4.57,13.3,9.45,19.95,14.22,191.38,0.033,25.59,,16.0,10.11,4.64,0.36,50.28,25.6,,4.0,117.4,,126.47,24.71,22.5,55.54,,141.4,34.945,,969.01,105.0,73.95,4.82,2.6039999999999996,29.33,105.79,15.59,724.1,53.31,20.29,24.78,12.52,28.11,353.25,2690.01,1360.34,57.25,20.43,138.08,46.34,117.98,,57.47,,51.07,51.07,88.21,123.85,68.74
31,2020-06-26 00:00:00+00:00,19.08,,,,139.53,32.25,43.38,44.7,89.82,138.99,89.0,47.31,6.62,229.65,51.76,175.38,57.99,9.8,32.1,79.35,11.04,59.78,238.5,7.08,88.78,44.88,33.91,33.91,33.7,,0.375,39.15,23.38,42.74,6.3020000000000005,10.37,9.81,37.9,2.06,4.6,13.35,9.35,19.83,14.43,199.0,0.0334,26.1,,15.93,9.9,4.5421,0.38,52.34,26.13,,3.6,118.12,,127.91,25.0,22.5,57.81,,145.0,36.525,,994.78,104.79,74.58,4.82,2.659,29.56,109.15,15.88,724.1,54.04,20.5,25.8075,12.58,28.52,364.41,2775.06,1432.63,,20.775,138.61,45.12,118.26,,58.49,,50.89,50.89,89.07,124.63,70.26
32,2020-06-25 00:00:00+00:00,19.06,166.0,,,140.57,32.11,43.0,44.04,87.24,138.51,88.2,46.7,6.5,231.8,51.66,175.48,56.92,9.854,31.63,80.11,10.94,60.35,241.32,7.03,87.31,44.05,33.65,33.65,33.17,,0.375,38.11,22.98,42.72,6.07,10.15,9.81,37.28,2.06,4.6,13.35,9.29,19.42,14.4,197.86,0.0408,25.96,,15.76,10.01,4.5,0.36,50.3,25.68,,3.66,115.0,,126.45,25.0,22.5,55.82,,140.4,34.75,,954.27,104.8,74.34,4.77,2.6039999999999996,29.49,109.78,15.68,725.0,53.91,20.51,25.281,12.7,29.19,360.7,2739.55,1431.22,57.25,20.4,134.85,44.77,116.76,,58.98,,48.72,48.72,88.7,124.0,70.16
33,2020-06-24 00:00:00+00:00,19.51,166.0,,,141.49,32.71,43.35,46.11,90.63,140.0,92.51,47.25,6.9,236.07,53.0,184.96,57.765,10.05,32.0,81.08,11.17,60.05,241.34,7.22,89.99,45.91,34.35,34.35,34.21,,0.375,40.17,23.76,43.22,6.57,10.57,9.81,38.35,2.06,4.62,13.25,9.37,20.15,14.3,202.34,0.0315,26.96,,15.45,10.08,4.58,0.36,51.67,26.28,,3.88,118.23,,129.4,25.85,23.25,58.28,,145.7,37.0,,994.11,105.83,72.99,4.81,2.654,30.03,105.46,15.8,724.0,54.54,20.51,25.36,12.82,29.58,365.0,2780.0,1463.28,,20.92,138.54,45.29,118.32,,59.64,,49.8046,49.8046,89.1747,125.29,71.39
34,2020-06-23 00:00:00+00:00,19.76,166.0,,,143.74,33.2,43.8,45.0,91.11,142.53,94.38,47.97,7.09,236.81,54.29,187.17,59.03,10.17,31.93,83.24,11.295,60.79,249.17,7.15,92.5,46.9,35.05,35.05,35.23,,0.32,40.86,24.43,44.02,6.56,11.04,9.81,38.35,2.08,4.69,13.26,9.76,21.16,14.32,206.5,0.0315,27.78,,16.12,10.16,4.74,0.38,52.95,26.84,,3.99,120.22,,130.17,26.75,23.25,57.96,,144.2,36.995,,998.88,107.84,73.0,4.89,2.637,30.3,103.7,16.16,724.0,55.75,20.37,25.75,13.53,29.67,364.0,2726.02,1452.0,,20.58,142.6,45.92,122.01,,60.19,,49.59,49.59,90.14,126.63,71.805
