1, 2.555
2, 2.51
3, 2.458
4, 2.406
5, 2.505
6, 2.602
7, 2.696
8, 2.735
9, 2.724
10, 2.625
11, 2.78
12, 3.06
13, 3.069
14, 3.079
15, 3.045
16, 2.977
17, 2.918
18, 2.876
19, 2.92
20, 3.033
21, 3.016
22, 3.052
23, 3.152
24, 3.195
25, 3.167
26, 3.008
27, 3.177
28, 3.294
29, 3.232
30, 3.17
31, 3.108
32, 3.046
33, 3.079
34, 3.139
35, 3.198
36, 3.258
37, 3.113
38, 3.083
39, 3.099
40, 3.039
41, 2.979
42, 2.932
43, 2.932
44, 2.932
45, 2.932
46, 2.975
47, 3.03
48, 3.008
49, 2.985
50, 2.962
51, 2.957
52, 2.957
53, 2.957
54, 2.957
55, 2.957
56, 2.97
57, 2.999
58, 3.029
59, 3.058
60, 3.087
61, 3.116
62, 3.145
63, 3.198
64, 3.27
65, 3.341
66, 3.413
67, 3.485
68, 3.499
69, 3.484
70, 3.469
71, 3.448
72, 3.418
73, 3.387
74, 3.383
75, 3.383
76, 3.446
77, 3.728
78, 3.684
79, 3.6
80, 3.531
81, 3.517
82, 3.503
83, 3.488
84, 3.446
85, 3.39
86, 3.333
87, 3.347
88, 3.362
89, 3.376
90, 3.39
91, 3.404
92, 3.439
93, 3.486
94, 3.532
95, 3.579
96, 3.52
97, 3.447
98, 3.375
99, 3.358
100, 3.358
101, 3.358
102, 3.358
103, 3.358
104, 3.358
105, 3.358
106, 3.364
107, 3.372
108, 3.381
109, 3.389
110, 3.397
111, 3.406
112, 3.431
113, 3.466
114, 3.5
115, 3.534
116, 3.569
117, 3.662
118, 3.803
119, 3.727
120, 3.59
121, 3.647
122, 3.759
123, 3.872
124, 3.893
125, 3.902
126, 3.916
127, 3.944
128, 3.972
129, 4.001
130, 4.019
131, 4.032
132, 4.044
133, 4.057
134, 4.07
135, 4.083
136, 4.096
137, 4.109
138, 4.104
139, 4.097
140, 4.09
141, 4.083
142, 4.076
143, 4.069
144, 4.062
145, 3.954
146, 3.817
147, 3.68
148, 4.01
149, 3.877
150, 3.745
151, 3.612
152, 3.554
153, 3.739
154, 3.776
155, 3.814
156, 3.851
157, 3.825
158, 3.779
159, 3.734
160, 3.689
161, 3.644
162, 3.617
163, 3.653
164, 3.689
165, 3.725
166, 3.761
167, 3.797
168, 3.879
169, 3.983
170, 4.087
171, 4.135
172, 4.168
173, 4.2
174, 4.232
175, 4.252
176, 4.174
177, 4.096
178, 4.051
179, 4.123
180, 4.195
181, 4.013
182, 4.038
183, 4.098
184, 4.157
185, 4.217
186, 4.277
187, 4.337
188, 4.396
189, 4.42
190, 4.373
191, 4.326
192, 4.316
193, 4.324
194, 4.332
195, 4.34
196, 4.348
197, 4.356
198, 4.085
199, 4.106
200, 4.126
201, 4.25
202, 4.417
203, 4.442
204, 4.468
205, 4.493
206, 4.519
207, 4.544
208, 4.569
209, 4.562
210, 4.49
211, 4.417
212, 4.368
213, 4.401
214, 4.434
215, 4.466
216, 4.499
217, 4.532
218, 4.565
219, 4.63
220, 4.759
221, 4.889
222, 5.019
223, 5.148
224, 5.132
225, 5.097
226, 5.063
227, 5.071
228, 5.08
229, 5.107
230, 5.281
231, 5.456
232, 5.382
233, 5.185
234, 5.21
235, 5.262
236, 5.315
237, 5.368
238, 5.42
239, 5.473
240, 5.553
241, 5.731
242, 5.91
243, 6.088
244, 6.266
245, 6.418
246, 6.571
247, 6.723
248, 6.792
249, 6.566
250, 6.341
251, 6.149
252, 6.224
253, 6.299
254, 6.374
255, 6.19
256, 6.023
257, 6.169
258, 6.316
259, 6.068
