307, 71.686;30.04.2020
308, 66.784;01.05.2020
309, 59.548;02.05.2020
310, 60.724;03.05.2020
311, 60.724;04.05.2020
312, 63.075;05.05.2020
313, 62.472;06.05.2020
314, 68;07.05.2020
315, 63.618;08.05.2020
316, 58.472;09.05.2020
317, 53.327;10.05.2020
318, 52.854;11.05.2020
319, 72.633;12.05.2020
320, 84.614;13.05.2020
321, 79.439;14.05.2020
322, 74.264;15.05.2020
323, 69.089;16.05.2020
324, 66.874;17.05.2020
325, 65.083;18.05.2020
326, 117.865;19.05.2020
327, 88.535;20.05.2020
328, 56.503;21.05.2020
329, 53.849;22.05.2020
330, 55.779;23.05.2020
331, 57.709;24.05.2020
332, 59.638;25.05.2020
333, 69.015;26.05.2020
334, 80.111;27.05.2020
335, 84.121;28.05.2020
336, 72.543;29.05.2020
337, 60.965;30.05.2020
338, 49.387;31.05.2020
339, 50.156;01.06.2020
340, 52.688;02.06.2020
341, 58.096;03.06.2020
342, 68.296;04.06.2020
343, 75.116;05.06.2020
344, 67.29;06.06.2020
345, 59.464;07.06.2020
346, 55.658;08.06.2020
347, 58.336;09.06.2020
348, 59.493;10.06.2020
349, 60.651;11.06.2020
350, 61.809;12.06.2020
351, 55.256;13.06.2020
352, 57.079;14.06.2020
353, 58.901;15.06.2020
354, 68.472;16.06.2020
355, 84.07;17.06.2020
356, 83.259;18.06.2020
357, 74.989;19.06.2020
358, 66.719;20.06.2020
359, 58.449;21.06.2020
360, 54.975;22.06.2020
361, 58.854;23.06.2020
362, 57.407;24.06.2020
363, 55.96;25.06.2020
