337, 51.537;31.05.2020
338, 49.185;01.06.2020
339, 48.188;02.06.2020
340, 50.342;03.06.2020
341, 50.552;04.06.2020
342, 50.763;05.06.2020
343, 50.974;06.06.2020
344, 53.077;07.06.2020
345, 49.964;08.06.2020
346, 53.349;09.06.2020
347, 53.836;10.06.2020
348, 54.323;11.06.2020
349, 54.809;12.06.2020
350, 55.181;13.06.2020
351, 51.189;14.06.2020
352, 47.198;15.06.2020
353, 51.816;16.06.2020
354, 58.142;17.06.2020
355, 56.57;18.06.2020
356, 55.172;19.06.2020
357, 58.408;20.06.2020
358, 52.327;21.06.2020
359, 50.745;22.06.2020
360, 54.182;23.06.2020
361, 54.422;24.06.2020
362, 52.467;25.06.2020
363, 53.654;26.06.2020
